,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
5855,1125502,2,7,301818,2,7,1,4,,,,,,,5,5,4,4,4,4,3,4,4,4,3,4,4720.518658,932,390,3,1,2,3,4,,6,,,,,,,,,,,,,,,,5,5,5,220000
5856,1125503,1,1,300032,1,1,1,3,,,,,,6,4,3,4,9,4,3,4,4,3,4,3,3,3990.473794,926,30,1,1,,,,5,,,,,,,,,,,,,,,,,4,3,4,40000
5857,1125504,2,7,301818,2,7,1,4,,,,,,,5,5,4,4,4,4,3,4,4,4,3,4,4204.052469,932,390,3,1,2,3,4,,6,,,,,,,,,,,,,,,,5,5,5,220000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,1125601,2,11,113586,1,11,1,5,1,,,,,,4,4,3,9,3,3,3,3,3,9,3,3,11771.93417,937,20,1,1,,,,,,,,,,,,,,,,,,,,21,4,4,4,250000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,1125701,1,5,302852,2,5,1,6,,,,,,,4,4,4,4,4,9,3,4,4,4,4,3,5887.462015,926,10,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,65000
5864,1125702,1,5,302852,2,5,1,6,,,,,,,4,4,4,4,4,9,3,4,4,4,4,3,4797.827102,926,10,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,65000
5865,1125702,2,9,302855,1,9,1,5,1,,,,,,4,3,4,9,5,4,3,5,5,9,4,4,4797.827102,926,30,1,1,2,,,,,,8,,,,,,,,,,,,,,4,4,4,90000
5866,1125801,1,1,110094,1,1,1,4,,,,,,,4,9,4,9,4,9,3,3,4,4,4,4,5144.175318,922,50,1,1,,,,,,,,9,,,,,,,,,,,20,,4,4,4,100000
5867,1125801,1,1,110098,1,1,1,4,,,,,,,5,4,4,9,4,4,4,4,4,3,4,4,5144.175318,933,10,1,1,,,4,,6,,,,,,,,,,,,,,,,4,4,4,75000
5868,1125801,1,2,110100,1,2,1,4,,,,,,,4,9,4,9,4,4,4,4,4,4,4,4,5144.175318,931,270,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,75000
5869,1125801,1,3,110107,1,3,2,0,,,,,,,5,4,3,9,3,4,4,4,4,4,4,4,5144.175318,937,390,1,1,,,,,6,7,,,,,,,,,,,,,,,4,4,4,100000
5870,1125801,1,4,110110,1,4,2,0,,,,,,,4,4,4,9,4,9,3,3,4,4,4,4,5144.175318,922,70,1,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,70000
5871,1125801,1,5,110114,1,5,1,2,1,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,5144.175318,937,30,1,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
5872,1125801,2,7,122446,2,7,1,12,,,3,,,,5,4,4,4,3,9,4,3,4,4,4,4,5144.175318,937,350,3,1,,,,,6,,,,,,,13,,,,,,,,,4,4,4,100000
5873,1125801,2,8,122447,1,8,1,2,,,,4,,,5,4,4,9,4,9,4,4,4,4,4,4,5144.175318,932,320,1,1,,,,,6,,,,,,,,,,,,18,,,,4,4,4,80000
5874,1125802,1,1,110094,1,1,1,4,,,,,,,4,9,4,9,4,9,3,3,4,4,4,4,4882.835538,922,50,1,1,,,,,,,,9,,,,,,,,,,,20,,4,4,4,100000
5875,1125802,1,1,110098,1,1,1,4,,,,,,,5,4,4,9,4,4,4,4,4,3,4,4,4882.835538,933,10,1,1,,,4,,6,,,,,,,,,,,,,,,,4,4,4,75000
5876,1125802,1,2,110100,1,2,1,4,,,,,,,4,9,4,9,4,4,4,4,4,4,4,4,4882.835538,931,270,1,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,75000
5877,1125901,2,7,113351,2,7,1,7,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,5175.770376,932,350,3,1,2,,,,6,,,,,,,,,,,,,,,,4,3,4,226667
5878,1125901,2,10,113361,1,10,1,4,,,,,,,5,5,3,9,4,4,4,3,4,9,3,3,5175.770376,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,5,70000
5879,1125902,1,2,101060,1,2,1,3,1,,,,,,4,5,3,9,3,9,3,3,4,9,4,3,4912.825471,922,20,1,,,,4,,,,,,,,,13,,,,,,,,,5,5,4,20000
5880,1125902,2,7,101050,1,7,1,4,,,,,,,3,3,4,9,4,4,4,4,4,9,4,3,4912.825471,911,230,1,,,,,,,,,9,,,12,,,,,,,,,,4,3,3,145000
5881,1125902,2,7,113351,2,7,1,7,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,4912.825471,932,350,3,1,2,,,,6,,,,,,,,,,,,,,,,4,3,4,226667
5882,1125902,2,8,113362,1,8,1,3,1,,,,,,5,5,3,9,3,9,4,4,4,9,3,3,4912.825471,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,4,30000
5883,1125902,2,10,113361,1,10,1,4,,,,,,,5,5,3,9,4,4,4,3,4,9,3,3,4912.825471,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,5,70000
5884,1125904,1,2,101065,2,2,1,3,1,,,,,,3,4,4,9,4,9,3,4,3,9,4,4,4923.914741,911,10,2,,,,,,,,,9,,,,,,,,17,,,20,,4,4,3,190000
5885,1125904,2,7,101050,1,7,1,4,,,,,,,3,3,4,9,4,4,4,4,4,9,4,3,4923.914741,911,230,1,,,,,,,,,9,,,12,,,,,,,,,,4,3,3,145000
5886,1125904,2,7,113351,2,7,1,7,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,4923.914741,932,350,3,1,2,,,,6,,,,,,,,,,,,,,,,4,3,4,226667
5887,1126001,2,7,101070,1,7,1,10,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,3,5366.284921,926,20,1,1,,,,5,,,,9,,,,,,,,,,,,,4,4,4,29000
5888,1126001,2,7,101071,1,7,1,14,1,,,,,,5,5,4,9,4,9,3,4,4,4,3,3,5366.284921,921,90,1,,2,,,,,,,,,11,12,,,,,,,,,,4,4,4,46667
5889,1126001,2,8,101066,2,8,1,14,1,,,,,,5,4,4,4,4,9,4,4,4,4,4,3,5366.284921,932,340,3,1,,3,,,6,,,,,,,,,,,,,,,,5,5,5,416667
5890,1126001,2,8,113576,2,8,1,10,1,,,,,,5,4,3,4,4,9,4,4,4,5,3,3,5366.284921,936,30,3,1,,3,,,,,,9,,,,,,,,,,,,,5,4,4,240000
5891,1126001,2,11,113578,1,11,1,10,1,,,,,,4,4,3,9,4,9,3,3,4,9,3,3,5366.284921,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,53333
5892,1126001,2,12,113579,2,12,1,13,,,,,,,5,4,3,5,4,4,4,4,5,5,3,3,5366.284921,932,350,3,1,,3,,,,7,,,,,,,,,,,,,,,5,5,5,213333
5893,1126002,2,7,101070,1,7,1,10,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,3,5093.661297,926,20,1,1,,,,5,,,,9,,,,,,,,,,,,,4,4,4,29000
5894,1126002,2,7,101071,1,7,1,14,1,,,,,,5,5,4,9,4,9,3,4,4,4,3,3,5093.661297,921,90,1,,2,,,,,,,,,11,12,,,,,,,,,,4,4,4,46667
5895,1126002,2,8,101066,2,8,1,14,1,,,,,,5,4,4,4,4,9,4,4,4,4,4,3,5093.661297,932,340,3,1,,3,,,6,,,,,,,,,,,,,,,,5,5,5,416667
5896,1126002,2,8,113576,2,8,1,10,1,,,,,,5,4,3,4,4,9,4,4,4,5,3,3,5093.661297,936,30,3,1,,3,,,,,,9,,,,,,,,,,,,,5,4,4,240000
5897,1126002,2,11,113578,1,11,1,10,1,,,,,,4,4,3,9,4,9,3,3,4,9,3,3,5093.661297,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,53333
5898,1126002,2,12,113579,2,12,1,13,,,,,,,5,4,3,5,4,4,4,4,5,5,3,3,5093.661297,932,350,3,1,,3,,,,7,,,,,,,,,,,,,,,5,5,5,213333
5899,1126003,2,7,101070,1,7,1,10,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,3,5258.000264,926,20,1,1,,,,5,,,,9,,,,,,,,,,,,,4,4,4,29000
5900,1126003,2,7,101071,1,7,1,14,1,,,,,,5,5,4,9,4,9,3,4,4,4,3,3,5258.000264,921,90,1,,2,,,,,,,,,11,12,,,,,,,,,,4,4,4,46667
5901,1126003,2,7,113584,2,7,1,15,,,3,,,,4,3,4,4,4,9,3,5,5,4,4,4,5258.000264,937,20,3,,,,,,6,,,9,,,,,,,,,,19,,,4,3,4,280000
5902,1126003,2,8,101066,2,8,1,14,1,,,,,,5,4,4,4,4,9,4,4,4,4,4,3,5258.000264,932,340,3,1,,3,,,6,,,,,,,,,,,,,,,,5,5,5,416667
5903,1126003,2,8,113576,2,8,1,10,1,,,,,,5,4,3,4,4,9,4,4,4,5,3,3,5258.000264,936,30,3,1,,3,,,,,,9,,,,,,,,,,,,,5,4,4,240000
5904,1126003,2,10,113583,2,10,1,23,1,,3,,,,5,5,4,4,4,4,4,4,4,4,3,3,5258.000264,931,190,3,1,,,,5,,,,,,,12,,,,,,,,,,5,5,5,310000
5905,1126003,2,11,113578,1,11,1,10,1,,,,,,4,4,3,9,4,9,3,3,4,9,3,3,5258.000264,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,53333
5906,1126003,2,12,113579,2,12,1,13,,,,,,,5,4,3,5,4,4,4,4,5,5,3,3,5258.000264,932,350,3,1,,3,,,,7,,,,,,,,,,,,,,,5,5,5,213333
5907,1126201,1,2,105064,1,2,1,3,1,,,,,,5,5,4,9,3,9,3,3,3,9,4,3,9286.108227,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,5,20000
5908,1126201,1,4,105057,1,4,1,5,,,,,,,5,4,4,9,4,9,4,4,5,9,3,3,9286.108227,937,20,1,1,2,,,,,,,,,11,,,,,,,,,,,4,5,4,70000
5909,1126201,1,5,105068,1,5,1,16,,,3,,,,4,4,4,9,3,9,4,4,3,9,4,3,9286.108227,938,360,1,1,,,4,,,,,,,,,13,,,,,,,,,4,4,4,30000
5910,1126201,1,5,105072,1,5,1,4,1,,,,,,5,5,4,9,3,9,4,4,3,9,4,3,9286.108227,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,4,4,4,20000
5911,1126201,2,9,113678,1,9,1,3,1,,,,,,4,3,3,9,3,9,3,4,4,9,4,3,9286.108227,926,310,1,1,,,4,,,,,,,,,13,,,,,,,,,4,5,3,10000
5912,1126201,2,10,113680,1,10,1,4,1,,,,,,5,5,3,9,3,9,4,3,3,9,4,3,9286.108227,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,5,20000
5913,1126202,1,4,105057,1,4,1,5,,,,,,,5,4,4,9,4,9,4,4,5,9,3,3,9197.760886,937,20,1,1,2,,,,,,,,,11,,,,,,,,,,,4,5,4,70000
5914,1126202,1,5,105073,1,5,1,3,,,,4,,,5,4,4,9,4,9,4,4,3,9,3,3,9197.760886,921,90,1,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,120000
5915,1126202,2,8,113688,1,8,1,2,,,,4,,,4,3,4,9,4,4,4,3,4,9,3,3,9197.760886,938,50,1,1,2,,,,,,,9,,,,,,,,,,,,,4,3,4,190000
5916,1126202,2,11,113685,1,11,1,2,,,,4,,,4,3,4,9,4,4,4,4,3,9,4,3,9197.760886,938,110,1,1,2,,,,,,,,,11,,,,,,,,,,,4,3,4,150000
5917,1126301,2,9,113125,1,9,1,7,,,,,,,4,4,4,9,4,9,5,4,4,9,4,3,5392.754709,911,20,1,1,,,,,,,,,,11,,,,15,,,,,,,5,4,5,100000
5918,1126302,2,9,113125,1,9,1,7,,,,,,,4,4,4,9,4,9,5,4,4,9,4,3,6993.643046,911,20,1,1,,,,,,,,,,11,,,,15,,,,,,,5,4,5,100000
5919,1126701,2,8,113588,2,8,1,14,1,,,,,,5,4,4,4,4,4,4,4,5,4,3,3,5727.455799,936,30,3,1,,,,,6,,,,,11,,,,,,,,,,,5,4,5,142500
5920,1126701,2,11,113592,1,11,1,8,1,,,,,,4,4,3,9,4,9,3,4,4,4,4,3,5727.455799,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,100000
5921,1126702,1,2,104996,1,2,1,3,1,,,,,,5,5,4,9,4,9,4,4,4,9,4,4,5010.292322,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,4,5,4,20000
5922,1126702,1,5,104999,1,5,1,4,1,,,,,,4,4,4,9,4,9,3,4,4,9,4,4,5010.292322,921,310,1,1,,,4,,,,,,,,,13,,,,,,,,,4,4,4,50000
5923,1126702,2,8,113588,2,8,1,14,1,,,,,,5,4,4,4,4,4,4,4,5,4,3,3,5010.292322,936,30,3,1,,,,,6,,,,,11,,,,,,,,,,,5,4,5,142500
5924,1126702,2,9,113593,1,9,1,4,1,,,,,,4,3,4,9,4,4,3,4,4,9,3,3,5010.292322,921,310,1,1,2,,,,,,,,,,,13,,,,,,,,,4,4,4,100000
5925,1126702,2,10,113594,1,10,1,4,1,,,,,,5,5,3,9,4,9,4,3,4,9,3,3,5010.292322,922,20,1,1,,,4,,,,,,,,,13,,,,,,,,,5,5,4,50000
5926,1126702,2,11,113592,1,11,1,8,1,,,,,,4,4,3,9,4,9,3,4,4,4,4,3,5010.292322,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,100000
5927,1126703,1,5,105005,1,5,1,6,1,,,,,,5,4,3,9,4,3,3,3,3,9,3,3,5758.234847,921,90,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,31000
5928,1126703,2,8,113588,2,8,1,14,1,,,,,,5,4,4,4,4,4,4,4,5,4,3,3,5758.234847,936,30,3,1,,,,,6,,,,,11,,,,,,,,,,,5,4,5,142500
5929,1126704,1,5,105008,2,5,1,4,1,,,,,,4,4,3,4,4,9,3,4,5,9,3,3,5448.754869,938,50,2,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,120000
5930,1126704,1,5,105010,1,5,1,4,1,,,,,,4,4,4,9,4,9,3,4,3,9,3,3,5448.754869,926,20,1,,2,3,,,,,,,,11,,,,,,,,,,,4,4,4,20000
5931,1126704,2,8,113588,2,8,1,14,1,,,,,,5,4,4,4,4,4,4,4,5,4,3,3,5448.754869,936,30,3,1,,,,,6,,,,,11,,,,,,,,,,,5,4,5,142500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,1126901,2,7,100302,1,7,1,6,,,,,,,4,4,4,9,4,9,3,4,4,9,4,3,4897.563716,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,20000
5934,1126901,2,8,100301,1,8,1,10,1,,,,,,5,5,4,9,4,9,4,4,4,9,3,3,4897.563716,938,80,1,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,50000
5935,1126901,2,8,113008,2,8,1,12,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4897.563716,937,80,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,207500
5936,1126901,2,11,113011,1,11,1,10,1,,,,,,3,3,4,9,4,4,3,4,4,9,3,4,4897.563716,921,70,1,1,2,,,,,,8,,,,,,,,,,,,,,4,3,4,100000
5937,1126902,2,7,100302,1,7,1,6,,,,,,,4,4,4,9,4,9,3,4,4,9,4,3,5897.576465,926,310,1,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,20000
5938,1126902,2,8,100301,1,8,1,10,1,,,,,,5,5,4,9,4,9,4,4,4,9,3,3,5897.576465,938,80,1,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,50000
5939,1126902,2,8,113008,2,8,1,12,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,5897.576465,937,80,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,207500
5940,1126902,2,11,113011,1,11,1,10,1,,,,,,3,3,4,9,4,4,3,4,4,9,3,4,5897.576465,921,70,1,1,2,,,,,,8,,,,,,,,,,,,,,4,3,4,100000
5941,1126903,2,8,113008,2,8,1,12,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4140.138209,937,80,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,207500
5942,1126904,1,5,100303,2,5,1,4,1,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,6254.705231,937,20,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,200000
5943,1126904,2,8,113008,2,8,1,12,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,6254.705231,937,80,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,207500
5944,1126904,2,12,113019,1,12,1,4,1,,,,,,4,4,4,9,4,9,4,4,5,5,4,4,6254.705231,938,100,1,1,2,3,,,,,,,,,,,,,,,,,,,5,5,4,140000
5945,1127001,1,2,100316,1,2,1,4,1,,,,,,4,4,5,9,4,4,3,4,4,9,3,3,3703.661756,921,310,1,1,2,,,,,,8,,,,,,,,,,,,,,5,5,5,75000
5946,1127001,1,5,100317,1,5,1,4,1,,,,,,4,4,3,9,4,9,3,3,3,9,4,3,3703.661756,926,20,1,1,,,,,,,,9,,,,,,,,,,,,,5,4,5,29000
5947,1127001,2,7,100315,2,7,1,10,,,,,,,5,4,4,5,4,9,4,4,5,9,4,4,3703.661756,939,10,3,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,400000
5948,1127001,2,7,112980,2,7,1,14,,,,,,,5,4,4,5,4,4,4,4,4,4,3,3,3703.661756,937,20,3,1,,3,,,6,,,,,,,,,,,,,,,,4,5,4,150000
5949,1127001,2,8,112988,1,8,1,4,1,,,,,,4,3,4,9,4,4,3,3,4,9,3,3,3703.661756,921,310,1,1,2,,,,,,8,,,,,,,,,,,,,,4,4,4,70000
5950,1127001,2,9,112987,1,9,1,4,1,,,,,,4,4,4,9,4,3,3,4,4,9,3,3,3703.661756,926,30,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,30000
5951,1127003,2,7,112980,2,7,1,14,,,,,,,5,4,4,5,4,4,4,4,4,4,3,3,4366.762166,937,20,3,1,,3,,,6,,,,,,,,,,,,,,,,4,5,4,150000
5952,1127004,1,6,100318,1,6,1,4,1,,,,,,4,4,3,9,4,9,3,3,4,9,4,3,3722.889162,921,90,1,1,,3,,,,,,9,,,,,,,,,,,,,5,5,5,28000
5953,1127004,2,7,100315,2,7,1,10,,,,,,,5,4,4,5,4,9,4,4,5,9,4,4,3722.889162,939,10,3,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,400000
5954,1127004,2,7,112980,2,7,1,14,,,,,,,5,4,4,5,4,4,4,4,4,4,3,3,3722.889162,937,20,3,1,,3,,,6,,,,,,,,,,,,,,,,4,5,4,150000
5955,1127005,2,7,112980,2,7,1,14,,,,,,,5,4,4,5,4,4,4,4,4,4,3,3,3922.146136,937,20,3,1,,3,,,6,,,,,,,,,,,,,,,,4,5,4,150000
5956,1127101,1,5,104828,1,5,1,4,,,,,,,3,3,4,9,4,9,4,4,4,9,4,4,5441.127552,937,20,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,80000
5957,1127101,2,10,113574,2,10,1,11,,,,,,,5,4,4,5,4,4,4,4,5,4,4,4,5441.127552,939,20,4,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,470000
5958,1127102,1,5,104828,1,5,1,4,,,,,,,3,3,4,9,4,9,4,4,4,9,4,4,4759.816671,937,20,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,80000
5959,1127102,2,10,113574,2,10,1,11,,,,,,,5,4,4,5,4,4,4,4,5,4,4,4,4759.816671,939,20,4,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,470000
5960,1127103,1,4,104850,2,4,1,22,1,,3,,,,5,4,4,4,4,4,4,4,4,4,4,4,4913.384667,931,10,4,1,,3,,5,,,,9,,,,,,,,,,,,,4,4,4,390000
5961,1127103,2,8,900208,2,8,1,22,1,,3,,,,5,4,4,4,4,4,4,4,4,4,4,4,4913.384667,931,10,4,1,,3,,5,,,,9,,,,,,,,,,,,,4,4,4,390000
5962,1127103,2,10,113574,2,10,1,11,,,,,,,5,4,4,5,4,4,4,4,5,4,4,4,4913.384667,939,20,4,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,470000
5963,1127104,1,4,104858,1,4,1,24,1,,3,,,,4,4,4,9,4,9,3,3,3,9,3,3,4913.384667,926,310,1,1,,,4,,,,,,,,12,,,,,,,,,,4,3,4,20000
5964,1127104,2,10,113574,2,10,1,11,,,,,,,5,4,4,5,4,4,4,4,5,4,4,4,4913.384667,939,20,4,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,470000
5965,1127201,1,1,105077,2,1,1,22,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,9674.115292,937,20,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,126667
5966,1127201,1,2,105089,1,2,1,21,,,3,,,,5,4,4,9,4,9,4,4,5,9,4,4,9674.115292,938,50,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,100000
5967,1127201,1,4,105081,1,4,1,9,,,,,,,5,4,4,9,5,9,4,4,4,9,3,3,9674.115292,937,20,1,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,76667
5968,1127201,1,4,105083,1,4,1,32,,,3,,,,5,4,4,9,4,9,4,4,5,4,4,4,9674.115292,936,20,1,1,2,3,,,,,,,,,,,,,,,,,,,4,5,4,100000
5969,1127201,2,8,113548,2,8,1,23,,2,,,,,5,4,4,5,4,9,3,4,5,9,4,4,9674.115292,937,20,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,150000
5970,1127201,2,8,113549,1,8,1,10,,,,,,,4,3,3,9,4,9,3,4,4,9,4,4,9674.115292,937,20,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,115000
5971,1127201,2,10,113554,1,10,1,10,1,,,,,,4,5,4,9,4,9,4,4,4,9,4,4,9674.115292,926,30,1,,2,,,,,,,9,,,,,,,,,,,20,,4,4,4,120000
5972,1127201,2,12,113556,1,12,1,12,,,3,,,,4,4,3,9,4,9,3,4,4,4,4,4,9674.115292,937,20,1,1,,,,5,,,,,,,12,,,,,,,,,,3,3,3,50000
5973,1127202,1,1,105077,2,1,1,22,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,10759.2308,937,20,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,126667
5974,1127202,1,4,105081,1,4,1,9,,,,,,,5,4,4,9,5,9,4,4,4,9,3,3,10759.2308,937,20,1,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,76667
5975,1127202,1,4,105083,1,4,1,32,,,3,,,,5,4,4,9,4,9,4,4,5,4,4,4,10759.2308,936,20,1,1,2,3,,,,,,,,,,,,,,,,,,,4,5,4,100000
5976,1127202,2,7,113559,1,7,1,9,1,,,,,,4,4,3,9,5,4,4,4,4,9,3,4,10759.2308,937,10,1,1,2,,4,,,,,,,,,,,,,,,,,,4,5,4,80000
5977,1127202,2,8,113548,2,8,1,23,,2,,,,,5,4,4,5,4,9,3,4,5,9,4,4,10759.2308,937,20,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,150000
5978,1127202,2,8,113549,1,8,1,10,,,,,,,4,3,3,9,4,9,3,4,4,9,4,4,10759.2308,937,20,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,115000
5979,1127202,2,10,113554,1,10,1,10,1,,,,,,4,5,4,9,4,9,4,4,4,9,4,4,10759.2308,926,30,1,,2,,,,,,,9,,,,,,,,,,,20,,4,4,4,120000
5980,1127202,2,12,113556,1,12,1,12,,,3,,,,4,4,3,9,4,9,3,4,4,4,4,4,10759.2308,937,20,1,1,,,,5,,,,,,,12,,,,,,,,,,3,3,3,50000
5981,1127203,1,1,105077,2,1,1,22,,,,,,,4,3,4,4,4,9,3,4,5,9,4,4,15250.8941,937,20,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,126667
5982,1127203,1,4,105081,1,4,1,9,,,,,,,5,4,4,9,5,9,4,4,4,9,3,3,15250.8941,937,20,1,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,76667
5983,1127203,1,5,105100,2,5,1,4,1,,,,,,5,4,4,4,4,9,4,3,4,4,3,3,15250.8941,921,10,2,1,,3,,,,,,,,11,,,,,,,,,,,5,5,5,150000
5984,1127203,2,7,113562,2,7,1,13,,2,,,,,4,4,4,4,4,9,3,4,4,4,3,3,15250.8941,937,10,2,1,,,4,,,,,,,,,,,,,,,19,,,4,4,3,140000
5985,1127301,1,1,105019,2,1,1,7,,,,,,,4,4,2,4,4,9,3,4,4,9,4,3,4674.617133,932,30,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,90000
5986,1127301,2,8,113662,2,8,1,8,,,,,,,4,4,3,4,4,9,3,4,5,4,4,4,4674.617133,936,460,2,1,,3,,,6,,,,,,,,,,,,,,,,4,3,4,137000
5987,1127301,2,12,113667,2,12,1,8,,,,,,,4,4,3,4,4,9,3,4,4,4,4,4,4674.617133,935,50,2,1,2,,4,,,,,9,,,,,,,,,,,,,4,3,4,98000
5988,1127302,1,1,105019,2,1,1,7,,,,,,,4,4,2,4,4,9,3,4,4,9,4,3,4437.13234,932,30,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,90000
5989,1127302,2,8,113662,2,8,1,8,,,,,,,4,4,3,4,4,9,3,4,5,4,4,4,4437.13234,936,460,2,1,,3,,,6,,,,,,,,,,,,,,,,4,3,4,137000
5990,1127302,2,12,113667,2,12,1,8,,,,,,,4,4,3,4,4,9,3,4,4,4,4,4,4437.13234,935,50,2,1,2,,4,,,,,9,,,,,,,,,,,,,4,3,4,98000
5991,1127303,1,1,105019,2,1,1,7,,,,,,,4,4,2,4,4,9,3,4,4,9,4,3,4965.773874,932,30,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,90000
5992,1127304,1,1,105019,2,1,1,7,,,,,,,4,4,2,4,4,9,3,4,4,9,4,3,4965.773874,932,30,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,90000
5993,1127304,2,8,113662,2,8,1,8,,,,,,,4,4,3,4,4,9,3,4,5,4,4,4,4965.773874,936,460,2,1,,3,,,6,,,,,,,,,,,,,,,,4,3,4,137000
5994,1127304,2,12,113667,2,12,1,8,,,,,,,4,4,3,4,4,9,3,4,4,4,4,4,4965.773874,935,50,2,1,2,,4,,,,,9,,,,,,,,,,,,,4,3,4,98000
5995,1127305,1,1,105019,2,1,1,7,,,,,,,4,4,2,4,4,9,3,4,4,9,4,3,4698.885213,932,30,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,90000
5996,1127305,2,8,113662,2,8,1,8,,,,,,,4,4,3,4,4,9,3,4,5,4,4,4,4698.885213,936,460,2,1,,3,,,6,,,,,,,,,,,,,,,,4,3,4,137000
