PID	M_ID	nature	traffic	food	info	facility	kind	total	loc_code	money	age	age_group	money_group	label_group	a_c
1262505	122188	4	4	4	4	4	4	4	938370	25000	21	2	1	4	경남 산청군
1262701	122100	4	4	4	4	4	4	4	938370	30000	51	4	1	10	경남 산청군
1262901	108886	4	4	5	4	4	4	4	938370	32500	44	3	1	7	경남 산청군
1262902	108886	4	4	5	4	4	4	4	938370	32500	44	3	1	7	경남 산청군
1262903	108886	4	4	5	4	4	4	4	938370	32500	91	6	1	16	경남 산청군
1262904	108886	4	4	5	4	4	4	4	938370	32500	87	6	1	16	경남 산청군
1263101	122290	5	5	4	4	5	4	4	938370	83333	51	4	2	11	경남 산청군
1263102	122290	5	5	4	4	5	4	4	938370	83333	49	4	2	11	경남 산청군
1263103	122290	5	5	4	4	5	4	4	938370	83333	23	2	2	5	경남 산청군
1263104	122290	5	5	4	4	5	4	4	938370	83333	20	2	2	5	경남 산청군
1263201	108898	4	4	4	4	4	4	4	938370	30000	61	5	1	13	경남 산청군
1265003	121756	5	4	5	4	4	4	5	938370	35000	30	3	1	7	경남 산청군
1267901	105603	4	3	4	3	4	3	4	938370	30000	54	4	1	10	경남 산청군
1267901	105611	4	3	4	3	4	4	4	938370	66667	54	4	2	11	경남 산청군
1300901	121401	4	5	4	4	5	3	4	938370	70000	40	3	2	8	경남 산청군
1518801	101918	4	4	4	3	3	3	4	938370	100000	40	3	3	9	경남 산청군
1518802	101918	4	4	4	3	3	3	4	938370	100000	39	3	3	9	경남 산청군
1519001	101798	4	4	4	4	4	4	4	938370	75000	40	3	2	8	경남 산청군
1519401	120572	4	4	4	4	4	4	4	938370	100000	51	4	3	12	경남 산청군
1519701	120621	4	4	4	4	4	4	4	938370	25000	51	4	1	10	경남 산청군
1519702	120621	4	4	4	4	4	4	4	938370	25000	51	4	1	10	경남 산청군
1519703	120621	4	4	4	4	4	4	4	938370	25000	16	1	1	1	경남 산청군
1519704	120621	4	4	4	4	4	4	4	938370	25000	20	2	1	4	경남 산청군
1520201	120799	4	4	4	4	4	4	4	938370	25000	50	4	1	10	경남 산청군
1526001	107537	5	3	4	4	4	4	5	938370	50000	78	5	2	14	경남 산청군
1526002	107537	5	3	4	4	4	4	5	938370	50000	76	5	2	14	경남 산청군
1528101	109512	5	4	4	4	4	4	4	938370	24444	56	4	1	10	경남 산청군
1537801	105379	4	4	3	4	4	4	4	938370	100000	57	4	3	12	경남 산청군
1537802	105379	4	4	3	4	4	4	4	938370	100000	53	4	3	12	경남 산청군
1538004	116337	4	3	3	3	4	4	4	938370	100000	23	2	3	6	경남 산청군
1538501	115840	5	4	4	4	3	4	4	938370	50000	47	4	2	11	경남 산청군
1538502	115840	5	4	4	4	3	4	4	938370	50000	47	4	2	11	경남 산청군
1000701	121445	4	4	4	3	4	4	4	937350	23333	56	4	1	10	경북 영덕군
1042501	119920	4	4	4	4	4	3	4	937350	75000	43	3	2	8	경북 영덕군
1042502	119920	4	4	4	4	4	3	4	937350	75000	43	3	2	8	경북 영덕군
1045201	118001	4	4	4	4	4	4	4	937350	50000	49	4	2	11	경북 영덕군
1045202	118001	4	4	4	4	4	4	4	937350	50000	48	4	2	11	경북 영덕군
1047501	110649	4	4	5	5	4	4	5	937350	66667	46	4	2	11	경북 영덕군
1047502	110649	4	4	5	5	4	4	5	937350	66667	44	3	2	8	경북 영덕군
1061201	112580	4	4	4	4	4	4	4	937350	30000	62	5	1	13	경북 영덕군
1065304	114804	3	4	3	3	3	4	4	937350	75000	30	3	2	8	경북 영덕군
1065305	114804	3	4	3	3	3	4	4	937350	75000	33	3	2	8	경북 영덕군
1073401	102695	4	4	3	4	4	4	4	937350	83333	47	4	2	11	경북 영덕군
1073402	102695	4	4	3	4	4	4	4	937350	83333	45	3	2	8	경북 영덕군
1073403	102695	4	4	3	4	4	4	4	937350	83333	16	1	2	2	경북 영덕군
1075101	110248	4	4	3	4	4	4	4	937350	25000	51	4	1	10	경북 영덕군
1075101	116317	4	3	4	4	4	3	4	937350	37500	51	4	1	10	경북 영덕군
1075102	116317	4	3	4	4	4	3	4	937350	37500	46	4	1	10	경북 영덕군
1080301	101899	4	3	4	4	4	3	4	937350	0	69	5	1	13	경북 영덕군
1081101	112170	4	3	4	3	4	3	4	937350	100000	68	5	3	15	경북 영덕군
1081201	102504	4	4	4	4	4	3	4	937350	40000	84	6	1	16	경북 영덕군
1082004	112998	3	3	3	3	3	4	3	937350	66667	40	3	2	8	경북 영덕군
1083001	114058	4	4	3	4	4	4	4	937350	50000	61	5	2	14	경북 영덕군
1083002	114058	4	4	3	4	4	4	4	937350	50000	58	4	2	11	경북 영덕군
1084001	112267	4	4	4	4	4	4	4	937350	100000	65	5	3	15	경북 영덕군
1084002	112272	4	4	4	4	4	4	4	937350	20000	61	5	1	13	경북 영덕군
1084301	112306	4	4	4	4	4	4	4	937350	50000	47	4	2	11	경북 영덕군
1084704	102436	4	4	4	5	5	4	3	937350	75000	29	2	2	5	경북 영덕군
1086601	113163	4	4	4	4	4	4	4	937350	50000	52	4	2	11	경북 영덕군
1086701	103201	4	4	4	4	4	4	3	937350	50000	47	4	2	11	경북 영덕군
1086901	113235	4	4	4	4	4	4	4	937350	25000	62	5	1	13	경북 영덕군
1086902	113235	4	4	4	4	4	4	4	937350	25000	58	4	1	10	경북 영덕군
1089001	114955	3	2	2	4	2	4	3	937350	100000	55	4	3	12	경북 영덕군
1089402	103242	4	4	4	4	4	4	4	937350	150000	64	5	3	15	경북 영덕군
1090601	113342	4	4	4	4	4	4	4	937350	40000	55	4	1	10	경북 영덕군
1090602	106697	4	4	4	4	4	4	4	937350	50000	53	4	2	11	경북 영덕군
1090602	113342	4	4	4	4	4	4	4	937350	40000	53	4	1	10	경북 영덕군
1091401	113357	4	4	4	4	4	4	4	937350	25000	59	4	1	10	경북 영덕군
1091402	113357	4	4	4	4	4	4	4	937350	25000	54	4	1	10	경북 영덕군
1091901	120334	4	4	4	4	4	4	4	937350	50000	52	4	2	11	경북 영덕군
1091902	120334	4	4	4	4	4	4	4	937350	50000	51	4	2	11	경북 영덕군
1091902	120347	4	4	4	4	4	4	4	937350	50000	51	4	2	11	경북 영덕군
1092101	113122	3	3	2	4	3	3	3	937350	50000	51	4	2	11	경북 영덕군
1092102	113122	3	3	2	4	3	3	3	937350	50000	49	4	2	11	경북 영덕군
1092103	113122	3	3	2	4	3	3	3	937350	50000	19	1	2	2	경북 영덕군
1092104	113122	3	3	2	4	3	3	3	937350	50000	17	1	2	2	경북 영덕군
1092201	120257	4	4	4	4	4	4	4	937350	100000	59	4	3	12	경북 영덕군
1092501	120010	4	4	4	4	4	4	4	937350	100000	50	4	3	12	경북 영덕군
1092601	103700	4	4	4	4	4	4	3	937350	30000	64	5	1	13	경북 영덕군
1093002	120110	4	4	4	4	4	4	4	937350	100000	46	4	3	12	경북 영덕군
1105702	109437	4	4	4	4	3	4	4	937350	190000	55	4	3	12	경북 영덕군
1118702	109943	4	4	4	4	4	4	4	937350	200000	58	4	3	12	경북 영덕군
1121201	102514	5	4	4	4	4	4	4	937350	125000	44	3	3	9	경북 영덕군
1121202	102514	5	4	4	4	4	4	4	937350	125000	43	3	3	9	경북 영덕군
1125801	122446	5	4	3	4	3	4	4	937350	33333	57	4	1	10	경북 영덕군
1128901	114694	3	4	3	3	4	4	3	937350	68000	58	4	2	11	경북 영덕군
1128901	114711	3	3	3	3	3	3	4	937350	82500	58	4	2	11	경북 영덕군
1128902	114694	3	4	3	3	4	4	3	937350	68000	53	4	2	11	경북 영덕군
1128902	114711	3	3	3	3	3	3	4	937350	82500	53	4	2	11	경북 영덕군
1145701	109519	4	4	5	4	4	4	4	937350	106250	70	5	3	15	경북 영덕군
1145702	109519	4	4	5	4	4	4	4	937350	106250	64	5	3	15	경북 영덕군
1167201	106238	4	4	4	4	3	3	4	937350	120000	76	5	3	15	경북 영덕군
1195301	102558	4	4	5	4	4	4	4	937350	136667	57	4	3	12	경북 영덕군
1195302	102558	4	4	5	4	4	4	4	937350	136667	54	4	3	12	경북 영덕군
1195304	102558	4	4	5	4	4	4	4	937350	136667	25	2	3	6	경북 영덕군
1199401	117418	3	3	3	3	3	3	4	937350	50000	42	3	2	8	경북 영덕군
1199401	117421	3	3	3	3	3	3	4	937350	50000	42	3	2	8	경북 영덕군
1199402	117418	3	3	3	3	3	3	4	937350	50000	42	3	2	8	경북 영덕군
1199402	117421	3	3	3	3	3	3	4	937350	50000	42	3	2	8	경북 영덕군
1200701	106146	5	4	4	4	4	4	4	937350	60000	59	4	2	11	경북 영덕군
1200702	106146	5	4	4	4	4	4	4	937350	60000	57	4	2	11	경북 영덕군
1200703	106146	5	4	4	4	4	4	4	937350	60000	28	2	2	5	경북 영덕군
1200704	106146	5	4	4	4	4	4	4	937350	60000	26	2	2	5	경북 영덕군
1200705	106146	5	4	4	4	4	4	4	937350	60000	21	2	2	5	경북 영덕군
1201701	105513	4	3	4	4	4	3	4	937350	83334	44	3	2	8	경북 영덕군
1201702	105513	4	3	4	4	4	3	4	937350	83334	44	3	2	8	경북 영덕군
1201703	105513	4	3	4	4	4	3	4	937350	83334	19	1	2	2	경북 영덕군
1209201	103431	4	3	4	3	3	4	4	937350	30000	69	5	1	13	경북 영덕군
1212701	105653	4	4	4	4	4	4	4	937350	100000	65	5	3	15	경북 영덕군
1214301	114066	4	4	5	4	4	4	4	937350	50000	65	5	2	14	경북 영덕군
1232502	104414	5	4	5	4	5	5	5	937350	60000	81	6	2	17	경북 영덕군
1232502	900177	5	4	5	4	5	5	5	937350	60000	81	6	2	17	경북 영덕군
1241701	100387	4	5	5	4	4	4	5	937350	50000	72	5	2	14	경북 영덕군
1242603	100511	5	5	4	4	4	4	4	937350	33333	31	3	1	7	경북 영덕군
1242603	900025	5	5	4	4	4	4	4	937350	33333	31	3	1	7	경북 영덕군
1242603	114354	5	5	4	4	5	4	5	937350	100000	31	3	3	9	경북 영덕군
1242803	114361	5	4	4	4	4	4	4	937350	46250	35	3	1	7	경북 영덕군
1242803	114363	5	5	4	5	4	4	5	937350	175000	35	3	3	9	경북 영덕군
1243601	100574	4	3	4	4	4	4	5	937350	37500	47	4	1	10	경북 영덕군
1243602	100574	4	3	4	4	4	4	5	937350	37500	43	3	1	7	경북 영덕군
1246901	114487	5	5	3	5	5	5	5	937350	91500	49	4	2	11	경북 영덕군
1246902	114487	5	5	3	5	5	5	5	937350	91500	23	2	2	5	경북 영덕군
1249201	114264	4	3	3	4	4	3	4	937350	50000	66	5	2	14	경북 영덕군
1249202	114264	4	3	3	4	4	3	4	937350	50000	65	5	2	14	경북 영덕군
1249301	102366	4	4	3	3	4	4	4	937350	75000	43	3	2	8	경북 영덕군
1249302	102366	4	4	3	3	4	4	4	937350	75000	40	3	2	8	경북 영덕군
1254501	102432	3	3	4	3	3	3	4	937350	50000	75	5	2	14	경북 영덕군
1255601	120217	4	4	4	4	4	4	4	937350	100000	54	4	3	12	경북 영덕군
1256102	101006	4	4	4	4	4	4	4	937350	70000	65	5	2	14	경북 영덕군
1256701	112474	4	3	3	4	4	4	4	937350	80000	77	5	2	14	경북 영덕군
1256802	100964	5	5	4	4	4	4	4	937350	70000	70	5	2	14	경북 영덕군
1257402	120364	4	4	4	4	4	4	4	937350	50000	63	5	2	14	경북 영덕군
1258301	120461	4	4	4	4	4	4	4	937350	25000	58	4	1	10	경북 영덕군
1258302	120461	4	4	4	4	4	4	4	937350	25000	57	4	1	10	경북 영덕군
1268201	116582	5	4	4	4	4	4	5	937350	33333	56	4	1	10	경북 영덕군
1268202	116582	5	4	4	4	4	4	5	937350	33333	60	5	1	13	경북 영덕군
1269204	116196	4	3	4	4	4	4	4	937350	75000	67	5	2	14	경북 영덕군
1269301	102026	4	4	4	3	3	4	4	937350	67500	69	5	2	14	경북 영덕군
1269302	102026	4	4	4	3	3	4	4	937350	67500	65	5	2	14	경북 영덕군
1272801	100350	4	4	5	4	4	5	4	937350	120000	69	5	3	15	경북 영덕군
1274902	104218	4	4	4	3	4	3	4	937350	50000	51	4	2	11	경북 영덕군
1275201	103321	4	3	4	3	3	3	4	937350	70000	73	5	2	14	경북 영덕군
1275501	108483	4	3	4	3	3	3	4	937350	125000	62	5	3	15	경북 영덕군
1275502	108483	4	3	4	3	3	3	4	937350	125000	60	5	3	15	경북 영덕군
1275801	108508	3	4	3	3	3	3	3	937350	100000	57	4	3	12	경북 영덕군
1275802	108508	3	4	3	3	3	3	3	937350	100000	46	4	3	12	경북 영덕군
1309501	114361	5	4	4	4	4	4	4	937350	46250	39	3	1	7	경북 영덕군
1309501	114363	5	5	4	5	4	4	5	937350	175000	39	3	3	9	경북 영덕군
1501501	103976	4	4	4	4	4	4	3	937350	37500	32	3	1	7	경북 영덕군
1501502	103976	4	4	4	4	4	4	3	937350	37500	33	3	1	7	경북 영덕군
1501503	103976	4	4	4	4	4	4	3	937350	37500	61	5	1	13	경북 영덕군
1501504	103976	4	4	4	4	4	4	3	937350	37500	56	4	1	10	경북 영덕군
1506901	116489	5	4	4	4	4	4	4	937350	160000	56	4	3	12	경북 영덕군
1519401	120571	4	4	4	4	4	4	4	937350	100000	51	4	3	12	경북 영덕군
1525801	121653	5	3	4	3	4	3	4	937350	94000	64	5	2	14	경북 영덕군
1525802	121653	5	3	4	3	4	3	4	937350	94000	63	5	2	14	경북 영덕군
1528802	301028	5	3	5	4	2	5	5	937350	166667	63	5	3	15	경북 영덕군
1532901	105607	4	3	5	4	4	3	4	937350	75000	39	3	2	8	경북 영덕군
1532901	105614	5	4	5	4	5	5	4	937350	125000	39	3	3	9	경북 영덕군
1532902	105607	4	3	5	4	4	3	4	937350	75000	39	3	2	8	경북 영덕군
1532902	105614	5	4	5	4	5	5	4	937350	125000	39	3	3	9	경북 영덕군
1537501	101443	4	3	4	3	3	3	4	937350	37500	59	4	1	10	경북 영덕군
1537502	101443	4	3	4	3	3	3	4	937350	37500	60	5	1	13	경북 영덕군
1539501	109438	4	4	4	4	4	4	4	937350	37500	51	4	1	10	경북 영덕군
1539502	109438	4	4	4	4	4	4	4	937350	37500	39	3	1	7	경북 영덕군
1000701	121451	4	4	4	3	4	4	4	932040	40000	56	4	1	10	강원 동해시
1014301	120285	4	3	4	3	3	4	4	932040	75000	65	5	2	14	강원 동해시
1014302	120285	4	3	4	3	3	4	4	932040	75000	65	5	2	14	강원 동해시
1046001	110343	4	4	3	4	4	4	5	932040	31000	55	4	1	10	강원 동해시
1093201	122720	5	4	4	4	4	4	4	932040	60000	55	4	2	11	강원 동해시
1093202	122720	5	4	4	4	4	4	4	932040	60000	53	4	2	11	강원 동해시
1104002	117834	4	4	4	4	4	4	4	932040	50000	43	3	2	8	강원 동해시
1127801	113650	4	3	4	4	4	4	5	932040	91250	51	4	2	11	강원 동해시
1127802	113650	4	3	4	4	4	4	5	932040	91250	47	4	2	11	강원 동해시
1130205	120523	4	4	4	4	4	4	4	932040	75000	27	2	2	5	강원 동해시
1133003	116858	4	3	4	4	4	4	4	932040	175000	29	2	3	6	강원 동해시
1140802	103867	4	3	4	4	4	4	4	932040	100000	44	3	3	9	강원 동해시
1140802	103869	4	3	4	4	4	4	4	932040	50000	44	3	2	8	강원 동해시
1150501	121428	5	4	4	4	4	3	4	932040	75000	42	3	2	8	강원 동해시
1150502	121428	5	4	4	4	4	3	4	932040	75000	41	3	2	8	강원 동해시
1153702	103134	5	4	4	4	4	4	5	932040	25000	59	4	1	10	강원 동해시
1173401	105508	4	4	4	4	5	4	4	932040	102500	40	3	3	9	강원 동해시
1173402	105508	4	4	4	4	5	4	4	932040	102500	38	3	3	9	강원 동해시
1177101	103551	4	4	4	4	4	4	4	932040	48900	62	5	1	13	강원 동해시
1177101	103554	4	4	4	4	4	4	4	932040	99000	62	5	2	14	강원 동해시
1177102	103551	4	4	4	4	4	4	4	932040	48900	59	4	1	10	강원 동해시
1177102	103554	4	4	4	4	4	4	4	932040	99000	59	4	2	11	강원 동해시
1177103	103584	4	4	4	4	4	4	4	932040	60000	36	3	2	8	강원 동해시
1177104	102744	4	4	4	4	4	4	4	932040	83000	30	3	2	8	강원 동해시
1189001	115529	4	4	4	4	5	5	4	932040	37500	54	4	1	10	강원 동해시
1189002	115529	4	4	4	4	5	5	4	932040	37500	53	4	1	10	강원 동해시
1189401	301770	5	4	3	4	5	5	4	932040	270000	60	5	3	15	강원 동해시
1195901	112744	4	5	4	4	4	4	3	932040	85000	42	3	2	8	강원 동해시
1195902	112744	4	5	4	4	4	4	3	932040	85000	36	3	2	8	강원 동해시
1200901	109609	5	4	4	4	3	4	4	932040	75000	65	5	2	14	강원 동해시
1200902	109609	5	4	4	4	3	4	4	932040	75000	60	5	2	14	강원 동해시
1202502	117406	3	3	3	3	3	3	3	932040	100000	54	4	3	12	강원 동해시
1207201	119599	5	4	4	4	4	4	4	932040	66667	49	4	2	11	강원 동해시
1207202	119599	5	4	4	4	4	4	4	932040	66667	46	4	2	11	강원 동해시
1207203	119599	5	4	4	4	4	4	4	932040	66667	20	2	2	5	강원 동해시
1207204	119599	5	4	4	4	4	4	4	932040	66667	17	1	2	2	강원 동해시
1209201	114150	4	4	4	4	4	3	4	932040	30000	69	5	1	13	강원 동해시
1209602	106097	4	4	4	4	4	4	4	932040	50000	50	4	2	11	강원 동해시
1209604	106097	4	4	4	4	4	4	4	932040	50000	17	1	2	2	강원 동해시
1217002	106416	5	5	5	5	5	5	5	932040	90000	66	5	2	14	강원 동해시
1228901	115930	4	4	3	4	4	4	4	932040	83333	74	5	2	14	강원 동해시
1331401	102744	4	4	4	4	4	4	4	932040	83000	31	3	2	8	강원 동해시
1518601	114986	4	4	3	4	4	3	4	932040	80000	31	3	2	8	강원 동해시
1519101	112668	5	4	4	3	4	4	4	932040	105000	66	5	3	15	강원 동해시
1519102	112668	5	4	4	3	4	4	4	932040	105000	56	4	3	12	강원 동해시
1523901	303730	4	4	3	3	4	4	3	932040	50000	56	4	2	11	강원 동해시
1000801	110393	4	4	4	4	4	4	4	911020	25000	48	4	1	10	서울 중구
1003304	300699	5	5	4	5	5	5	5	911020	27000	34	3	1	7	서울 중구
1003304	301129	5	4	5	4	4	4	5	911020	20600	34	3	1	7	서울 중구
1003304	301943	3	3	4	2	1	3	3	911020	29000	34	3	1	7	서울 중구
1003304	302805	4	3	5	4	5	4	4	911020	91000	34	3	2	8	서울 중구
1003304	302806	5	3	3	5	5	5	5	911020	19500	34	3	1	7	서울 중구
1003304	303142	5	5	5	5	5	5	5	911020	15000	34	3	1	7	서울 중구
1007501	110896	4	2	3	3	3	3	3	911020	20000	47	4	1	10	서울 중구
1007502	110896	4	2	3	3	3	3	3	911020	20000	42	3	1	7	서울 중구
1007502	123739	3	3	3	3	3	3	3	911020	105000	42	3	3	9	서울 중구
1007902	110952	4	4	4	4	4	4	4	911020	20000	74	5	1	13	서울 중구
1008401	123623	3	3	3	3	3	3	3	911020	26750	53	4	1	10	서울 중구
1008402	123623	3	3	3	3	3	3	3	911020	26750	50	4	1	10	서울 중구
1008403	123623	3	3	3	3	3	3	3	911020	26750	24	2	1	4	서울 중구
1008404	123623	3	3	3	3	3	3	3	911020	26750	22	2	1	4	서울 중구
1018501	105396	4	4	4	4	4	4	4	911020	30000	31	3	1	7	서울 중구
1026601	109191	4	4	4	4	4	4	4	911020	33333	89	6	1	16	서울 중구
1026601	119521	4	4	4	4	4	4	4	911020	30000	89	6	1	16	서울 중구
1026603	109191	4	4	4	4	4	4	4	911020	33333	20	2	1	4	서울 중구
1026604	109191	4	4	4	4	4	4	4	911020	33333	34	3	1	7	서울 중구
1045605	302439	4	4	5	3	4	4	4	911020	83333	33	3	2	8	서울 중구
1048002	110630	4	4	4	4	4	4	4	911020	30000	71	5	1	13	서울 중구
1048003	123297	5	5	5	5	5	5	5	911020	50000	46	4	2	11	서울 중구
1052701	122617	4	4	4	4	4	3	5	911020	130000	65	5	3	15	서울 중구
1052702	122617	4	4	4	4	4	3	5	911020	130000	67	5	3	15	서울 중구
1052703	122617	4	4	4	4	4	3	5	911020	130000	36	3	3	9	서울 중구
1093303	119682	3	4	4	3	4	4	4	911020	150000	33	3	3	9	서울 중구
1126301	113125	4	4	4	5	4	4	5	911020	100000	68	5	3	15	서울 중구
1126302	113125	4	4	4	5	4	4	5	911020	100000	61	5	3	15	서울 중구
1130103	110079	3	3	4	4	4	4	3	911020	30000	27	2	1	4	서울 중구
1131402	107173	3	3	4	4	4	4	4	911020	25000	48	4	1	10	서울 중구
1131402	120515	4	4	4	4	4	4	4	911020	30000	48	4	1	10	서울 중구
1133203	302883	4	4	4	3	4	4	4	911020	40000	28	2	1	4	서울 중구
1133502	117894	5	4	5	4	4	3	4	911020	20000	50	4	1	10	서울 중구
1135003	123350	4	4	4	4	4	3	4	911020	100000	29	2	3	6	서울 중구
1140803	103870	4	4	4	4	4	4	4	911020	60000	22	2	2	5	서울 중구
1145202	114383	4	3	2	4	4	3	4	911020	100000	57	4	3	12	서울 중구
1145204	114386	4	3	3	4	4	3	4	911020	15000	31	3	1	7	서울 중구
1147402	117071	5	4	3	4	5	4	5	911020	30000	55	4	1	10	서울 중구
1152801	120611	3	2	5	4	4	4	5	911020	137500	57	4	3	12	서울 중구
1152802	120611	3	2	5	4	4	4	5	911020	137500	54	4	3	12	서울 중구
1153401	100474	5	5	4	5	5	5	4	911020	30000	63	5	1	13	서울 중구
1153402	100474	5	5	4	5	5	5	4	911020	30000	60	5	1	13	서울 중구
1154901	100523	3	4	4	4	4	4	4	911020	25000	44	3	1	7	서울 중구
1154902	100523	3	4	4	4	4	4	4	911020	25000	39	3	1	7	서울 중구
1157303	102281	4	4	4	4	4	4	5	911020	15000	29	2	1	4	서울 중구
1164001	121163	4	4	4	4	3	4	4	911020	25000	40	3	1	7	서울 중구
1164002	121163	4	4	4	4	3	4	4	911020	25000	39	3	1	7	서울 중구
1165101	120804	3	4	4	3	4	3	3	911020	52600	74	5	2	14	서울 중구
1168801	122453	4	4	4	3	3	4	5	911020	50000	49	4	2	11	서울 중구
1168802	122453	4	4	4	3	3	4	5	911020	50000	47	4	2	11	서울 중구
1169002	105759	3	4	3	3	4	4	4	911020	36667	51	4	1	10	서울 중구
1169002	105761	4	4	4	4	4	4	4	911020	39333	51	4	1	10	서울 중구
1169002	121602	4	4	4	4	4	4	4	911020	75000	51	4	2	11	서울 중구
1169002	121605	4	4	4	4	4	4	4	911020	33333	51	4	1	10	서울 중구
1169003	105759	3	4	3	3	4	4	4	911020	36667	26	2	1	4	서울 중구
1169003	105761	4	4	4	4	4	4	4	911020	39333	26	2	1	4	서울 중구
1169003	121602	4	4	4	4	4	4	4	911020	75000	26	2	2	5	서울 중구
1169003	121605	4	4	4	4	4	4	4	911020	33333	26	2	1	4	서울 중구
1169004	105759	3	4	3	3	4	4	4	911020	36667	19	1	1	1	서울 중구
1169004	105761	4	4	4	4	4	4	4	911020	39333	19	1	1	1	서울 중구
1169004	121605	4	4	4	4	4	4	4	911020	33333	19	1	1	1	서울 중구
1171303	108027	4	5	4	4	4	4	4	911020	60000	24	2	2	5	서울 중구
1181702	119657	3	3	4	3	4	4	4	911020	80000	60	5	2	14	서울 중구
1185307	118738	3	4	5	4	5	4	4	911020	115000	26	2	3	6	서울 중구
1209501	102627	4	3	3	3	3	3	4	911020	50000	47	4	2	11	서울 중구
1209502	102627	4	3	3	3	3	3	4	911020	50000	42	3	2	8	서울 중구
1209802	118975	4	3	4	4	4	4	4	911020	200000	47	4	3	12	서울 중구
1217403	119686	5	4	3	3	4	4	4	911020	26667	75	5	1	13	서울 중구
1245001	100880	4	4	4	4	5	4	4	911020	250000	67	5	3	15	서울 중구
1245001	100881	4	5	4	4	4	4	4	911020	180000	67	5	3	15	서울 중구
1310003	118738	3	4	5	4	5	4	4	911020	115000	30	3	3	9	서울 중구
1311501	302439	4	4	5	3	4	4	4	911020	83333	32	3	2	8	서울 중구
1312601	300699	5	5	4	5	5	5	5	911020	27000	33	3	1	7	서울 중구
1312601	300700	3	4	4	3	3	3	5	911020	50000	33	3	2	8	서울 중구
1312601	301129	5	4	5	4	4	4	5	911020	20600	33	3	1	7	서울 중구
1312601	301943	3	3	4	2	1	3	3	911020	29000	33	3	1	7	서울 중구
1312601	302803	5	5	4	4	4	3	4	911020	52300	33	3	2	8	서울 중구
1312601	302805	4	3	5	4	5	4	4	911020	91000	33	3	2	8	서울 중구
1312601	302806	5	3	3	5	5	5	5	911020	19500	33	3	1	7	서울 중구
1312601	303142	5	5	5	5	5	5	5	911020	15000	33	3	1	7	서울 중구
1324501	302861	3	3	4	4	3	4	4	911020	50000	34	3	2	8	서울 중구
1324501	302864	3	2	4	4	2	4	3	911020	50000	34	3	2	8	서울 중구
1503102	123012	5	5	4	5	5	5	5	911020	22500	52	4	1	10	서울 중구
1505901	302698	4	3	4	4	4	4	4	911020	75000	39	3	2	8	서울 중구
1505902	302698	4	3	4	4	4	4	4	911020	75000	32	3	2	8	서울 중구
1507302	106871	3	4	4	4	3	3	3	911020	90000	23	2	2	5	서울 중구
1514903	300341	4	4	4	5	5	5	5	911020	137500	37	3	3	9	서울 중구
1514905	300341	4	4	4	5	5	5	5	911020	137500	39	3	3	9	서울 중구
1532702	108559	4	3	4	5	5	5	4	911020	35000	51	4	1	10	서울 중구
1536903	302861	3	3	4	4	3	4	4	911020	50000	32	3	2	8	서울 중구
1536903	302864	3	2	4	4	2	4	3	911020	50000	32	3	2	8	서울 중구
1538101	105271	4	4	3	4	4	4	5	911020	150000	47	4	3	12	서울 중구
1000901	110802	3	3	3	3	3	3	3	932060	87500	39	3	2	8	강원 속초시
1000902	110802	3	3	3	3	3	3	3	932060	87500	47	4	2	11	강원 속초시
1001702	122631	4	4	4	4	4	4	4	932060	50000	67	5	2	14	강원 속초시
1002303	109055	4	4	4	4	4	4	4	932060	66667	53	4	2	11	강원 속초시
1002307	109055	4	4	4	4	4	4	4	932060	66667	44	3	2	8	강원 속초시
1003103	123221	5	4	4	4	4	4	4	932060	75000	28	2	2	5	강원 속초시
1003106	123221	5	4	4	4	4	4	4	932060	75000	28	2	2	5	강원 속초시
1003201	123253	5	4	4	4	4	4	4	932060	20000	77	5	1	13	강원 속초시
