HID, ,sex,age,sr_type,sido,ara_size,school1,school2,occ0,occ1,occ2,fac,marry,inc1_1,inc2_1,wt
10001,1000101,1,40,2,1,1,5,5,,2,8,4,2,4000,333,6201.6079506628800000
10001,1000102,2,40,2,1,1,4,1,,11,9,4,2,4000,333,5886.5473711624800000
10002,1000201,1,41,1,1,1,6,1,,4,3,3,1,4000,333,12044.6104084556000000
10002,1000202,2,73,1,1,1,2,1,,11,9,3,3,4000,333,5436.6677389321600000
10002,1000203,2,46,1,1,1,4,1,,9,5,3,2,4000,333,12405.2096703666000000
10003,1000301,2,83,1,1,1,1,1,,16,14,3,3,2500,208,4798.9520510590600000
10003,1000303,2,28,1,1,1,4,1,,16,14,3,1,2500,208,11367.6466894348000000
10004,1000401,1,63,1,1,1,3,1,,5,2,2,2,3000,250,8570.8155484935500000
10004,1000402,2,61,1,1,1,3,1,,11,9,2,2,3000,250,8135.3920043124300000
10006,1000601,1,37,2,1,1,7,1,,3,6,3,2,8000,667,14557.3298847310000000
10006,1000602,2,38,2,1,1,6,1,,11,9,3,2,8000,667,13817.7731720285000000
10007,1000701,2,56,2,1,1,4,1,,11,9,4,2,4800,400,4648.6693170833200000
10007,1000702,1,57,2,1,1,3,1,,16,14,4,2,4800,400,4897.4760210132000000
10007,1000703,1,27,2,1,1,5,2,,14,12,4,1,4800,400,6589.3524154987800000
10007,1000704,1,27,2,1,1,6,1,,14,12,4,1,4800,400,6589.3524154987800000
10008,1000801,1,48,1,1,1,5,5,,5,2,1,1,1000,83,39216.0228526645000000
10009,1000901,1,39,2,1,1,6,5,,3,6,3,2,6000,500,11959.2742430346000000
10009,1000902,2,47,2,1,1,7,1,,5,2,3,2,6000,500,14346.8328107377000000
10010,1001001,2,41,1,1,1,4,1,,3,6,2,1,2500,208,10326.7581580758000000
10010,1001002,2,75,1,1,1,2,1,,16,14,2,3,2500,208,4748.0454533292100000
10011,1001101,1,77,1,1,1,3,1,,16,14,2,2,1000,83,3473.8304653094200000
10013,1001301,2,83,1,1,1,2,1,,16,14,3,3,2800,233,5114.8490385646200000
10013,1001303,1,59,1,1,1,5,1,,16,14,3,4,2800,233,9487.0289137521100000
10017,1001701,1,68,1,1,1,8,1,,16,14,2,2,6000,500,4279.0899960700100000
10017,1001702,2,67,1,1,1,6,1,,11,9,2,2,6000,500,4061.6991863603900000
10018,1001801,1,67,2,8,2,3,1,,5,2,3,2,5500,458,7390.0915008215700000
10018,1001802,2,65,2,8,2,3,1,,11,9,3,2,5500,458,7014.6523357964700000
10018,1001803,1,34,2,8,2,6,1,,3,6,3,1,5500,458,10000.7978733005000000
10019,1001901,1,50,1,1,1,4,1,,5,2,4,2,6500,542,5737.2396226968600000
10019,1001902,2,47,1,1,1,4,1,,11,9,4,2,6500,542,5754.0362047712700000
10019,1001903,1,25,1,1,1,6,2,,14,12,4,1,6500,542,6084.6591640355000000
10019,1001904,2,23,1,1,1,6,2,,14,12,4,1,6500,542,6094.5813984591700000
10022,1002201,1,72,2,1,1,4,1,,5,2,4,2,6000,500,2079.2829657542600000
10022,1002202,2,69,2,1,1,3,1,,11,9,4,2,6000,500,2098.6535140034200000
10022,1002203,1,43,2,1,1,4,1,,3,6,4,1,6000,500,4372.5007856018200000
10022,1002204,2,46,2,1,1,5,1,,3,6,4,1,6000,500,4503.4075150454200000
10023,1002301,1,82,1,1,1,4,1,,16,14,5,2,4800,400,1692.3070754836300000
10023,1002302,2,77,1,1,1,2,1,,11,9,5,2,4800,400,1606.3327197784300000
10023,1002304,1,51,1,1,1,4,1,,3,6,5,2,4800,400,3779.8107840516800000
10023,1002305,2,36,1,1,1,4,1,,11,9,5,2,4800,400,2999.4718052812100000
10024,1002401,2,76,1,1,1,4,1,,11,9,1,3,1800,150,8143.7532989100300000
10026,1002601,2,83,1,1,1,1,99,,11,9,1,4,720,60,8363.5375345963500000
10028,1002801,1,82,1,1,1,4,1,,16,14,2,2,1200,100,3446.2707358137200000
10028,1002802,2,79,1,1,1,3,1,,11,9,2,2,1200,100,3271.1896820323900000
10031,1003101,1,55,1,1,1,6,1,,2,8,5,2,8400,700,4004.2947753828400000
10031,1003102,2,52,1,1,1,6,1,,2,8,5,2,8400,700,4821.9147304864500000
10031,1003103,2,28,1,1,1,6,1,,2,8,5,1,8400,700,5113.9066140766600000
10031,1003105,1,21,1,1,1,6,2,,14,12,5,1,8400,700,5685.2261885420100000
10031,1003106,1,28,1,1,1,6,1,,3,6,5,2,8400,700,5387.6138111400800000
10032,1003201,1,77,1,1,1,3,1,,9,5,4,2,4800,400,2108.2969252536300000
10032,1003202,2,74,1,1,1,2,1,,11,9,4,2,4800,400,2069.7645722804900000
10032,1003203,1,46,1,1,1,6,1,,16,14,4,1,4800,400,4975.4908341957300000
10032,1003204,1,40,1,1,1,4,1,,16,14,4,1,4800,400,4585.4389319805500000
10033,1003301,1,61,1,1,1,4,1,,3,6,3,2,4800,400,8906.7542828669100000
10033,1003302,2,61,1,1,1,4,1,,3,6,3,2,4800,400,8454.2640274118300000
10033,1003303,1,36,1,1,1,6,1,,3,6,3,1,4800,400,11068.4966952092000000
10035,1003501,1,35,1,1,1,6,1,,3,6,4,2,11000,917,5363.5066446597700000
10035,1003502,2,34,1,1,1,5,1,,3,6,4,2,11000,917,4057.7413824982700000
10036,1003601,1,43,2,1,1,6,1,,16,14,5,2,7500,625,4832.9694590665300000
10036,1003602,2,36,2,1,1,6,1,,11,9,5,2,7500,625,3938.4970624024700000
10037,1003701,1,44,1,1,1,4,1,,3,6,3,2,6800,567,12472.9278808129000000
10037,1003702,2,43,1,1,1,4,1,,3,6,3,2,6800,567,11839.2651408495000000
10039,1003901,1,68,1,1,1,4,1,,5,2,2,2,3600,300,4279.0899960700100000
10039,1003902,2,66,1,1,1,4,1,,11,9,2,2,3600,300,4061.6991863603900000
10040,1004001,2,50,1,1,1,6,1,,5,2,2,1,6000,500,13360.3432543654000000
10040,1004002,1,46,1,1,1,4,1,,3,6,2,1,6000,500,14872.1770274245000000
10041,1004101,1,36,2,8,2,5,1,,3,6,4,2,4000,333,6698.1139871931500000
10041,1004102,2,35,2,8,2,5,1,,3,6,4,2,4000,333,6357.8293882385700000
10042,1004202,2,75,1,1,1,2,1,,11,9,2,2,2160,180,3581.1401493879700000
10045,1004502,2,49,1,1,1,4,1,,4,3,3,3,3600,300,6169.2154439664500000
10045,1004503,2,22,1,1,1,6,2,,14,12,3,1,3600,300,6534.3324841626600000
10045,1004504,1,17,1,1,1,4,2,,13,11,3,1,3600,300,6183.1406479824000000
10046,1004601,1,55,1,1,1,4,1,,3,6,5,2,4800,400,3270.1434592292300000
10046,1004602,2,49,1,1,1,4,1,,11,9,5,2,4800,400,4160.7685357221500000
10046,1004603,1,19,1,1,1,6,2,,14,12,5,1,4800,400,4170.1602568006800000
10046,1004604,1,18,1,1,1,4,2,,13,11,5,1,4800,400,4170.1602568006800000
10047,1004701,1,80,1,1,1,1,99,,16,14,2,2,1200,100,3307.6747797699800000
10047,1004702,2,75,1,1,1,1,99,,5,2,2,2,1200,100,3139.6348228420700000
10048,1004801,1,37,1,1,1,4,5,,3,6,3,2,3000,250,12821.2783469079000000
10048,1004802,2,34,1,1,1,4,1,,11,9,3,2,3000,250,9699.8913530902500000
10049,1004901,1,40,1,1,1,4,1,,5,2,4,2,6000,500,6210.6399622531900000
10049,1004902,2,36,1,1,1,4,1,,11,9,4,2,6000,500,5061.1921830141300000
10051,1005101,1,67,1,1,1,6,1,,16,14,5,2,8000,667,2188.7595381296300000
10051,1005102,2,67,1,1,1,4,1,,11,9,5,2,8000,667,2077.5638846868100000
10051,1005103,2,38,1,1,1,6,1,,3,6,5,2,8000,667,3527.4430887840400000
10051,1005104,1,37,1,1,1,6,1,,3,6,5,1,8000,667,3716.2393718397700000
10051,1005105,1,37,1,1,1,6,1,,3,6,5,2,8000,667,3716.2393718397700000
10052,1005201,1,80,1,1,1,4,5,,16,14,3,2,2400,200,4247.8796049176200000
10052,1005202,2,71,1,1,1,4,5,,11,9,3,2,2400,200,4170.2431039278900000
10052,1005203,2,44,1,1,1,8,1,,3,6,3,1,2400,200,8769.5573658781800000
10053,1005301,1,79,1,1,1,6,1,,3,6,2,2,4500,375,1581.4139876940400000
10053,1005302,2,70,1,1,1,6,1,,11,9,2,2,4500,375,1552.5112267780600000
10055,1005501,1,45,1,1,1,6,1,,3,6,3,2,4000,333,12223.1992362679000000
10055,1005502,2,46,1,1,1,6,1,,11,9,3,2,4000,333,11602.2234723427000000
10055,1005503,2,71,1,1,1,2,1,,5,2,3,3,4000,333,5084.7535614529500000
10056,1005602,2,50,1,1,1,4,1,,11,9,8,2,3600,300,3832.3085942121100000
10056,1005603,2,28,1,1,1,6,1,,3,6,8,1,3600,300,4064.3747064243600000
10056,1005604,2,23,1,1,1,6,2,,14,12,8,1,3600,300,4288.8912106567300000
10056,1005605,2,22,1,1,1,6,2,,14,12,8,1,3600,300,4288.8912106567300000
10056,1005606,1,16,1,1,1,4,2,,13,11,8,1,3600,300,4058.3820372869100000
10056,1005608,1,54,1,1,1,4,1,,8,4,8,2,3600,300,4037.4219298206600000
10058,1005801,1,59,1,1,1,4,1,,9,5,2,1,2400,200,8873.7846845141000000
10058,1005802,2,86,1,1,1,2,1,,11,9,2,3,2400,200,4784.2237516767000000
10061,1006102,2,78,1,1,1,2,1,,11,9,2,2,3000,250,3271.1896820323900000
10061,1006103,1,52,1,1,1,4,1,,7,4,2,4,3000,250,7697.3331144808500000
10062,1006201,1,60,2,1,1,6,1,,1,7,5,2,12000,1000,3326.2378366879900000
10062,1006202,2,57,2,1,1,4,1,,16,14,5,2,12000,1000,3699.3316185447600000
10062,1006203,2,25,2,1,1,5,1,,1,7,5,1,12000,1000,4977.2984353164700000
10062,1006204,2,24,2,1,1,6,2,,14,12,5,1,12000,1000,5252.2449463879400000
10062,1006205,1,23,2,1,1,4,1,,15,13,5,1,12000,1000,5533.3563062648000000
10063,1006301,2,69,1,1,1,4,1,,16,14,2,4,560,47,5224.5492784515300000
10064,1006401,1,70,1,1,1,4,1,,5,2,5,2,7200,600,2042.3064830285300000
10064,1006402,2,68,1,1,1,3,1,,5,2,5,2,7200,600,2061.3325592868500000
10064,1006403,2,38,1,1,1,4,1,,9,5,5,1,7200,600,3499.8843325764000000
10064,1006404,1,35,1,1,1,7,1,,2,8,5,1,7200,600,3687.2056121787400000
10064,1006405,2,33,1,1,1,4,1,,3,6,5,1,7200,600,2789.5419525981800000
10065,1006501,2,84,1,1,1,2,1,,16,14,1,4,600,50,8363.5375345963500000
10066,1006601,2,71,1,1,1,3,1,,16,14,1,4,1640,137,10314.6990733871000000
10067,1006701,2,75,1,1,1,2,1,,11,9,1,2,600,50,3236.2090398440300000
10068,1006801,2,58,1,1,1,5,1,,9,5,2,4,6000,500,8739.5091687279500000
10068,1006802,2,75,1,1,1,2,1,,11,9,2,3,6000,500,4964.0174897155100000
10071,1007101,2,72,1,1,1,3,1,,11,9,2,3,1200,100,4419.6307379735500000
10071,1007103,1,44,1,1,1,5,1,,16,14,2,1,1200,100,9791.4260985502400000
10072,1007201,1,76,1,8,2,6,1,,3,6,3,2,1960,163,4479.9377303747700000
10072,1007202,2,72,1,8,2,3,1,,11,9,3,2,1960,163,4398.0600119866200000
10074,1007401,1,90,2,1,1,6,1,,16,14,2,2,2160,180,3486.7070889069500000
10074,1007402,2,84,2,1,1,4,1,,11,9,2,2,2160,180,3309.5717451834300000
10075,1007501,1,47,2,1,1,4,1,,3,6,4,2,6800,567,5748.7668141889000000
10075,1007502,2,42,2,1,1,4,1,,11,9,4,2,6800,567,5028.9348776341400000
10076,1007601,1,65,2,1,1,4,5,,16,14,3,2,3000,250,6511.3349981321700000
10076,1007602,2,62,2,1,1,3,1,,9,5,3,2,3000,250,8444.2840792219400000
10076,1007603,1,37,2,1,1,5,1,,16,14,3,2,3000,250,11055.4307413663000000
10077,1007701,1,74,2,1,1,4,1,,16,14,2,2,1800,150,4300.1342709770800000
10077,1007702,2,74,2,1,1,3,1,,16,14,2,2,1800,150,4081.6743479826300000
10078,1007801,1,71,2,1,1,4,1,,16,14,2,2,4200,350,5078.6427978316600000
10078,1007802,2,64,2,1,1,4,1,,11,9,2,2,4200,350,7003.4377917644400000
10079,1007901,1,80,2,1,1,4,1,,16,14,2,2,700,58,3768.0221589600700000
10079,1007902,2,74,2,1,1,6,1,,16,14,2,2,700,58,3699.1557871978400000
10080,1008001,1,71,2,1,1,4,1,,16,14,1,2,1530,128,3992.3200801881500000
10081,1008101,1,78,2,1,1,6,1,,2,8,2,2,2640,220,3395.0803999099200000
10081,1008102,2,76,2,1,1,3,1,,11,9,2,2,2640,220,3222.5999711637300000
10082,1008201,1,61,2,1,1,3,1,,4,3,4,2,3000,250,3960.8247304632000000
10082,1008202,2,57,2,1,1,3,1,,9,5,4,2,3000,250,4405.0981560315200000
10083,1008301,2,71,2,1,1,4,1,,11,9,2,2,3000,250,5623.7893957629400000
10083,1008302,1,38,2,1,1,6,1,,16,14,2,1,3000,250,10696.6836819114000000
10084,1008401,1,53,2,1,1,6,1,,3,6,4,2,8000,667,5741.7884950666800000
10084,1008402,2,50,2,1,1,6,1,,2,8,4,2,8000,667,5450.0881449290800000
10084,1008403,1,24,2,1,1,6,2,,14,12,4,1,8000,667,6425.8672297772700000
10084,1008404,1,22,2,1,1,6,2,,14,12,4,1,8000,667,6425.8672297772700000
10085,1008501,1,52,2,1,1,6,1,,1,7,4,2,12000,1000,5184.0836694367800000
10085,1008502,2,46,2,1,1,6,1,,11,9,4,2,12000,1000,5199.2608090650200000
10085,1008503,2,21,2,1,1,6,2,,14,12,4,1,12000,1000,5506.9723381980400000
10085,1008504,2,19,2,1,1,6,2,,14,12,4,1,12000,1000,4946.2621176767000000
10086,1008601,1,61,2,1,1,4,1,,5,2,4,2,5000,417,3919.4376780960100000
10086,1008602,2,55,2,1,1,4,1,,11,9,4,2,5000,417,4359.0688463617200000
10086,1008603,2,31,2,1,1,4,1,,4,3,4,1,5000,417,3684.9234710072700000
10086,1008604,1,29,2,1,1,4,1,,5,2,4,1,5000,417,6178.8522419832600000
10088,1008801,1,43,1,1,1,4,1,,3,6,4,2,4800,400,5695.3585478203900000
10088,1008802,2,36,1,1,1,5,1,,3,6,4,2,4800,400,4641.2776037388500000
10089,1008901,1,41,2,8,2,7,1,,3,6,5,2,9000,750,7866.1280762544900000
10089,1008902,2,37,2,8,2,6,1,,3,6,5,2,9000,750,6410.2872122832900000
10092,1009201,1,35,1,4,1,6,1,,2,8,1,1,5000,417,38218.5615090473000000
10096,1009601,1,78,1,1,1,6,1,,16,14,1,4,1000,83,8963.7678037517900000
10099,1009901,1,73,1,1,1,4,1,,16,14,2,2,4200,350,5085.0965379146700000
10099,1009902,2,65,1,1,1,3,1,,11,9,2,2,4200,350,5132.4691704334900000
10100,1010001,1,32,1,1,1,7,1,,3,6,1,1,6000,500,28585.0741835106000000
10101,1010101,1,46,1,10,1,7,1,,5,2,4,2,6000,500,9180.1439761447800000
10101,1010102,2,42,1,10,1,6,1,,11,9,4,2,6000,500,8030.6520886168800000
10102,1010201,1,46,2,1,1,7,1,,3,6,4,2,7500,625,5748.7668141889000000
10102,1010202,2,42,2,1,1,6,1,,11,9,4,2,7500,625,5028.9348776341400000
10103,1010301,1,48,2,1,1,6,1,,3,6,7,2,7500,625,3420.5420724330400000
10103,1010302,2,45,2,1,1,6,1,,16,14,7,2,7500,625,3246.7681131438100000
10103,1010303,1,68,2,1,1,4,1,,16,14,7,2,7500,625,1594.0224410350200000
10103,1010304,2,68,2,1,1,4,1,,16,14,7,2,7500,625,1513.0412442221100000
10105,1010501,1,46,2,1,1,5,1,,3,6,4,2,5400,450,5347.2853904341900000
10105,1010502,2,42,2,1,1,5,1,,11,9,4,2,5400,450,4677.7249573328100000
10105,1010503,1,16,2,1,1,4,2,,13,11,4,1,5400,450,5087.0837471734800000
10107,1010701,1,71,2,1,1,4,1,,16,14,2,2,1800,150,4162.6951943387400000
10107,1010702,2,70,2,1,1,3,1,,16,14,2,2,1800,150,3951.2175951990400000
10108,1010801,1,76,2,1,1,4,1,,9,5,3,2,5400,450,4242.7124653292800000
10108,1010802,2,68,2,1,1,3,1,,11,9,3,2,5400,450,4428.9786345395600000
10108,1010803,1,45,2,1,1,4,1,,5,2,3,1,5400,450,10012.6204855297000000
10109,1010901,1,73,2,1,1,6,1,,16,14,3,2,4800,400,4720.8345530263900000
10109,1010902,2,68,2,1,1,3,1,,11,9,3,2,4800,400,4764.8137299791200000
10109,1010903,1,47,2,1,1,6,1,,3,6,3,1,4800,400,10771.8450458233000000
10110,1011001,2,80,2,1,1,3,1,,11,9,1,3,1000,83,3023.0256903145600000
10111,1011101,1,70,1,1,1,4,1,,3,6,2,2,2400,200,4332.1243472732500000
10111,1011102,2,64,1,1,1,4,1,,11,9,2,2,2400,200,5973.9904104439100000
10112,1011201,1,66,1,1,1,4,1,,5,2,2,2,2500,208,4992.7013880621100000
10112,1011202,2,60,1,1,1,3,1,,11,9,2,2,2500,208,6474.8302545662400000
10113,1011301,1,53,1,1,1,3,1,,5,2,4,2,8400,700,5774.8582626686900000
10113,1011302,2,49,1,1,1,4,1,,11,9,4,2,8400,700,5791.7649786429100000
10113,1011303,2,27,1,1,1,5,1,,14,12,4,1,8400,700,5813.4097114340800000
10113,1011304,2,25,1,1,1,6,2,,14,12,4,1,8400,700,5813.4097114340800000
10114,1011401,1,73,2,1,1,4,1,,1,7,2,2,12000,1000,4162.6951943387400000
10114,1011402,2,70,2,1,1,4,1,,11,9,2,2,12000,1000,3951.2175951990400000
10115,1011501,1,73,1,1,1,4,1,,16,14,4,2,1800,150,2085.8562668349300000
10115,1011502,2,73,1,1,1,4,1,,16,14,4,2,1800,150,1979.8884131086500000
10115,1011503,2,44,1,1,1,4,1,,3,6,4,1,1800,150,4163.4850976529700000
10115,1011504,1,42,1,1,1,4,1,,3,6,4,1,1800,150,4386.3237065859300000
10117,1011701,2,53,1,1,1,4,1,,3,6,1,1,1800,150,32484.5130861923000000
10118,1011801,1,41,1,1,1,5,1,,3,6,4,2,5000,417,5695.3585478203900000
10118,1011802,2,38,1,1,1,5,1,,11,9,4,2,5000,417,4641.2776037388500000
10119,1011901,1,50,1,1,1,4,1,,2,8,4,2,8000,667,5068.1813157476400000
10119,1011902,2,45,1,1,1,4,1,,3,6,4,2,8000,667,5083.0191348098300000
10119,1011903,1,19,1,1,1,6,2,,14,12,4,1,8000,667,5094.4925675521400000
10120,1012001,1,76,1,1,1,3,1,,5,2,1,2,1200,100,3246.6733700627500000
10122,1012201,1,44,2,1,1,6,1,,3,6,7,2,5500,458,4167.6564724380700000
10122,1012202,2,34,2,1,1,4,1,,11,9,7,2,5500,458,2706.9958811063300000
10124,1012401,1,51,1,1,1,4,1,,9,5,3,2,5000,417,12465.2844337307000000
10124,1012402,1,21,1,1,1,6,2,,14,12,3,1,5000,417,13950.4028790654000000
10124,1012403,2,18,1,1,1,4,2,,13,11,3,1,5000,417,11893.4353903524000000
10127,1012701,1,46,1,1,1,5,1,,3,6,3,2,5000,417,13803.5718068800000000
10127,1012702,2,44,1,1,1,6,1,,11,9,3,2,5000,417,12075.1573231694000000
10128,1012801,1,69,1,1,1,3,1,,4,3,2,2,2300,192,4279.0899960700100000
10128,1012802,2,67,1,1,1,3,1,,11,9,2,2,2300,192,4061.6991863603900000
10129,1012901,1,65,1,1,1,5,1,,16,14,2,2,4000,333,6713.6526151819800000
10129,1012902,2,60,1,1,1,4,1,,11,9,2,2,4000,333,8706.6615230318400000
10130,1013001,1,68,1,1,1,4,1,,5,2,3,2,6000,500,5891.9244096983500000
10130,1013002,2,65,1,1,1,4,1,,11,9,3,2,6000,500,5592.5966976501100000
10130,1013003,1,35,1,1,1,6,1,,3,6,3,1,6000,500,10003.7491948227000000
10132,1013201,1,53,2,1,1,5,1,,5,2,4,2,6600,550,5716.8126412729400000
10132,1013202,2,52,2,1,1,4,1,,5,2,4,2,6600,550,5426.3811406067000000
10132,1013203,2,27,2,1,1,5,2,,14,12,4,1,6600,550,5754.9765925972600000
10132,1013204,2,24,2,1,1,6,2,,14,12,4,1,6600,550,6072.8821303093100000
10133,1013301,1,52,2,1,1,5,1,,3,6,4,2,7000,583,5256.1571385951200000
10133,1013302,2,51,2,1,1,5,1,,11,9,4,2,7000,583,4989.1283410307800000
10133,1013303,1,23,2,1,1,6,2,,14,12,4,1,7000,583,5882.3775798216700000
10133,1013304,1,18,2,1,1,4,2,,13,11,4,1,7000,583,5283.4442590396600000
10136,1013601,1,53,2,1,1,6,1,,2,8,4,2,10000,833,5305.8044971584000000
10136,1013602,2,49,2,1,1,6,1,,2,8,4,2,10000,833,5321.3379917600200000
10136,1013603,1,23,2,1,1,6,2,,14,12,4,1,10000,833,5937.9399424393300000
10136,1013604,1,20,2,1,1,6,2,,14,12,4,1,10000,833,5937.9399424393300000
10137,1013701,1,63,2,1,1,6,1,,3,6,4,2,7500,625,3947.6505823385500000
10137,1013702,2,58,2,1,1,4,1,,11,9,4,2,7500,625,4390.4463045711800000
10137,1013703,1,29,2,1,1,6,2,,14,12,4,1,7500,625,6223.3288687213500000
10137,1013704,1,25,2,1,1,6,2,,14,12,4,1,7500,625,6223.3288687213500000
10138,1013801,1,57,2,1,1,6,1,,3,6,4,2,10000,833,4693.8627208296500000
10138,1013802,2,54,2,1,1,6,1,,11,9,4,2,10000,833,5652.2826280404900000
10138,1013803,1,27,2,1,1,6,2,,14,12,4,1,10000,833,6315.3991004370000000
10138,1013804,1,24,2,1,1,6,2,,14,12,4,1,10000,833,6664.2624389036000000
10139,1013901,1,50,2,8,2,7,1,,3,6,4,2,13000,1083,6102.3479535922500000
10139,1013902,2,48,2,8,2,5,1,,11,9,4,2,13000,1083,6120.2134420483400000
10139,1013903,1,20,2,8,2,6,2,,14,12,4,1,13000,1083,6829.3838711367300000
10139,1013904,2,18,2,8,2,4,2,,13,11,4,1,13000,1083,5822.4007242951200000
10140,1014001,1,52,2,1,1,6,1,,3,6,3,2,7500,625,13528.3020474838000000
10140,1014002,2,49,2,1,1,7,1,,11,9,3,2,7500,625,13567.9080689526000000
10140,1014003,1,22,2,1,1,6,2,,14,12,3,1,7500,625,15140.0687914830000000
10141,1014101,1,89,2,1,1,5,1,,16,14,2,2,6000,500,3486.7070889069500000
10141,1014102,2,85,2,1,1,3,1,,16,14,2,2,6000,500,3309.5717451834300000
10142,1014201,1,54,2,1,1,4,1,,5,2,5,2,8400,700,4164.9937495937900000
10142,1014202,2,50,2,1,1,4,1,,11,9,5,2,8400,700,3953.3993768436900000
10142,1014203,2,76,2,1,1,3,1,,11,9,5,3,8400,700,1770.0266282836500000
10142,1014204,2,26,2,1,1,6,2,,14,12,5,1,8400,700,4192.7981624195800000
10142,1014205,1,20,2,1,1,6,2,,14,12,5,1,8400,700,4661.2125944271800000
10143,1014301,1,65,2,1,1,5,1,,16,14,2,2,3600,300,6265.1886819312100000
10143,1014302,2,65,2,1,1,4,1,,11,9,2,2,3600,300,5946.8980075589900000
10144,1014401,1,65,2,1,1,4,1,,5,2,4,2,7200,600,2846.8125451372900000
10144,1014402,2,61,2,1,1,4,1,,11,9,4,2,7200,600,3691.9147699093900000
10144,1014403,1,35,2,1,1,5,1,,3,6,4,1,7200,600,4833.5309019496400000
10144,1014404,1,32,2,1,1,5,1,,3,6,4,1,7200,600,3852.5093828579800000
10145,1014501,1,47,2,1,1,6,1,,1,7,4,2,7200,600,4149.7427110089500000
10145,1014502,2,47,2,1,1,6,1,,11,9,4,2,7200,600,3938.9231374871700000
10145,1014505,1,19,2,1,1,6,2,,14,12,4,1,7200,600,3947.8141073018600000
10146,1014601,1,57,2,1,1,6,1,,3,6,4,2,10000,833,4840.9848975366500000
10146,1014602,2,56,2,1,1,6,1,,11,9,4,2,10000,833,4595.0481148015300000
10146,1014603,2,29,2,1,1,6,1,,3,6,4,1,10000,833,6182.4481150469200000
10146,1014604,1,27,2,1,1,6,2,,14,12,4,1,10000,833,6513.3459339280100000
10147,1014701,1,65,2,1,1,4,1,,5,2,4,2,10000,833,2829.0980796092500000
10147,1014702,2,61,2,1,1,4,1,,11,9,4,2,10000,833,3668.9416039959100000
10147,1014703,1,32,2,1,1,6,1,,2,8,4,1,10000,833,3828.5369071234400000
10147,1014704,2,30,2,1,1,6,1,,3,6,4,1,10000,833,3634.0355671172500000
10148,1014801,1,46,2,1,1,6,1,,5,2,5,2,10000,833,4476.0180662491600000
10148,1014802,2,45,2,1,1,6,1,,11,9,5,2,10000,833,4248.6227105566200000
10148,1014803,2,17,2,1,1,4,2,,13,11,5,1,10000,833,4041.8825554754500000
10149,1014901,1,50,2,1,1,6,1,,5,2,4,2,15000,1250,4864.7326298970000000
10149,1014902,2,47,2,1,1,6,1,,11,9,4,2,15000,1250,4878.9748240987000000
10149,1014903,1,20,2,1,1,6,2,,14,12,4,1,15000,1250,5444.3186151739800000
10149,1014904,2,18,2,1,1,4,2,,13,11,4,1,15000,1250,4641.5614126265600000
10151,1015101,1,62,2,1,1,4,1,,3,6,4,2,9000,750,3842.3296334403100000
10151,1015102,2,61,2,1,1,4,1,,11,9,4,2,9000,750,3647.1275809123300000
10151,1015103,2,35,2,1,1,6,1,,3,6,4,1,9000,750,4532.3153973145100000
10151,1015104,1,33,2,1,1,5,2,,14,12,4,1,9000,750,3805.7739957766500000
10153,1015301,1,47,2,1,1,6,1,,9,5,5,2,6600,550,4271.3293994051900000
10153,1015302,2,43,2,1,1,5,1,,11,9,5,2,6600,550,3736.4948144210900000
10153,1015303,2,18,2,1,1,4,2,,13,11,5,1,6600,550,3857.0469405214900000
10153,1015304,2,16,2,1,1,4,2,,13,11,5,1,6600,550,3857.0469405214900000
10154,1015401,1,85,2,1,1,4,1,,16,14,2,2,1500,125,3814.8386672641800000
10154,1015402,2,71,2,1,1,4,1,,11,9,2,2,1500,125,3745.1166521619000000
10156,1015601,1,53,2,1,1,6,1,,3,6,4,2,6800,567,5305.8044971584000000
10156,1015602,2,49,2,1,1,5,1,,2,8,4,2,6800,567,5321.3379917600200000
10156,1015603,1,23,2,1,1,6,2,,14,12,4,1,6800,567,5937.9399424393300000
10156,1015604,1,19,2,1,1,6,2,,14,12,4,1,6800,567,5333.3493597931300000
10157,1015701,1,43,2,1,1,5,1,,6,1,5,2,4000,333,4129.3308488670000000
10157,1015702,2,43,2,1,1,6,1,,16,14,5,2,4000,333,3919.5482601347000000
10157,1015703,1,16,2,1,1,4,2,,13,11,5,1,4000,333,4262.5572115215500000
10158,1015801,1,45,2,1,1,6,1,,3,6,3,2,4500,375,13517.9381883683000000
10158,1015802,2,42,2,1,1,6,1,,11,9,3,2,4500,375,11825.2893231641000000
10159,1015901,1,75,2,1,1,3,1,,16,14,3,2,4800,400,4887.0171379117600000
10159,1015902,2,60,2,1,1,4,1,,11,9,3,2,4800,400,6970.1208377710100000
10159,1015903,1,20,2,1,1,6,2,,14,12,3,1,4800,400,12215.7267287721000000
10160,1016001,1,64,2,1,1,4,1,,16,14,3,2,3600,300,8896.2401865487900000
10160,1016002,2,62,2,1,1,3,5,,11,9,3,2,3600,300,8444.2840792219400000
10160,1016003,1,36,2,1,1,5,1,,3,6,3,1,3600,300,11055.4307413663000000
10161,1016101,2,81,2,1,1,2,1,,11,9,1,3,1200,100,3104.6113384081500000
10162,1016202,2,47,1,1,1,4,1,,11,9,7,2,5000,417,3891.5216367749400000
10162,1016203,1,49,1,1,1,4,1,,3,6,7,2,5000,417,4099.8041808052500000
10162,1016204,2,18,1,1,1,4,2,,13,11,7,1,5000,417,3702.1582026696800000
10164,1016401,1,42,2,1,1,6,1,,3,6,4,2,3600,300,5687.0758998601900000
