HID, ,sex,age,sr_type,sido,ara_size,school1,school2,occ0,occ1,occ2,fac,marry,inc1_1,inc2_1,wt
11015,1101501,2,33,1,4,1,4,1,,11,9,3,2,3600,300,10185.9624231339000000
11015,1101502,1,41,1,4,1,6,1,,3,6,3,2,3600,300,15682.1783575951000000
11016,1101601,1,72,1,4,1,4,1,,16,14,1,4,1200,100,4652.1035102248200000
11017,1101701,1,67,1,4,1,4,1,,8,4,3,2,4000,333,5898.3330551642900000
11017,1101702,2,67,1,4,1,4,1,,8,4,3,2,4000,333,5598.6797643999500000
11017,1101703,2,40,1,4,1,5,1,,16,14,3,2,4000,333,11072.1284651561000000
11019,1101901,1,38,1,4,1,5,1,,3,6,4,2,3000,250,5445.5204230278200000
11019,1101902,2,38,1,4,1,4,1,,16,14,4,2,3000,250,5168.8713936455300000
11019,1101903,1,16,1,4,1,4,2,,13,11,4,1,3000,250,6547.4138373360900000
11020,1102001,2,36,1,4,1,5,1,,16,14,2,2,3600,300,13379.7029202841000000
11020,1102002,1,42,1,4,1,5,1,,3,6,2,2,3600,300,16418.3683675701000000
11021,1102101,2,58,1,4,1,4,1,,2,8,2,1,3000,250,11597.1672888882000000
11021,1102102,1,63,1,4,1,4,1,,3,6,2,1,3000,250,10427.5422190657000000
11025,1102501,1,50,1,4,1,4,1,,3,6,6,2,4000,333,4175.2379318293400000
11025,1102502,2,46,1,4,1,4,1,,3,6,6,2,4000,333,4187.4615325875800000
11025,1102503,2,21,1,4,1,6,2,,14,12,6,1,4000,333,4435.2910296444800000
11025,1102504,2,20,1,4,1,6,2,,14,12,6,1,4000,333,4435.2910296444800000
11025,1102505,2,18,1,4,1,4,2,,13,11,6,1,4000,333,3983.6975117220600000
11026,1102601,1,62,2,4,1,4,1,,8,4,2,2,3500,292,9734.6458434330800000
11026,1102602,2,63,2,4,1,4,1,,16,14,2,2,3500,292,9240.0961742081300000
11027,1102701,1,51,1,4,1,4,1,,3,6,4,2,8400,700,6687.7500887884300000
11027,1102702,2,47,1,4,1,4,1,,3,6,4,2,8400,700,6707.3294249582300000
11027,1102703,2,28,1,4,1,5,1,,3,6,4,1,8400,700,6732.3957654746200000
11027,1102704,1,21,1,4,1,6,2,,14,12,4,1,8400,700,7484.5310260747500000
11028,1102801,1,52,1,4,1,4,1,,5,2,5,2,4000,333,4594.4909219833000000
11028,1102802,2,46,1,4,1,4,1,,3,6,5,2,4000,333,4607.9419452865600000
11028,1102804,2,21,1,4,1,6,2,,14,12,5,1,4000,333,4880.6570319519800000
11028,1102805,2,19,1,4,1,6,2,,14,12,5,1,4000,333,4383.7171323827200000
11030,1103001,1,82,1,4,1,1,99,,16,14,2,2,1200,100,3917.7437213715000000
11030,1103002,2,79,1,4,1,1,99,,16,14,2,2,1200,100,3718.7104033983000000
11031,1103101,1,42,2,4,1,4,1,,5,2,4,2,4000,333,6517.9460016377900000
11031,1103102,2,39,2,4,1,5,1,,11,9,4,2,4000,333,5311.6228848064300000
11032,1103201,1,79,1,4,1,2,1,,9,5,4,2,2400,200,2150.7687639644500000
11032,1103202,2,72,1,4,1,2,1,,11,9,4,2,2400,200,2111.4601731374100000
11032,1103203,1,22,1,4,1,6,2,,14,12,4,1,2400,200,5376.1226400354500000
11032,1103204,2,19,1,4,1,6,2,,14,12,4,1,2400,200,4583.4208391088300000
11034,1103401,1,75,1,4,1,3,1,,16,14,2,2,720,60,4732.4642681865500000
11034,1103402,2,71,1,4,1,2,1,,11,9,2,2,720,60,4645.9712408381300000
11035,1103501,1,43,2,8,2,6,1,,3,6,5,2,4000,333,5436.6934494480000000
11035,1103502,2,38,2,8,2,4,1,,11,9,5,2,4000,333,4430.4855143796800000
11035,1103503,2,65,2,8,2,3,1,,16,14,5,3,4000,333,2609.4302486610100000
11035,1103504,1,16,2,8,2,4,2,,13,11,5,1,4000,333,5612.0998093759000000
11037,1103701,1,51,1,4,1,6,1,,1,7,4,2,6000,500,5715.5404621684300000
11037,1103702,2,50,1,4,1,6,1,,11,9,4,2,6000,500,5425.1735920768900000
11037,1103703,2,18,1,4,1,4,2,,13,11,4,1,6000,500,5453.3381543865900000
11037,1103704,2,15,1,4,1,3,2,,12,10,4,1,6000,500,5453.3381543865900000
11038,1103801,1,38,2,4,1,4,1,,5,3,5,2,3600,300,4752.5208976265000000
11038,1103802,2,39,2,4,1,4,1,,11,9,5,2,3600,300,4511.0783556267300000
11038,1103803,2,64,2,4,1,3,1,,16,14,5,3,3600,300,3630.0382581961000000
11039,1103901,1,44,1,4,1,4,1,,4,3,7,2,6000,500,3945.1067837358700000
11039,1103902,2,42,1,4,1,4,1,,3,6,7,2,6000,500,3744.6833388223700000
11039,1103903,1,19,1,4,1,6,2,,14,12,7,1,6000,500,4072.3894467913400000
11039,1103904,2,17,1,4,1,4,2,,13,11,7,1,6000,500,3865.4996547785700000
11039,1103905,1,19,1,4,1,6,2,,14,12,7,1,6000,500,4072.3894467913400000
11039,1103906,2,22,1,4,1,5,2,,14,12,7,1,6000,500,4303.6942171148900000
11040,1104001,1,45,1,4,1,4,1,,5,2,5,2,5000,417,5219.9747705931900000
11040,1104002,2,43,1,4,1,4,1,,11,9,5,2,5000,417,4566.3555389679100000
11040,1104003,1,19,1,4,1,6,2,,14,12,5,1,5000,417,4965.9681272377400000
11040,1104005,1,42,1,4,1,4,1,,5,2,5,1,5000,417,4810.7566338032300000
11041,1104101,2,54,1,4,1,4,1,,9,5,5,2,4000,333,6691.5002402529500000
11041,1104102,1,54,1,4,1,4,1,,1,7,5,2,4000,333,7049.6436153915200000
11041,1104106,1,22,1,4,1,6,2,,14,12,5,1,4000,333,7889.5406768595800000
11042,1104201,1,48,1,4,1,5,1,,3,6,6,2,3600,300,11972.5823324836000000
11042,1104202,2,46,1,4,1,4,1,,11,9,6,2,3600,300,11364.3386708723000000
11042,1104203,1,16,1,4,1,4,2,,13,11,6,1,3600,300,11389.9903499125000000
11042,1104204,1,16,1,4,1,4,2,,13,11,6,1,3600,300,11389.9903499125000000
11042,1104205,1,77,1,4,1,2,1,,16,14,6,2,3600,300,5073.2197807377400000
11042,1104206,2,76,1,4,1,2,1,,16,14,6,2,3600,300,4815.4847583422600000
11043,1104301,1,61,1,4,1,3,1,,8,4,3,2,5500,458,10308.2875398616000000
11043,1104302,2,62,1,4,1,3,1,,11,9,3,2,5500,458,9784.5951246359000000
11043,1104303,1,30,1,4,1,4,1,,8,4,3,1,5500,458,10210.2152607525000000
11044,1104401,1,49,1,4,1,4,1,,9,5,5,2,4800,400,4863.7666873452300000
11044,1104402,2,44,1,4,1,4,1,,11,9,5,2,4800,400,4254.7500570549000000
11044,1104403,2,20,1,4,1,6,2,,14,12,5,1,4800,400,4889.9043147330300000
11044,1104404,2,17,1,4,1,4,2,,13,11,5,1,4800,400,4392.0228731241600000
11045,1104501,2,82,1,4,1,2,1,,11,9,1,3,500,42,8912.5961712525500000
11046,1104601,2,89,1,4,1,2,5,,11,9,2,3,2400,200,8356.8256384747100000
11046,1104602,1,51,1,4,1,3,1,,9,5,2,1,2400,200,19664.1824447822000000
11047,1104701,2,74,1,4,1,2,5,,11,9,1,3,480,40,10991.8496914511000000
11048,1104801,2,92,1,4,1,2,5,,11,9,1,3,500,42,8912.5961712525500000
11050,1105001,2,54,1,4,1,4,5,,11,9,3,4,2400,200,15166.2233601767000000
11050,1105002,2,30,1,4,1,5,5,,3,6,3,4,2400,200,10105.9010620225000000
11051,1105101,1,64,1,4,1,3,1,,3,6,3,2,5000,417,10630.9423276499000000
11051,1105102,2,60,1,4,1,3,1,,11,9,3,2,5000,417,10090.8580661114000000
11051,1105103,1,38,1,4,1,6,1,,5,2,3,1,5000,417,13211.1593385820000000
11052,1105201,1,58,2,8,3,7,1,,1,7,4,2,12000,1000,5288.7925002466400000
11052,1105202,2,57,2,8,3,6,1,,2,8,4,2,12000,1000,5020.1057268741000000
11052,1105203,1,22,2,8,3,6,2,,14,12,4,1,12000,1000,7508.9331117717300000
11052,1105204,2,20,2,8,3,6,2,,14,12,4,1,12000,1000,7127.4564308132500000
11053,1105301,1,53,1,4,1,6,1,,3,6,5,2,6000,500,5601.4334731503200000
11053,1105302,2,55,1,4,1,4,1,,11,9,5,2,6000,500,4191.0068205624100000
11053,1105303,1,26,1,4,1,6,2,,14,12,5,1,6000,500,5940.6292495271900000
11053,1105304,2,23,1,4,1,6,2,,14,12,5,1,6000,500,5950.3166148255300000
11054,1105401,1,83,1,4,1,2,5,,16,14,1,3,960,80,3772.0966986791700000
11055,1105501,1,64,1,4,1,4,1,,9,5,4,2,6000,500,4446.0320388291700000
11055,1105502,2,63,1,4,1,3,1,,11,9,4,2,6000,500,4220.1600646936300000
11055,1105503,1,38,1,4,1,5,1,,16,14,4,1,6000,500,5525.1205282756500000
11055,1105504,1,36,1,4,1,6,1,,5,2,4,1,6000,500,5525.1205282756500000
11056,1105601,1,52,1,4,1,4,1,,4,3,4,2,6000,500,6815.5746299988900000
11056,1105602,2,51,1,4,1,4,1,,11,9,4,2,6000,500,6469.3226725003300000
11056,1105603,2,27,1,4,1,5,2,,14,12,4,1,6000,500,6861.0736300096200000
11056,1105604,1,26,1,4,1,6,2,,14,12,4,1,6000,500,7228.2929349039300000
11057,1105701,1,59,1,4,1,4,1,,5,2,4,2,6000,500,5292.5146085333500000
11057,1105702,2,55,1,4,1,4,1,,5,2,4,2,6000,500,5023.6387407190000000
11057,1105703,1,32,1,4,1,6,2,,14,12,4,1,6000,500,4474.0085529759600000
11057,1105704,2,24,1,4,1,6,2,,14,12,4,1,6000,500,7132.4725407557500000
11058,1105801,1,74,1,4,1,3,1,,1,7,2,2,2500,208,4738.1933266752500000
11058,1105802,2,68,1,4,1,3,1,,11,9,2,2,2500,208,4782.3342175303500000
11059,1105901,1,82,2,4,1,2,5,,9,5,7,2,4000,333,1824.5594496244500000
11059,1105902,2,78,2,4,1,2,1,,11,9,7,2,4000,333,1731.8662703546800000
11059,1105903,1,55,2,4,1,3,1,,16,14,7,4,4000,333,3212.2679003284400000
11059,1105904,1,46,2,4,1,4,1,,3,6,7,4,4000,333,4305.8824918409200000
11059,1105905,1,26,2,4,1,4,1,,16,14,7,1,4000,333,4321.9742490703200000
11059,1105906,1,21,2,4,1,6,2,,14,12,7,1,4000,333,4560.7205802709800000
11059,1105907,1,18,2,4,1,4,2,,13,11,7,1,4000,333,4096.3560465031000000
11060,1106001,2,55,1,4,1,3,1,,16,14,3,3,6000,500,4914.0423440412400000
11060,1106003,1,30,1,4,1,5,2,,14,12,3,1,6000,500,4376.4029643938800000
11060,1106004,1,27,1,4,1,5,2,,14,12,3,1,6000,500,6965.5108980493300000
11061,1106101,1,70,1,4,1,4,1,,6,1,2,2,2500,208,4574.7486732983200000
11061,1106102,2,70,1,4,1,4,1,,6,1,2,2,2500,208,4342.3375019465400000
11062,1106201,1,84,1,4,1,3,1,,6,1,2,2,1000,83,3968.7489689848900000
11062,1106202,2,82,1,4,1,1,99,,6,1,2,2,1000,83,3767.1244290256400000
11063,1106302,2,82,1,4,1,2,1,,11,9,1,2,400,33,3427.0214943339600000
11064,1106401,2,66,1,4,1,3,1,,11,9,3,4,600,50,4300.2376685161500000
11065,1106501,1,50,1,4,1,4,1,,3,6,4,2,4000,333,5579.2957656765800000
11065,1106502,2,47,1,4,1,4,1,,4,3,4,2,4000,333,5595.6299447258300000
11065,1106503,1,20,1,4,1,6,2,,14,12,4,1,4000,333,6244.0150584961300000
11065,1106504,2,17,1,4,1,4,2,,13,11,4,1,4000,333,5323.3437283774100000
11066,1106601,1,60,1,4,1,4,1,,5,2,3,2,4500,375,8924.2006818483300000
11066,1106602,2,58,1,4,1,3,1,,11,9,3,2,4500,375,9925.2005940358800000
11066,1106603,2,82,1,4,1,3,1,,16,14,3,3,4500,375,5637.4870014468000000
11067,1106701,2,73,1,4,1,2,1,,6,1,1,3,6000,500,4226.5243966278700000
11069,1106901,2,72,1,4,1,1,99,,11,9,4,3,1500,125,2276.6393298771000000
11069,1106903,1,45,1,4,1,4,1,,3,6,4,4,1500,125,5472.7954426683200000
11070,1107001,2,68,1,4,1,3,1,,5,2,2,3,5000,417,5854.1873765224600000
11070,1107003,1,38,1,4,1,6,1,,5,2,2,1,5000,417,10471.6691405327000000
11071,1107101,1,79,1,4,1,4,1,,6,1,2,2,500,42,3864.4547686933200000
11071,1107102,2,79,1,4,1,2,1,,6,1,2,2,500,42,3668.1286918816700000
11072,1107201,1,65,1,4,1,3,1,,6,1,4,2,4000,333,3120.9916921480900000
11072,1107202,2,62,1,4,1,3,1,,2,8,4,2,4000,333,4047.4864931615500000
11072,1107203,1,35,1,4,1,5,1,,16,14,4,1,4000,333,5299.0527298657700000
11073,1107301,2,64,1,4,1,3,1,,11,9,1,3,1200,100,21880.6076745331000000
11074,1107401,1,67,1,4,1,3,1,,6,1,2,2,1500,125,4864.4982505498100000
11074,1107402,2,67,1,4,1,4,1,,6,1,2,2,1500,125,4617.3669178390600000
11075,1107501,1,63,1,4,1,4,1,,4,3,4,2,3000,250,3255.7667824791700000
11075,1107502,2,59,1,4,1,3,1,,11,9,4,2,3000,250,3620.9560447504200000
11075,1107503,1,86,1,4,1,2,1,,16,14,4,2,3000,250,2166.7718167199500000
11075,1107504,2,83,1,4,1,2,1,,16,14,4,2,3000,250,2056.6932065188700000
11076,1107601,1,80,1,4,1,1,99,,6,1,2,2,800,67,4288.9562206308000000
11076,1107602,2,71,1,4,1,2,1,,6,1,2,2,800,67,4210.5689816227900000
11078,1107801,1,71,1,4,1,3,1,,6,1,2,2,5000,417,4738.1933266752500000
11078,1107802,2,67,1,4,1,3,1,,6,1,2,2,5000,417,4782.3342175303500000
11079,1107901,1,61,1,4,1,4,1,,6,1,3,2,8000,667,10326.1890839817000000
11079,1107902,2,54,1,4,1,3,1,,11,9,3,2,8000,667,14569.5852310082000000
11079,1107903,2,27,1,4,1,6,2,,14,12,3,1,8000,667,15451.8489939555000000
11080,1108001,1,63,1,4,1,5,1,,6,1,2,2,5000,417,9743.3606864364400000
11080,1108002,2,63,1,4,1,4,1,,11,9,2,2,5000,417,9248.3682766337600000
11081,1108101,2,83,1,5,1,2,1,,11,9,1,3,1000,83,9418.6030388587700000
11082,1108201,1,70,1,5,1,4,1,,1,7,1,4,2500,208,11949.9501187586000000
11083,1108301,2,73,1,5,1,2,5,,11,9,1,3,1000,83,11615.9048292245000000
11084,1108401,1,79,1,5,1,2,1,,16,14,2,2,1700,142,4277.6867529582400000
11084,1108402,2,75,1,5,1,2,1,,11,9,2,2,1700,142,4060.3672322742300000
11085,1108501,2,72,1,5,1,1,99,,11,9,1,3,1000,83,5512.9544157362500000
11086,1108601,2,82,2,5,1,2,1,,5,2,1,3,1700,142,9342.2679357127700000
11089,1108901,1,66,1,5,1,4,1,,9,5,2,2,3500,292,5957.4156578430900000
11089,1108902,2,63,1,5,1,3,1,,9,5,2,2,3500,292,7725.9287392313000000
11092,1109202,2,63,2,5,1,4,1,,5,2,3,2,3000,250,5081.4324589768100000
11092,1109203,2,29,2,5,1,6,2,,14,12,3,1,3000,250,8010.6951354531300000
11092,1109204,2,27,2,5,1,6,2,,14,12,3,1,3000,250,8010.6951354531300000
11093,1109301,1,71,2,5,1,6,1,,2,8,3,2,3000,250,4235.2948685420500000
11093,1109302,2,66,2,5,1,4,1,,11,9,3,2,3000,250,4274.7507699040700000
11093,1109303,2,91,2,5,1,2,1,,16,14,3,3,3000,250,3886.9338483152300000
11094,1109401,1,67,2,5,1,7,1,,16,14,2,2,3000,250,5943.0383826174400000
11094,1109402,2,65,2,5,1,5,1,,11,9,2,2,3000,250,5641.1139250063400000
11095,1109501,1,48,1,13,3,6,1,,5,2,4,2,5000,417,5218.9123855341800000
11095,1109502,2,45,1,13,3,6,1,,16,14,4,2,5000,417,4953.7757349059400000
11095,1109503,2,20,1,13,3,6,2,,14,12,4,1,5000,417,5246.9585472996300000
11095,1109504,2,17,1,13,3,4,2,,13,11,4,1,5000,417,4712.7224728389000000
11096,1109601,2,76,2,5,1,2,1,,11,9,1,3,700,58,3320.1631151234400000
11098,1109801,2,81,2,5,1,3,1,,11,9,2,3,2400,200,3666.0861055716200000
11100,1110001,1,71,2,5,1,1,99,,16,14,5,2,3000,250,1590.3304582976000000
11100,1110002,2,70,2,5,1,4,1,,11,9,5,2,3000,250,1509.5368254568100000
11101,1110101,2,80,1,5,1,2,5,,11,9,1,3,600,50,9171.0928840270900000
11102,1110202,2,71,1,5,1,3,1,,11,9,2,2,2000,167,5117.2485920759900000
11102,1110203,1,47,1,5,1,6,1,,16,14,2,1,2000,167,12301.3137857133000000
11103,1110301,1,80,1,5,1,2,1,,6,1,8,2,1800,150,1494.2359225090000000
11103,1110302,2,76,1,5,1,2,5,,11,9,8,2,1800,150,1418.3241848755800000
11103,1110303,1,46,1,5,1,4,5,,9,5,8,4,1800,150,3526.3330546645400000
11103,1110306,1,17,1,5,1,4,2,,13,11,8,1,1800,150,3354.7398838287900000
11103,1110307,2,16,1,5,1,4,2,,13,11,8,1,1800,150,3184.3088762125800000
11104,1110401,2,77,1,5,1,2,1,,6,1,1,3,600,50,3328.1944161845400000
11105,1110501,1,59,1,5,1,6,1,,3,6,4,2,3000,250,5429.5923136753600000
11105,1110502,2,57,1,5,1,4,1,,11,9,4,2,3000,250,5153.7524807793400000
11105,1110503,2,32,1,5,1,6,1,,16,14,4,1,3000,250,4356.7064778150200000
11106,1110601,2,79,1,5,1,2,1,,6,1,1,3,1000,83,3328.1944161845400000
11107,1110701,1,69,1,5,1,4,5,,5,2,4,2,3500,292,1744.5629301901900000
11107,1110702,2,67,1,5,1,4,1,,6,1,4,2,3500,292,1655.9338178481400000
11107,1110703,2,99,1,5,1,1,99,,16,14,4,3,3500,292,1505.7030347779200000
11108,1110801,1,92,1,5,1,3,1,,16,14,2,2,1000,83,3907.4496348977300000
11108,1110802,2,79,1,5,1,3,1,,11,9,2,2,1000,83,3708.9392878823400000
11109,1110901,1,70,1,5,1,4,1,,6,1,3,2,2000,167,4795.6314311094100000
11109,1110902,2,65,1,5,1,3,1,,16,14,3,2,2000,167,4840.3074139128400000
11109,1110903,2,90,1,5,1,1,99,,16,14,3,3,2000,167,4401.1816679107100000
11110,1111001,2,69,2,5,1,3,1,,4,3,1,3,14400,1200,11450.8240215219000000
11111,1111101,2,74,2,5,1,2,1,,11,9,1,3,1200,100,11521.7612190081000000
11113,1111301,2,47,1,5,1,5,1,,4,3,4,3,2000,167,5083.9136843103900000
11113,1111302,2,21,1,5,1,6,2,,14,12,4,1,2000,167,5384.7985429910500000
11113,1111303,1,19,1,5,1,6,2,,14,12,4,1,2000,167,5095.3891362372100000
11114,1111401,1,67,1,5,1,4,1,,9,5,5,2,4500,375,2613.3963053427800000
11114,1111402,2,62,1,5,1,3,1,,5,2,5,2,4500,375,3389.2067940344000000
11114,1111405,2,30,1,5,1,6,1,,2,8,5,1,4500,375,3356.9621332818000000
11115,1111501,2,70,1,5,1,4,1,,3,6,2,3,4000,333,2638.0440992978200000
11115,1111505,2,34,1,5,1,5,1,,3,6,2,1,4000,333,3796.1004597292900000
11116,1111601,2,71,1,5,1,4,1,,6,1,4,2,1500,125,2200.0128327339300000
11117,1111702,2,75,1,5,1,4,1,,11,9,1,3,1200,100,4075.7524915984600000
11118,1111801,2,81,1,5,1,2,5,,11,9,1,3,1200,100,9418.6030388587700000
11119,1111902,2,76,2,5,1,2,5,,9,5,1,3,1000,83,3320.1631151234400000
11123,1112301,1,63,2,5,1,4,1,,4,3,2,2,4800,400,9999.3446490910200000
11123,1112302,2,55,2,5,1,4,1,,5,3,2,2,4800,400,11120.9401255388000000
11124,1112401,1,51,2,5,1,5,1,,3,6,3,2,4000,333,15101.9617869488000000
11124,1112402,2,49,2,5,1,5,1,,3,6,3,2,4000,333,15146.1749203232000000
11124,1112403,2,22,2,5,1,6,2,,14,12,3,1,4000,333,16042.5817012877000000
11125,1112501,1,58,2,5,1,4,1,,8,4,3,2,4200,350,12697.8603658595000000
11125,1112502,2,51,2,5,1,4,1,,9,5,3,2,4200,350,15290.5825815344000000
11125,1112503,1,29,2,5,1,5,1,,5,2,3,1,4200,350,17084.4485025437000000
11126,1112601,1,53,2,5,1,4,1,,2,8,4,2,5500,458,6232.3816824537400000
11126,1112602,2,51,2,5,1,4,1,,3,6,4,2,5500,458,5915.7577036142400000
11126,1112603,2,23,2,5,1,6,2,,14,12,4,1,5500,458,6620.5631920469700000
11126,1112604,1,22,2,5,1,6,2,,14,12,4,1,5500,458,6974.9098649581200000
11129,1112901,1,48,2,5,1,5,1,,2,8,4,2,4500,375,6428.5165877100600000
11129,1112902,2,47,2,5,1,5,1,,5,2,4,2,4500,375,6101.9283580823900000
11129,1112904,1,19,2,5,1,6,2,,14,12,4,1,4500,375,6115.7016811327500000
11130,1113001,1,61,2,5,1,4,1,,8,4,4,2,5800,483,4551.4507512124300000
11130,1113002,2,59,2,5,1,4,1,,3,6,4,2,5800,483,5061.9728657090700000
11130,1113003,1,33,2,5,1,6,1,,16,14,4,1,5800,483,4508.1485881035400000
11130,1113005,1,31,2,5,1,6,1,,4,3,4,1,5800,483,4508.1485881035400000
11131,1113101,1,71,1,5,1,3,1,,1,7,2,2,1200,100,4725.7434638707700000
11131,1113102,2,70,1,5,1,4,1,,9,5,2,2,1200,100,4485.6612970936500000
11132,1113201,1,44,1,5,1,5,1,,8,4,3,2,3700,308,15489.6224048001000000
11132,1113202,2,40,1,5,1,4,1,,3,6,3,2,3700,308,14702.7023914869000000
11132,1113203,2,15,1,5,1,3,2,,12,10,3,1,3700,308,15177.0619505781000000
11133,1113301,2,81,2,5,1,4,1,,16,14,1,3,2500,208,9342.2679357127700000
11134,1113401,1,50,1,5,1,5,1,,8,4,5,2,5000,417,5089.4739899313700000
11134,1113402,2,46,1,5,1,6,1,,3,6,5,2,5000,417,5104.3741463148100000
11134,1113403,2,23,1,5,1,6,2,,14,12,5,1,5000,417,5406.4699309869500000
11134,1113405,2,18,1,5,1,4,2,,13,11,5,1,5000,417,4855.9926884886400000
11135,1113501,2,45,1,5,1,4,1,,5,2,4,2,5000,417,6055.2888540048000000
11135,1113502,1,49,1,5,1,4,1,,5,2,4,2,5000,417,6379.3808378272900000
11135,1113503,1,22,1,5,1,6,2,,14,12,4,1,5000,417,6756.9362451473400000
11135,1113504,1,18,1,5,1,4,2,,13,11,4,1,5000,417,6068.9569019816300000
11136,1113601,2,68,1,5,1,6,1,,11,9,2,3,3000,250,3737.6236518827600000
11136,1113603,2,90,1,5,1,2,1,,16,14,2,3,3000,250,3398.5363514169800000
11138,1113801,2,71,1,5,1,2,1,,11,9,1,3,500,42,4215.4179529561300000
11140,1114001,1,51,1,5,1,5,1,,5,2,5,2,4000,333,5455.2556181793100000
11140,1114002,2,49,1,5,1,5,1,,11,9,5,2,4000,333,5471.2266521178500000
11140,1114003,2,25,1,5,1,6,2,,14,12,5,1,4000,333,5491.6734829823100000
11140,1114005,2,23,1,5,1,6,5,,17,15,5,1,4000,333,5795.0341280615900000
11141,1114101,1,49,2,5,1,6,1,,7,4,4,2,4000,333,6528.2360566332900000
11141,1114102,2,43,2,5,1,6,1,,11,9,4,2,4000,333,5710.8028653383400000
11143,1114301,1,35,2,5,1,4,1,,2,8,4,2,5600,467,6064.4523400525300000
11143,1114302,2,36,2,5,1,4,1,,5,2,4,2,5600,467,5756.3596834689600000
11144,1114401,1,47,2,5,1,6,1,,2,8,4,2,7000,583,6528.2360566332900000
11144,1114402,2,42,2,5,1,6,1,,11,9,4,2,7000,583,5710.8028653383400000
11144,1114403,1,15,2,5,1,3,2,,12,10,4,1,7000,583,6210.5687496725300000
11147,1114701,1,55,2,5,1,4,1,,2,8,4,2,5000,417,5139.6222145890900000
11147,1114702,2,47,2,5,1,4,1,,11,9,4,2,5000,417,6539.4006906966900000
11147,1114703,1,25,2,5,1,5,2,,14,12,4,1,5000,417,6915.1501526795400000
11147,1114704,1,23,2,5,1,6,4,,10,15,4,1,5000,417,7297.1438050038500000
11148,1114801,1,49,2,5,1,4,1,,3,6,3,2,3500,292,17083.2440726592000000
11148,1114802,2,40,2,5,1,4,1,,11,9,3,2,3500,292,14944.1653691869000000
11150,1115001,1,46,1,5,1,6,1,,3,6,4,2,8000,667,6083.6638821676400000
11150,1115002,2,45,1,5,1,6,1,,3,6,4,2,8000,667,5774.5952207092000000
11150,1115003,1,19,1,5,1,6,2,,14,12,4,1,8000,667,5787.6296847003300000
11150,1115004,2,15,1,5,1,3,2,,12,10,4,1,8000,667,5493.6004624563600000
11151,1115101,1,57,2,5,1,7,3,,3,6,2,2,8000,667,4594.2936602565700000
11151,1115102,2,58,2,5,1,6,1,,11,9,2,2,8000,667,4360.8895440159200000
11153,1115301,1,48,2,5,1,6,5,,5,2,4,2,6000,500,6350.8097348094200000
11153,1115302,2,50,2,5,1,6,1,,16,14,4,2,6000,500,5705.2170535461000000
11153,1115303,2,23,2,5,1,6,2,,14,12,4,1,6000,500,6384.9386536350600000
11153,1115304,1,19,2,5,1,6,2,,14,12,4,1,6000,500,6041.7760834562100000
11155,1115501,1,81,2,5,1,4,1,,16,14,2,2,1000,83,3948.7680855515200000
11155,1115502,2,82,2,5,1,2,1,,11,9,2,2,1000,83,3748.1586353502100000
11156,1115601,1,65,2,5,1,6,1,,16,14,3,2,6000,500,7398.8764189399800000
11156,1115602,2,61,2,5,1,6,1,,5,2,3,2,6000,500,9595.3002520232600000
11156,1115603,1,34,2,5,1,6,1,,16,14,3,1,6000,500,10012.6862498417000000
11157,1115701,1,55,2,5,1,7,3,,1,7,4,2,15000,1250,5037.2108419193200000
11157,1115702,2,51,2,5,1,7,3,,2,8,4,2,15000,1250,6065.7375447327300000
11157,1115703,1,25,2,5,1,5,2,,14,12,4,1,15000,1250,6777.3598658091800000
11157,1115704,2,24,2,5,1,5,1,,3,6,4,1,15000,1250,6788.4116850728800000
11158,1115801,1,47,2,6,1,8,3,,3,6,4,2,6000,500,9108.7903898381400000
11158,1115802,2,47,2,6,1,6,1,,11,9,4,2,6000,500,8646.0360845674600000
11158,1115803,2,15,2,6,1,3,2,,12,10,4,1,6000,500,8225.3155445864800000
11162,1116201,1,43,1,6,1,5,1,,3,6,4,2,4500,375,8102.9265886177900000
11162,1116202,2,45,1,6,1,5,1,,3,6,4,2,4500,375,8345.5171953777400000
11163,1116301,1,79,1,6,1,2,1,,16,14,2,2,1000,83,6147.1587339363800000
11163,1116302,2,74,1,6,1,2,1,,11,9,2,2,1000,83,6034.8100000930700000
11165,1116501,1,54,1,6,1,3,1,,9,5,4,2,6000,500,7892.1527777222400000
11165,1116502,2,48,1,6,1,4,1,,3,6,4,2,6000,500,7915.2581734513000000
11165,1116503,1,23,1,6,1,4,1,,10,6,4,1,6000,500,8832.4266820929100000
11166,1116601,1,59,1,13,3,4,1,,9,5,2,2,3500,292,11844.7973444534000000
11166,1116602,2,56,1,13,3,3,1,,11,9,2,2,3500,292,11243.0455495807000000
11168,1116801,2,80,1,6,1,1,99,,11,9,4,3,2400,200,1938.5569746551800000
11169,1116901,1,44,1,6,1,4,1,,3,6,6,2,4500,375,4962.5621112687700000
11169,1116902,2,41,1,6,1,5,1,,5,3,6,2,4500,375,4710.4488356438600000
11169,1116903,1,74,1,6,1,2,1,,16,14,6,2,4500,375,2359.8785615857600000
11169,1116904,2,72,1,6,1,2,1,,16,14,6,2,4500,375,2239.9895403708200000
11169,1116905,1,17,1,6,1,4,2,,13,11,6,1,4500,375,5122.6713695794700000
11169,1116906,1,16,1,6,1,4,2,,13,11,6,1,4500,375,5122.6713695794700000
11171,1117101,1,45,2,6,1,4,1,,5,2,6,2,5000,417,5653.6387340207800000
