,PID,M_ID,nature,traffic,food,info,facility,kind,total,loc_code,money,age,age_group,money_group,label_group,a_c,all
1160,1178501,107394,5,3,4,4,4,4,4,932410,40000,75,5,1,13,강원 양양군,9
1161,1178502,107394,5,3,4,4,4,4,4,932410,40000,72,5,1,13,강원 양양군,9
1162,1178801,107402,4,3,4,4,4,4,5,932410,40000,75,5,1,13,강원 양양군,9
1163,1178802,107402,4,3,4,4,4,4,5,932410,40000,71,5,1,13,강원 양양군,9
1164,1180102,109005,4,4,4,4,4,4,5,932410,30000,66,5,1,13,강원 양양군,9
1165,1202702,117432,4,4,4,4,4,4,4,932410,10000,71,5,1,13,강원 양양군,9
1166,1238601,104608,5,4,4,4,4,4,5,932410,47222,66,5,1,13,강원 양양군,9
1167,1238602,104608,5,4,4,4,4,4,5,932410,47222,63,5,1,13,강원 양양군,9
1168,1008901,104045,4,4,4,4,4,4,4,932410,100000,41,3,3,9,강원 양양군,9
1169,1008902,104045,4,4,4,4,4,4,4,932410,100000,37,3,3,9,강원 양양군,9
1170,1022501,117243,4,4,4,4,4,4,4,932410,166667,39,3,3,9,강원 양양군,9
1171,1022502,117243,4,4,4,4,4,4,4,932410,166667,39,3,3,9,강원 양양군,9
1172,1106402,110256,5,3,5,4,4,4,5,932410,100000,40,3,3,9,강원 양양군,9
1173,1106405,110256,5,3,5,4,4,4,5,932410,100000,37,3,3,9,강원 양양군,9
1174,1132301,302216,5,4,4,5,4,4,4,932410,100000,43,3,3,9,강원 양양군,9
1175,1132302,302216,5,4,4,5,4,4,4,932410,100000,38,3,3,9,강원 양양군,9
1176,1147701,119361,4,4,4,4,4,4,5,932410,116667,45,3,3,9,강원 양양군,9
1177,1164001,121156,4,4,4,4,3,4,4,932410,100000,40,3,3,9,강원 양양군,9
1178,1164002,121156,4,4,4,4,3,4,4,932410,100000,39,3,3,9,강원 양양군,9
1179,1177802,120642,4,3,4,4,4,4,4,932410,125000,44,3,3,9,강원 양양군,9
1180,1177802,120650,4,4,4,4,4,4,4,932410,150000,44,3,3,9,강원 양양군,9
1181,1184202,118653,4,4,4,4,4,4,4,932410,116667,44,3,3,9,강원 양양군,9
1182,1184501,105817,5,4,4,4,3,4,4,932410,115000,42,3,3,9,강원 양양군,9
1183,1184502,105817,5,4,4,4,3,4,4,932410,115000,42,3,3,9,강원 양양군,9
1184,1199701,121710,5,3,4,3,4,4,4,932410,175000,43,3,3,9,강원 양양군,9
1185,1199702,121710,5,3,4,3,4,4,4,932410,175000,42,3,3,9,강원 양양군,9
1186,1514903,301761,5,5,3,4,2,3,5,932410,111111,37,3,3,9,강원 양양군,9
1187,1514905,301761,5,5,3,4,2,3,5,932410,111111,39,3,3,9,강원 양양군,9
1188,1013201,109807,5,4,5,3,3,4,4,932410,100000,53,4,3,12,강원 양양군,9
1189,1054901,110717,5,4,5,5,5,5,5,932410,295000,55,4,3,12,강원 양양군,9
1190,1054902,110717,5,4,5,5,5,5,5,932410,295000,52,4,3,12,강원 양양군,9
1191,1121701,115031,4,4,4,4,4,4,4,932410,150000,50,4,3,12,강원 양양군,9
1192,1147702,119361,4,4,4,4,4,4,5,932410,116667,46,4,3,12,강원 양양군,9
1193,1177801,120642,4,3,4,4,4,4,4,932410,125000,49,4,3,12,강원 양양군,9
1194,1177801,120650,4,4,4,4,4,4,4,932410,150000,49,4,3,12,강원 양양군,9
1195,1183802,303320,4,4,4,4,4,3,4,932410,120000,59,4,3,12,강원 양양군,9
1196,1184201,118653,4,4,4,4,4,4,4,932410,116667,48,4,3,12,강원 양양군,9
1197,1238102,104736,4,4,4,4,4,5,5,932410,125000,59,4,3,12,강원 양양군,9
1198,1238701,104856,4,4,4,4,5,3,5,932410,116667,57,4,3,12,강원 양양군,9
1199,1238702,104856,4,4,4,4,5,3,5,932410,116667,55,4,3,12,강원 양양군,9
1200,1276703,103986,4,4,4,4,4,4,4,932410,200000,51,4,3,12,강원 양양군,9
1201,1276703,900160,4,4,4,4,4,4,4,932410,200000,51,4,3,12,강원 양양군,9
1202,1015401,103506,5,4,4,4,4,3,5,932410,150000,85,6,3,18,강원 양양군,9
1203,1015402,103506,5,4,4,4,4,3,5,932410,150000,71,5,3,15,강원 양양군,9
1204,1022901,122744,5,4,4,4,4,4,4,932410,150000,67,5,3,15,강원 양양군,9
1205,1022902,122744,5,4,4,4,4,4,4,932410,150000,72,5,3,15,강원 양양군,9
1206,1180501,110551,4,4,4,4,4,4,4,932410,125000,60,5,3,15,강원 양양군,9
1207,1180502,110551,4,4,4,4,4,4,4,932410,125000,60,5,3,15,강원 양양군,9
1208,1238101,104736,4,4,4,4,4,5,5,932410,125000,61,5,3,15,강원 양양군,9
1209,1514902,301761,5,5,3,4,2,3,5,932410,111111,64,5,3,15,강원 양양군,9
1210,1525802,109068,4,3,4,3,4,4,4,932410,150000,63,5,3,15,강원 양양군,9
1211,1530701,102735,4,4,4,4,4,4,4,932410,150000,66,5,3,15,강원 양양군,9
1212,1039802,104288,4,4,4,5,4,5,4,932410,50000,68,5,2,14,강원 양양군,9
1213,1039802,120075,4,3,4,3,4,4,4,932410,50000,68,5,2,14,강원 양양군,9
1214,1100002,106570,4,4,4,4,4,5,4,932410,75000,60,5,2,14,강원 양양군,9
1215,1136801,109418,5,4,4,4,4,4,4,932410,75000,60,5,2,14,강원 양양군,9
1216,1136802,109418,5,4,4,4,4,4,4,932410,75000,60,5,2,14,강원 양양군,9
1217,1146002,103330,5,4,4,4,4,4,5,932410,50000,66,5,2,14,강원 양양군,9
1218,1165401,116469,5,4,4,4,4,4,5,932410,66667,65,5,2,14,강원 양양군,9
1219,1180101,109001,4,4,4,4,4,4,5,932410,50000,68,5,2,14,강원 양양군,9
1220,1238301,104879,5,4,4,4,4,4,4,932410,50000,71,5,2,14,강원 양양군,9
1221,1238302,104879,5,4,4,4,4,4,4,932410,50000,63,5,2,14,강원 양양군,9
1222,1508402,118408,3,3,4,3,3,3,4,932410,50000,62,5,2,14,강원 양양군,9
1223,1040501,122056,5,4,3,3,4,4,4,932410,67500,38,3,2,8,강원 양양군,9
1224,1040502,122056,5,4,3,3,4,4,4,932410,67500,38,3,2,8,강원 양양군,9
1225,1148002,301103,5,5,4,4,4,4,5,932410,85000,45,3,2,8,강원 양양군,9
1226,1198901,302166,5,3,3,3,3,3,4,932410,64833,41,3,2,8,강원 양양군,9
1227,1198902,302166,5,3,3,3,3,3,4,932410,64833,38,3,2,8,강원 양양군,9
1228,1227103,112448,5,4,4,4,4,3,4,932410,50000,31,3,2,8,강원 양양군,9
1229,1527102,119405,4,4,4,4,4,4,5,932410,62500,44,3,2,8,강원 양양군,9
1230,1042004,104246,4,4,3,4,4,4,4,932410,110000,16,1,3,3,강원 양양군,9
1231,1139303,102374,4,3,4,4,4,4,4,932410,50000,19,1,2,2,강원 양양군,9
1232,1145202,101619,4,3,4,3,3,3,4,932410,25000,57,4,1,10,강원 양양군,9
1233,1145202,114384,5,3,4,4,3,3,4,932410,5000,57,4,1,10,강원 양양군,9
1234,1151401,121448,4,5,3,4,3,4,4,932410,16667,51,4,1,10,강원 양양군,9
1235,1151402,121448,4,5,3,4,3,4,4,932410,16667,51,4,1,10,강원 양양군,9
1236,1185901,302543,5,5,5,5,5,5,5,932410,25000,52,4,1,10,강원 양양군,9
1237,1185901,302544,5,5,5,5,5,5,5,932410,12500,52,4,1,10,강원 양양군,9
1238,1185901,302545,5,5,5,5,5,5,5,932410,0,52,4,1,10,강원 양양군,9
1239,1189402,301773,5,5,3,4,3,4,5,932410,16000,56,4,1,10,강원 양양군,9
1240,1221101,120706,4,2,3,4,3,4,4,932410,41667,49,4,1,10,강원 양양군,9
1241,1221102,120706,4,2,3,4,3,4,4,932410,41667,49,4,1,10,강원 양양군,9
1242,1145204,101619,4,3,4,3,3,3,4,932410,25000,31,3,1,7,강원 양양군,9
1243,1154601,119227,4,4,4,3,4,4,4,932410,48750,37,3,1,7,강원 양양군,9
1244,1154602,119227,4,4,4,3,4,4,4,932410,48750,39,3,1,7,강원 양양군,9
1245,1183804,303823,4,3,3,3,3,3,4,932410,0,37,3,1,7,강원 양양군,9
1246,1185902,302543,5,5,5,5,5,5,5,932410,25000,45,3,1,7,강원 양양군,9
1247,1185902,302544,5,5,5,5,5,5,5,932410,12500,45,3,1,7,강원 양양군,9
1248,1185902,302545,5,5,5,5,5,5,5,932410,0,45,3,1,7,강원 양양군,9
1249,1148001,301103,5,5,4,4,4,4,5,932410,85000,54,4,2,11,강원 양양군,9
1250,1195301,112377,5,4,4,4,4,4,4,932410,65000,57,4,2,11,강원 양양군,9
1251,1195302,112377,5,4,4,4,4,4,4,932410,65000,54,4,2,11,강원 양양군,9
1252,1227101,112538,4,3,3,3,4,3,4,932410,50000,58,4,2,11,강원 양양군,9
1253,1227102,112538,4,3,3,3,4,3,4,932410,50000,59,4,2,11,강원 양양군,9
1254,1258901,112023,5,5,4,5,5,5,5,932410,90000,55,4,2,11,강원 양양군,9
1255,1527101,119405,4,4,4,4,4,4,5,932410,62500,48,4,2,11,강원 양양군,9
1256,1527903,108598,4,4,4,4,4,4,4,932410,80000,57,4,2,11,강원 양양군,9
1257,1151403,121448,4,5,3,4,3,4,4,932410,16667,27,2,1,4,강원 양양군,9
1258,1189403,301773,5,5,3,4,3,4,5,932410,16000,28,2,1,4,강원 양양군,9
1259,1189404,301773,5,5,3,4,3,4,5,932410,16000,25,2,1,4,강원 양양군,9
1260,1221103,120706,4,2,3,4,3,4,4,932410,41667,20,2,1,4,강원 양양군,9
1261,1185903,302543,5,5,5,5,5,5,5,932410,25000,19,1,1,1,강원 양양군,9
1262,1185903,302544,5,5,5,5,5,5,5,932410,12500,19,1,1,1,강원 양양군,9
1263,1185903,302545,5,5,5,5,5,5,5,932410,0,19,1,1,1,강원 양양군,9
1264,1185904,302543,5,5,5,5,5,5,5,932410,25000,15,1,1,1,강원 양양군,9
1265,1185904,302544,5,5,5,5,5,5,5,932410,12500,15,1,1,1,강원 양양군,9
1266,1185904,302545,5,5,5,5,5,5,5,932410,0,15,1,1,1,강원 양양군,9
1267,1221104,120706,4,2,3,4,3,4,4,932410,41667,18,1,1,1,강원 양양군,9
1268,1189603,303680,3,3,4,3,3,3,4,932410,50000,24,2,2,5,강원 양양군,9
1269,1221702,108715,5,4,4,4,4,4,5,932410,75000,28,2,2,5,강원 양양군,9
1270,1227104,112538,4,3,3,3,4,3,4,932410,50000,29,2,2,5,강원 양양군,9
3770,1001904,104010,4,4,4,4,4,4,4,921010,100000,23,2,3,6,부산 중구,9
3771,1001904,900163,4,4,4,4,4,4,4,921010,100000,23,2,3,6,부산 중구,9
3772,1234903,123329,4,4,4,4,4,4,4,921010,150000,29,2,3,6,부산 중구,9
3773,1244704,100837,4,4,5,4,4,3,4,921010,100000,20,2,3,6,부산 중구,9
3774,1058602,121117,4,5,4,4,4,4,4,921010,100000,51,4,3,12,부산 중구,9
3775,1529202,109851,4,4,5,4,3,4,4,921010,133333,51,4,3,12,부산 중구,9
3776,1537702,105358,3,3,4,4,3,2,4,921010,100000,46,4,3,12,부산 중구,9
3777,1062504,121161,4,5,4,4,3,4,4,921010,40000,17,1,1,1,부산 중구,9
3778,1107903,110931,4,4,4,4,4,4,4,921010,90000,27,2,2,5,부산 중구,9
3779,1124404,113608,4,4,4,3,3,4,4,921010,75000,26,2,2,5,부산 중구,9
3780,1127203,105100,5,4,4,4,3,4,5,921010,75000,28,2,2,5,부산 중구,9
3781,1124401,113147,4,4,4,4,3,4,5,921010,25000,78,5,1,13,부산 중구,9
3782,1124402,113147,4,4,4,4,3,4,5,921010,25000,70,5,1,13,부산 중구,9
3783,1238101,104736,4,4,4,4,4,5,5,921010,8333,61,5,1,13,부산 중구,9
3784,1269901,112271,4,4,4,3,3,4,4,921010,25000,70,5,1,13,부산 중구,9
3785,1269902,112271,4,4,4,3,3,4,4,921010,25000,68,5,1,13,부산 중구,9
3786,1124403,113608,4,4,4,3,3,4,4,921010,75000,40,3,2,8,부산 중구,9
3787,1264102,121874,4,4,4,4,4,4,4,921010,70000,32,3,2,8,부산 중구,9
3788,1264102,121879,4,4,4,4,4,4,4,921010,70000,32,3,2,8,부산 중구,9
3789,1127901,113378,4,4,5,4,3,4,5,921010,110000,89,6,3,18,부산 중구,9
3790,1128402,100635,3,4,4,4,4,4,4,921010,50000,51,4,2,11,부산 중구,9
3791,1242902,100532,4,4,4,4,4,4,4,921010,55000,47,4,2,11,부산 중구,9
3792,1173901,302033,5,5,3,3,3,3,2,921010,9333,45,3,1,7,부산 중구,9
3793,1173902,302033,5,5,3,3,3,3,2,921010,9333,44,3,1,7,부산 중구,9
3794,1263903,121216,5,5,4,4,4,4,4,921010,20000,31,3,1,7,부산 중구,9
3795,1263903,121218,5,4,4,4,4,4,4,921010,20000,31,3,1,7,부산 중구,9
3796,1263904,121216,5,5,4,4,4,4,4,921010,20000,31,3,1,7,부산 중구,9
3797,1263904,121218,5,4,4,4,4,4,4,921010,20000,31,3,1,7,부산 중구,9
3798,1265003,121760,5,4,4,4,4,4,4,921010,25000,30,3,1,7,부산 중구,9
3799,1228001,104368,4,4,3,4,4,4,4,921010,25000,82,6,1,16,부산 중구,9
3800,1228001,900176,4,4,3,4,4,4,4,921010,25000,82,6,1,16,부산 중구,9
3801,1238102,104736,4,4,4,4,4,5,5,921010,8333,59,4,1,10,부산 중구,9
3802,1238701,104856,4,4,4,4,5,3,5,921010,16667,57,4,1,10,부산 중구,9
3803,1238702,104856,4,4,4,4,5,3,5,921010,16667,55,4,1,10,부산 중구,9
3804,1265101,121400,4,4,4,3,3,4,5,921010,30000,57,4,1,10,부산 중구,9
3805,1271601,113858,4,4,4,3,3,4,4,921010,33000,57,4,1,10,부산 중구,9
3806,1271602,113858,4,4,4,3,3,4,4,921010,33000,55,4,1,10,부산 중구,9
3807,1238301,104879,5,4,4,4,4,4,5,921010,66667,71,5,2,14,부산 중구,9
3808,1238302,104879,5,4,4,4,4,4,5,921010,66667,63,5,2,14,부산 중구,9
3809,1238601,104608,5,4,4,4,4,4,5,921010,86111,66,5,2,14,부산 중구,9
3810,1238602,104608,5,4,4,4,4,4,5,921010,86111,63,5,2,14,부산 중구,9
3811,1242904,100532,4,4,4,4,4,4,4,921010,55000,19,1,2,2,부산 중구,9
3812,1244202,100809,4,5,4,4,5,3,4,921010,250000,66,5,3,15,부산 중구,9
3813,1265103,121579,4,5,4,4,4,4,4,921010,20000,29,2,1,4,부산 중구,9
3814,1265104,121584,4,4,4,4,4,4,4,921010,10000,27,2,1,4,부산 중구,9
3815,1265104,121582,4,4,4,4,4,4,4,921010,25000,27,2,1,4,부산 중구,9
3816,1265104,121583,4,4,4,4,4,4,4,921010,20000,27,2,1,4,부산 중구,9
3817,1539201,108551,4,4,4,4,4,4,4,921010,150000,43,3,3,9,부산 중구,9
3818,1539202,108551,4,4,4,4,4,4,4,921010,150000,43,3,3,9,부산 중구,9
3819,1539203,108551,4,4,4,4,4,4,4,921010,150000,16,1,3,3,부산 중구,9
4865,1003201,123244,4,5,5,4,4,4,4,931040,25000,77,5,1,13,경기 안양시,9
4866,1003202,123244,4,5,5,4,4,4,4,931040,25000,74,5,1,13,경기 안양시,9
4867,1035201,122064,4,4,5,4,4,3,5,931040,25000,79,5,1,13,경기 안양시,9
4868,1048001,123275,3,5,4,4,4,4,5,931040,15000,75,5,1,13,경기 안양시,9
4869,1048002,123275,3,5,4,4,4,4,5,931040,15000,71,5,1,13,경기 안양시,9
4870,1523501,300258,5,3,4,4,4,4,4,931040,36000,61,5,1,13,경기 안양시,9
4871,1035202,122064,4,4,5,4,4,3,5,931040,25000,53,4,1,10,경기 안양시,9
4872,1050002,117002,4,4,5,4,4,4,4,931040,30000,59,4,1,10,경기 안양시,9
4873,1133201,302880,4,4,4,4,4,4,5,931040,0,58,4,1,10,경기 안양시,9
4874,1133202,302880,4,4,4,4,4,4,5,931040,0,58,4,1,10,경기 안양시,9
4875,1135701,116551,4,4,4,4,4,4,4,931040,16667,46,4,1,10,경기 안양시,9
4876,1054401,122469,4,4,4,4,4,4,4,931040,250000,47,4,3,12,경기 안양시,9
4877,1523402,301288,4,3,3,4,3,4,4,931040,100000,51,4,3,12,경기 안양시,9
4878,1054402,122469,4,4,4,4,4,4,4,931040,250000,43,3,3,9,경기 안양시,9
4879,1517901,106798,4,4,5,4,3,4,4,931040,100000,42,3,3,9,경기 안양시,9
4880,1517902,106798,4,4,5,4,3,4,4,931040,100000,38,3,3,9,경기 안양시,9
4881,1133204,302886,4,4,4,4,4,4,5,931040,5000,31,3,1,7,경기 안양시,9
4882,1135702,116551,4,4,4,4,4,4,4,931040,16667,45,3,1,7,경기 안양시,9
4883,1311901,302886,4,4,4,4,4,4,5,931040,5000,31,3,1,7,경기 안양시,9
4884,1135703,116551,4,4,4,4,4,4,4,931040,16667,17,1,1,1,경기 안양시,9
4885,1164704,122997,4,5,4,4,4,4,4,931040,30000,18,1,1,1,경기 안양시,9
5711,1003304,300697,5,4,4,5,5,5,5,911140,26000,34,3,1,7,서울 마포구,9
5712,1134002,302850,4,4,4,3,3,4,4,911140,0,45,3,1,7,서울 마포구,9
5713,1183804,302237,3,3,3,4,3,4,4,911140,25000,37,3,1,7,서울 마포구,9
5714,1302401,302237,3,3,3,4,3,4,4,911140,25000,42,3,1,7,서울 마포구,9
5715,1310003,302520,5,5,4,5,5,5,5,911140,0,30,3,1,7,서울 마포구,9
5716,1312601,300697,5,4,4,5,5,5,5,911140,26000,33,3,1,7,서울 마포구,9
5717,1008002,123668,3,3,3,3,3,3,3,911140,23000,68,5,1,13,서울 마포구,9
5718,1008002,123674,3,3,3,3,3,3,4,911140,30000,68,5,1,13,서울 마포구,9
5719,1048001,123279,5,5,5,5,5,5,5,911140,15000,75,5,1,13,서울 마포구,9
5720,1048001,123282,5,5,5,5,5,5,5,911140,10000,75,5,1,13,서울 마포구,9
5721,1048002,123279,5,5,5,5,5,5,5,911140,15000,71,5,1,13,서울 마포구,9
5722,1048002,123282,5,5,5,5,5,5,5,911140,10000,71,5,1,13,서울 마포구,9
5723,1182801,119821,4,5,4,5,5,5,4,911140,20000,74,5,1,13,서울 마포구,9
5724,1525801,121656,4,5,4,4,4,4,5,911140,11000,64,5,1,13,서울 마포구,9
5725,1525802,121678,4,3,4,4,4,3,4,911140,43000,63,5,1,13,서울 마포구,9
5726,1525802,121656,4,5,4,4,4,4,5,911140,11000,63,5,1,13,서울 마포구,9
5727,1093303,119673,4,4,4,3,4,4,4,911140,150000,33,3,3,9,서울 마포구,9
5728,1093303,119678,4,4,4,3,4,4,4,911140,100000,33,3,3,9,서울 마포구,9
5729,1098504,119113,4,4,4,3,4,4,4,911140,99000,17,1,2,2,서울 마포구,9
5730,1117703,122120,3,3,4,4,4,3,3,911140,60000,19,1,2,2,서울 마포구,9
5731,1131402,107168,3,3,4,4,4,4,4,911140,50000,48,4,2,11,서울 마포구,9
5732,1134003,302850,4,4,4,3,3,4,4,911140,0,20,2,1,4,서울 마포구,9
5733,1134603,302097,3,3,4,4,4,4,4,911140,40000,26,2,1,4,서울 마포구,9
5734,1134604,109380,3,4,4,4,4,4,4,911140,30000,20,2,1,4,서울 마포구,9
5735,1155003,102251,3,3,4,4,4,3,5,911140,20000,21,2,1,4,서울 마포구,9
5736,1155003,102256,3,3,4,3,3,3,5,911140,20000,21,2,1,4,서울 마포구,9
5737,1157303,102278,3,4,4,3,3,4,5,911140,20000,29,2,1,4,서울 마포구,9
5738,1157304,102284,3,4,5,4,4,4,5,911140,25000,28,2,1,4,서울 마포구,9
5739,1185307,302504,5,5,4,5,5,5,3,911140,2500,26,2,1,4,서울 마포구,9
5740,1185307,302520,5,5,4,5,5,5,5,911140,0,26,2,1,4,서울 마포구,9
5741,1139301,102372,4,4,3,4,4,4,4,911140,70000,24,2,2,5,서울 마포구,9
5742,1523403,301251,4,2,5,4,3,3,4,911140,60000,25,2,2,5,서울 마포구,9
5743,1523403,301259,4,3,4,3,3,4,4,911140,60000,25,2,2,5,서울 마포구,9
5744,1523403,302697,4,1,3,4,4,4,4,911140,50000,25,2,2,5,서울 마포구,9
5745,1523704,300213,3,3,4,3,3,3,4,911140,80000,24,2,2,5,서울 마포구,9
5746,1524304,300316,4,4,4,4,4,4,4,911140,60000,21,2,2,5,서울 마포구,9
5747,1146101,116724,4,4,4,4,4,4,4,911140,68000,67,5,2,14,서울 마포구,9
5748,1153703,103155,3,5,4,3,3,3,5,911140,100000,29,2,3,6,서울 마포구,9
5749,1155003,102242,3,4,4,3,3,3,5,911140,100000,21,2,3,6,서울 마포구,9
5750,1170302,300789,4,4,3,3,3,4,4,911140,20000,48,4,1,10,서울 마포구,9
5751,1170302,303099,4,4,3,4,4,4,4,911140,25000,48,4,1,10,서울 마포구,9
5752,1170302,303105,4,4,4,3,4,4,4,911140,25000,48,4,1,10,서울 마포구,9
5753,1175803,100786,3,3,3,3,3,3,4,911140,40000,17,1,1,1,서울 마포구,9
5754,1180501,118302,3,2,4,3,3,3,4,911140,459000,60,5,3,15,서울 마포구,9
5755,1180502,118302,3,2,4,3,3,3,4,911140,459000,60,5,3,15,서울 마포구,9
5756,1242801,100514,4,5,4,4,5,4,4,911140,135000,72,5,3,15,서울 마포구,9
5757,1242801,114357,3,5,3,4,5,4,4,911140,250000,72,5,3,15,서울 마포구,9
5758,1242802,100514,4,5,4,4,5,4,4,911140,135000,70,5,3,15,서울 마포구,9
5759,1242802,114357,3,5,3,4,5,4,4,911140,250000,70,5,3,15,서울 마포구,9
5760,1500101,101496,4,5,5,4,4,4,4,911140,200000,63,5,3,15,서울 마포구,9
5761,1535401,109918,4,4,4,5,5,4,5,911140,500000,68,5,3,15,서울 마포구,9
5762,1183602,303275,4,4,4,5,5,4,4,911140,50000,43,3,2,8,서울 마포구,9
5763,1311501,302444,3,4,4,3,3,3,4,911140,50000,32,3,2,8,서울 마포구,9
5764,1312601,302794,3,2,3,4,4,3,4,911140,77000,33,3,2,8,서울 마포구,9
5765,1231103,108720,4,5,4,4,4,4,5,911140,137500,17,1,3,3,서울 마포구,9
7005,1004601,102710,4,4,4,3,4,4,4,931210,60000,55,4,2,11,경기 이천시,9
7006,1004601,900109,4,4,4,3,4,4,4,931210,60000,55,4,2,11,경기 이천시,9
7007,1005801,119784,4,4,4,4,4,4,4,931210,75000,59,4,2,11,경기 이천시,9
7008,1005801,119794,4,3,4,4,4,4,4,931210,50000,59,4,2,11,경기 이천시,9
7009,1131302,114535,4,4,4,4,4,4,4,931210,50000,51,4,2,11,경기 이천시,9
7010,1147101,121036,4,4,4,4,4,4,4,931210,76500,59,4,2,11,경기 이천시,9
7011,1147102,121036,4,4,4,4,4,4,4,931210,76500,57,4,2,11,경기 이천시,9
7012,1208901,105250,4,4,4,4,4,4,4,931210,85000,55,4,2,11,경기 이천시,9
7013,1208902,105250,4,4,4,4,4,4,4,931210,85000,53,4,2,11,경기 이천시,9
7014,1280101,113316,4,4,4,4,4,4,4,931210,50000,55,4,2,11,경기 이천시,9
7015,1280102,113316,4,4,4,4,4,4,4,931210,50000,54,4,2,11,경기 이천시,9
7016,1524301,303250,4,4,4,4,3,4,4,931210,50000,55,4,2,11,경기 이천시,9
7017,1524302,303250,4,4,4,4,3,4,4,931210,50000,48,4,2,11,경기 이천시,9
7018,1004701,105800,4,4,4,4,4,4,4,931210,40000,80,6,1,16,경기 이천시,9
7019,1134401,114563,3,3,4,4,3,4,4,931210,6000,81,6,1,16,경기 이천시,9
7020,1004702,105800,4,4,4,4,4,4,4,931210,40000,75,5,1,13,경기 이천시,9
7021,1005301,119859,3,4,4,4,4,3,4,931210,25000,79,5,1,13,경기 이천시,9
7022,1007701,110940,3,4,4,3,3,5,4,931210,15000,74,5,1,13,경기 이천시,9
7023,1007702,110940,3,4,4,3,3,5,4,931210,15000,74,5,1,13,경기 이천시,9
7024,1012801,103058,4,4,4,4,4,3,5,931210,30000,69,5,1,13,경기 이천시,9
7025,1012801,119326,4,4,4,4,3,4,4,931210,20000,69,5,1,13,경기 이천시,9
7026,1012802,103058,4,4,4,4,4,3,5,931210,30000,67,5,1,13,경기 이천시,9
7027,1012802,119326,4,4,4,4,3,4,4,931210,20000,67,5,1,13,경기 이천시,9
7028,1172502,120043,4,4,4,4,4,4,4,931210,30000,76,5,1,13,경기 이천시,9
7029,1180201,103671,5,3,3,5,4,3,4,931210,30000,61,5,1,13,경기 이천시,9
7030,1186301,116449,3,4,4,4,4,4,4,931210,0,76,5,1,13,경기 이천시,9
7031,1186302,116449,3,4,4,4,4,4,4,931210,0,72,5,1,13,경기 이천시,9
7032,1500101,119907,4,4,4,4,4,4,4,931210,40000,63,5,1,13,경기 이천시,9
7033,1525801,121665,4,4,3,4,4,4,4,931210,16000,64,5,1,13,경기 이천시,9
7034,1005802,119784,4,4,4,4,4,4,4,931210,75000,86,6,2,17,경기 이천시,9
7035,1005802,119794,4,3,4,4,4,4,4,931210,50000,86,6,2,17,경기 이천시,9
7036,1033803,120857,4,5,4,5,5,4,4,931210,150000,36,3,3,9,경기 이천시,9
7037,1051104,110768,4,4,3,4,4,4,5,931210,147500,34,3,3,9,경기 이천시,9
7038,1145203,114370,4,3,3,3,4,4,4,931210,275000,33,3,3,9,경기 이천시,9
7039,1313701,110768,4,4,3,4,4,4,5,931210,147500,31,3,3,9,경기 이천시,9
7040,1332401,114370,4,3,3,3,4,4,4,931210,275000,36,3,3,9,경기 이천시,9
7041,1529101,109510,3,2,2,2,3,3,4,931210,120000,41,3,3,9,경기 이천시,9
7042,1529102,109510,3,2,2,2,3,3,4,931210,120000,41,3,3,9,경기 이천시,9
7043,1036401,104297,4,3,3,4,4,4,4,931210,76667,66,5,2,14,경기 이천시,9
7044,1036402,104297,4,3,3,4,4,4,4,931210,76667,63,5,2,14,경기 이천시,9
7045,1093402,120985,4,4,4,3,4,4,4,931210,50000,60,5,2,14,경기 이천시,9
7046,1525701,109118,4,4,4,4,4,3,4,931210,50000,60,5,2,14,경기 이천시,9
7047,1036404,104297,4,3,3,4,4,4,4,931210,76667,34,3,2,8,경기 이천시,9
7048,1133703,104561,4,4,5,4,3,3,4,931210,50000,35,3,2,8,경기 이천시,9
7049,1145203,105341,4,4,4,3,3,3,5,931210,50000,33,3,2,8,경기 이천시,9
7050,1145203,105343,4,4,4,3,3,3,5,931210,50000,33,3,2,8,경기 이천시,9
7051,1168703,108433,3,3,3,3,3,3,4,931210,50000,42,3,2,8,경기 이천시,9
7052,1332401,105341,4,4,4,3,3,3,5,931210,50000,36,3,2,8,경기 이천시,9
7053,1332401,105343,4,4,4,3,3,3,5,931210,50000,36,3,2,8,경기 이천시,9
7054,1534101,107576,4,4,4,4,4,4,4,931210,50000,38,3,2,8,경기 이천시,9
7055,1534102,107576,4,4,4,4,4,4,4,931210,50000,37,3,2,8,경기 이천시,9
7056,1044801,120821,4,5,4,5,5,4,4,931210,42222,44,3,1,7,경기 이천시,9
7057,1044802,120821,4,5,4,5,5,4,4,931210,42222,43,3,1,7,경기 이천시,9
7058,1133204,300515,4,4,4,4,4,4,5,931210,11900,31,3,1,7,경기 이천시,9
7059,1133204,301052,5,5,4,5,5,5,5,931210,20000,31,3,1,7,경기 이천시,9
7060,1153406,107055,4,4,4,3,3,4,5,931210,25000,34,3,1,7,경기 이천시,9
7061,1183805,303401,4,4,3,4,4,4,4,931210,0,34,3,1,7,경기 이천시,9
7062,1311901,300515,4,4,4,4,4,4,5,931210,11900,31,3,1,7,경기 이천시,9
7063,1311901,301052,5,5,4,5,5,5,5,931210,20000,31,3,1,7,경기 이천시,9
7064,1327801,107055,4,4,4,3,3,4,5,931210,25000,33,3,1,7,경기 이천시,9
7065,1508701,303169,3,5,4,4,4,4,5,931210,20000,38,3,1,7,경기 이천시,9
