,PID,M_ID,nature,traffic,food,info,facility,kind,total,loc_code,money,age,age_group,money_group,label_group,a_c,all
4328,1054903,110730,5,4,4,4,4,4,5,931370,160000,27,2,3,6,경기 가평군,4
4329,1162704,105737,4,4,4,4,4,4,4,931370,100000,23,2,3,6,경기 가평군,4
4330,1166705,302306,4,4,4,4,4,4,4,931370,100000,20,2,3,6,경기 가평군,4
4331,1181604,110562,4,3,4,3,4,4,4,931370,100000,26,2,3,6,경기 가평군,4
4332,1181604,118274,4,3,4,3,3,3,4,931370,150000,26,2,3,6,경기 가평군,4
4333,1186503,121628,4,4,4,4,4,4,4,931370,100000,25,2,3,6,경기 가평군,4
4334,1195303,122030,5,3,4,3,4,4,4,931370,100000,28,2,3,6,경기 가평군,4
4335,1221003,300239,3,1,3,3,3,3,3,931370,110000,24,2,3,6,경기 가평군,4
4336,1306201,117946,4,4,4,4,4,4,4,931370,100000,28,2,3,6,경기 가평군,4
4337,1517303,122666,4,4,4,4,4,4,4,931370,100000,21,2,3,6,경기 가평군,4
4338,1027004,121041,4,4,4,4,4,4,4,931370,40000,19,1,1,1,경기 가평군,4
4339,1075103,110246,4,3,3,4,4,4,4,931370,32500,17,1,1,1,경기 가평군,4
4340,1117703,301972,3,3,3,4,4,3,3,931370,30000,19,1,1,1,경기 가평군,4
4341,1153203,104521,4,3,3,4,3,4,3,931370,40000,16,1,1,1,경기 가평군,4
4342,1169104,105628,4,4,4,4,3,4,4,931370,40000,19,1,1,1,경기 가평군,4
4343,1169104,900244,4,4,4,4,3,4,4,931370,40000,19,1,1,1,경기 가평군,4
4344,1178204,117404,5,4,4,4,4,4,4,931370,37500,19,1,1,1,경기 가평군,4
4345,1183004,121044,4,4,4,4,4,4,4,931370,20000,18,1,1,1,경기 가평군,4
4346,1183005,121044,4,4,4,4,4,4,4,931370,20000,16,1,1,1,경기 가평군,4
4347,1185903,301962,5,3,3,4,4,4,4,931370,0,19,1,1,1,경기 가평군,4
4348,1185903,301964,5,4,4,4,4,4,5,931370,22500,19,1,1,1,경기 가평군,4
4349,1185903,301966,5,4,4,4,4,4,5,931370,16250,19,1,1,1,경기 가평군,4
4350,1185903,302107,5,5,3,4,4,4,4,931370,16250,19,1,1,1,경기 가평군,4
4351,1185903,302111,5,4,3,3,3,3,4,931370,25000,19,1,1,1,경기 가평군,4
4352,1185903,302117,4,4,3,4,3,3,3,931370,7500,19,1,1,1,경기 가평군,4
4353,1185904,301962,5,3,3,4,4,4,4,931370,0,15,1,1,1,경기 가평군,4
4354,1185904,301964,5,4,4,4,4,4,5,931370,22500,15,1,1,1,경기 가평군,4
4355,1185904,301966,5,4,4,4,4,4,5,931370,16250,15,1,1,1,경기 가평군,4
4356,1185904,302107,5,5,3,4,4,4,4,931370,16250,15,1,1,1,경기 가평군,4
4357,1185904,302111,5,4,3,3,3,3,4,931370,25000,15,1,1,1,경기 가평군,4
4358,1185904,302117,4,4,3,4,3,3,3,931370,7500,15,1,1,1,경기 가평군,4
4359,1512603,110348,4,4,3,4,4,4,4,931370,25000,15,1,1,1,경기 가평군,4
4360,1523606,110230,4,4,3,4,4,4,3,931370,25000,19,1,1,1,경기 가평군,4
4361,1524805,117469,4,3,4,4,4,4,5,931370,40000,17,1,1,1,경기 가평군,4
4362,1527703,121307,4,4,4,4,4,4,5,931370,25000,19,1,1,1,경기 가평군,4
4363,1527704,121307,4,4,4,4,4,4,5,931370,25000,16,1,1,1,경기 가평군,4
4364,1532104,119061,4,3,4,4,4,4,4,931370,33333,16,1,1,1,경기 가평군,4
4365,1031901,108002,5,4,4,5,4,4,4,931370,66667,61,5,2,14,경기 가평군,4
4366,1031902,108002,5,4,4,5,4,4,4,931370,66667,60,5,2,14,경기 가평군,4
4367,1032401,107918,4,5,5,4,5,5,4,931370,75000,73,5,2,14,경기 가평군,4
4368,1100901,109773,4,4,4,4,4,4,3,931370,83333,66,5,2,14,경기 가평군,4
4369,1102601,108733,5,4,3,4,4,4,4,931370,75000,62,5,2,14,경기 가평군,4
4370,1102602,108733,5,4,3,4,4,4,4,931370,75000,63,5,2,14,경기 가평군,4
4371,1107001,118223,3,3,4,3,3,3,4,931370,50000,68,5,2,14,경기 가평군,4
4372,1179202,102856,4,4,4,4,4,4,4,931370,50000,66,5,2,14,경기 가평군,4
4373,1182101,110192,4,4,4,4,4,4,4,931370,72000,67,5,2,14,경기 가평군,4
4374,1217403,119693,5,4,4,4,4,4,5,931370,60000,75,5,2,14,경기 가평군,4
4375,1508402,110834,4,5,4,4,4,4,4,931370,50000,62,5,2,14,경기 가평군,4
4376,1508402,118413,3,3,3,3,3,3,3,931370,70000,62,5,2,14,경기 가평군,4
4377,1524701,118096,5,4,4,4,4,4,5,931370,50000,63,5,2,14,경기 가평군,4
4378,1527401,108139,4,4,4,4,4,4,4,931370,50000,73,5,2,14,경기 가평군,4
4379,1528802,301422,4,4,4,4,4,4,4,931370,50000,63,5,2,14,경기 가평군,4
4380,1528802,301427,4,4,4,4,4,4,4,931370,50000,63,5,2,14,경기 가평군,4
4381,1041803,110272,5,4,4,4,4,4,4,931370,50000,17,1,2,2,경기 가평군,4
4382,1161903,123115,4,4,4,3,3,4,4,931370,52222,15,1,2,2,경기 가평군,4
4383,1162905,123082,5,4,5,4,4,4,4,931370,50000,19,1,2,2,경기 가평군,4
4384,1164903,302191,4,3,3,3,3,3,4,931370,50000,17,1,2,2,경기 가평군,4
4385,1169104,121037,4,4,4,3,4,4,4,931370,66667,19,1,2,2,경기 가평군,4
4386,1002303,119525,4,4,4,4,4,4,4,931190,50000,53,4,2,11,경기 용인시,8
4387,1181001,110474,4,4,5,4,3,4,4,931190,50000,58,4,2,11,경기 용인시,8
4388,1181002,110474,4,4,5,4,3,4,4,931190,50000,55,4,2,11,경기 용인시,8
4389,1181006,110474,4,4,5,4,3,4,4,931190,50000,48,4,2,11,경기 용인시,8
4390,1185901,301589,5,5,4,5,5,5,5,931190,67500,52,4,2,11,경기 용인시,8
4391,1500502,108071,4,4,4,3,4,5,4,931190,62500,46,4,2,11,경기 용인시,8
4392,1513001,110371,5,4,3,4,4,4,4,931190,55000,49,4,2,11,경기 용인시,8
4393,1532101,107203,4,3,3,4,4,4,4,931190,50000,47,4,2,11,경기 용인시,8
4394,1002307,119525,4,4,4,4,4,4,4,931190,50000,44,3,2,8,경기 용인시,8
4395,1003304,302797,5,5,4,4,4,5,5,931190,75000,34,3,2,8,경기 용인시,8
4396,1012702,103654,5,3,3,4,4,4,4,931190,50000,44,3,2,8,경기 용인시,8
4397,1041201,108608,4,4,2,4,5,4,5,931190,83333,43,3,2,8,경기 용인시,8
4398,1041202,108608,4,4,2,4,5,4,5,931190,83333,43,3,2,8,경기 용인시,8
4399,1051104,110769,4,4,3,3,3,3,5,931190,55000,34,3,2,8,경기 용인시,8
4400,1051901,108309,5,3,3,4,4,4,4,931190,60000,43,3,2,8,경기 용인시,8
4401,1051902,108309,5,3,3,4,4,4,4,931190,60000,42,3,2,8,경기 용인시,8
4402,1105104,117803,3,4,4,3,3,3,4,931190,75000,35,3,2,8,경기 용인시,8
4403,1153406,107057,4,4,4,5,5,5,5,931190,75000,34,3,2,8,경기 용인시,8
4404,1182604,104874,4,4,4,4,4,4,4,931190,50000,34,3,2,8,경기 용인시,8
4405,1184501,120972,4,4,3,3,4,3,3,931190,61000,42,3,2,8,경기 용인시,8
4406,1184502,120972,4,4,3,3,4,3,3,931190,61000,42,3,2,8,경기 용인시,8
4407,1185902,301589,5,5,4,5,5,5,5,931190,67500,45,3,2,8,경기 용인시,8
4408,1270003,102061,4,3,4,4,4,4,4,931190,50000,43,3,2,8,경기 용인시,8
4409,1307201,117803,3,4,4,3,3,3,4,931190,75000,34,3,2,8,경기 용인시,8
4410,1312001,104874,4,4,4,4,4,4,4,931190,50000,31,3,2,8,경기 용인시,8
4411,1312601,302797,5,5,4,4,4,5,5,931190,75000,33,3,2,8,경기 용인시,8
4412,1313701,110769,4,4,3,3,3,3,5,931190,55000,31,3,2,8,경기 용인시,8
4413,1327801,107057,4,4,4,5,5,5,5,931190,75000,33,3,2,8,경기 용인시,8
4414,1500501,108071,4,4,4,3,4,5,4,931190,62500,41,3,2,8,경기 용인시,8
4415,1505901,302700,5,3,4,4,4,4,4,931190,75000,39,3,2,8,경기 용인시,8
4416,1505902,302700,5,3,4,4,4,4,4,931190,75000,32,3,2,8,경기 용인시,8
4417,1512401,109820,5,4,3,4,4,4,4,931190,75000,44,3,2,8,경기 용인시,8
4418,1512402,109820,5,4,3,4,4,4,4,931190,75000,41,3,2,8,경기 용인시,8
4419,1513002,110371,5,4,3,4,4,4,4,931190,55000,45,3,2,8,경기 용인시,8
4420,1524001,118476,4,3,4,4,4,4,4,931190,50000,39,3,2,8,경기 용인시,8
4421,1524002,118476,4,3,4,4,4,4,4,931190,50000,37,3,2,8,경기 용인시,8
4422,1527601,119372,4,3,4,4,4,4,5,931190,66667,41,3,2,8,경기 용인시,8
4423,1527602,119372,4,3,4,4,4,4,5,931190,66667,39,3,2,8,경기 용인시,8
4424,1527608,119372,4,3,4,4,4,4,5,931190,66667,37,3,2,8,경기 용인시,8
4425,1532102,107203,4,3,3,4,4,4,4,931190,50000,43,3,2,8,경기 용인시,8
4426,1532201,106558,4,3,3,4,4,4,4,931190,50000,38,3,2,8,경기 용인시,8
4427,1532202,106558,4,3,3,4,4,4,4,931190,50000,38,3,2,8,경기 용인시,8
4428,1532602,300174,5,4,4,4,4,4,3,931190,50000,43,3,2,8,경기 용인시,8
4429,1003201,110356,5,5,4,4,4,4,5,931190,16667,77,5,1,13,경기 용인시,8
4430,1003201,123248,4,4,4,4,4,5,5,931190,25000,77,5,1,13,경기 용인시,8
4431,1003202,110356,5,5,4,4,4,4,5,931190,16667,74,5,1,13,경기 용인시,8
4432,1003202,123248,4,4,4,4,4,5,5,931190,25000,74,5,1,13,경기 용인시,8
4433,1035201,104255,3,4,4,4,3,3,4,931190,20000,79,5,1,13,경기 용인시,8
4434,1137102,104625,4,3,4,4,4,4,4,931190,0,65,5,1,13,경기 용인시,8
4435,1167201,116499,5,4,4,4,4,4,4,931190,5000,76,5,1,13,경기 용인시,8
4436,1012802,119332,4,4,4,3,4,5,4,931190,50000,67,5,2,14,경기 용인시,8
4437,1153402,100464,5,5,5,5,5,5,5,931190,60000,60,5,2,14,경기 용인시,8
4438,1240301,115624,4,4,5,5,5,5,5,931190,55000,72,5,2,14,경기 용인시,8
4439,1525701,109116,5,4,3,3,4,3,4,931190,50000,60,5,2,14,경기 용인시,8
4440,1525702,109116,5,4,3,3,4,3,4,931190,50000,60,5,2,14,경기 용인시,8
4441,1014901,106947,5,5,5,5,5,5,5,931190,300000,50,4,3,12,경기 용인시,8
4442,1014902,122789,4,5,5,4,5,5,5,931190,200000,47,4,3,12,경기 용인시,8
4443,1014902,122792,4,4,4,4,4,4,4,931190,300000,47,4,3,12,경기 용인시,8
4444,1052801,122451,4,4,4,4,4,4,4,931190,200000,57,4,3,12,경기 용인시,8
4445,1121701,102554,4,4,4,4,4,4,4,931190,125000,50,4,3,12,경기 용인시,8
4446,1121702,102554,4,4,4,4,4,4,4,931190,125000,50,4,3,12,경기 용인시,8
4447,1147101,109160,4,4,4,4,4,4,4,931190,125000,59,4,3,12,경기 용인시,8
4448,1147101,121027,5,4,4,5,5,5,5,931190,187500,59,4,3,12,경기 용인시,8
4449,1147101,121029,5,4,4,5,5,5,5,931190,191667,59,4,3,12,경기 용인시,8
4450,1147102,109160,4,4,4,4,4,4,4,931190,125000,57,4,3,12,경기 용인시,8
4451,1147102,121027,5,4,4,5,5,5,5,931190,187500,57,4,3,12,경기 용인시,8
4452,1147102,121029,5,4,4,5,5,5,5,931190,191667,57,4,3,12,경기 용인시,8
4453,1154401,302484,4,3,3,3,4,4,4,931190,200000,48,4,3,12,경기 용인시,8
4454,1186402,117981,4,3,3,4,4,4,5,931190,230000,54,4,3,12,경기 용인시,8
4455,1207101,119566,5,4,4,4,4,4,4,931190,100000,48,4,3,12,경기 용인시,8
4456,1244601,114166,4,4,4,4,5,4,5,931190,116667,48,4,3,12,경기 용인시,8
4457,1500502,119890,4,3,4,4,4,4,4,931190,100000,46,4,3,12,경기 용인시,8
4458,1523701,300746,5,4,4,4,4,4,4,931190,200000,53,4,3,12,경기 용인시,8
4459,1523702,300746,5,4,4,4,4,4,4,931190,200000,51,4,3,12,경기 용인시,8
4460,1019302,118810,4,4,4,4,4,4,4,931190,180000,43,3,3,9,경기 용인시,8
4461,1045605,302449,4,2,5,4,4,4,4,931190,116667,33,3,3,9,경기 용인시,8
4462,1051103,102116,4,4,4,4,5,5,5,931190,100000,37,3,3,9,경기 용인시,8
4463,1051105,102116,4,4,4,4,5,5,5,931190,100000,43,3,3,9,경기 용인시,8
4464,1078001,103515,4,4,3,3,4,3,4,931190,175000,45,3,3,9,경기 용인시,8
4465,1078002,103515,4,4,3,3,4,3,4,931190,175000,44,3,3,9,경기 용인시,8
4466,1099101,107483,3,4,3,4,4,4,3,931190,100000,40,3,3,9,경기 용인시,8
4467,1099103,107483,3,4,3,4,4,4,3,931190,100000,40,3,3,9,경기 용인시,8
4468,1099201,108307,3,4,3,4,4,4,3,931190,150000,40,3,3,9,경기 용인시,8
4469,1099202,108307,3,4,3,4,4,4,3,931190,150000,38,3,3,9,경기 용인시,8
4470,1099502,117449,3,4,3,4,4,4,4,931190,100000,36,3,3,9,경기 용인시,8
4471,1134503,106178,3,3,3,4,5,4,4,931190,200000,32,3,3,9,경기 용인시,8
4472,1134504,106189,3,3,4,4,4,4,4,931190,250000,30,3,3,9,경기 용인시,8
4473,1140501,114070,3,4,2,4,4,4,4,931190,250000,39,3,3,9,경기 용인시,8
4474,1140502,114070,3,4,2,4,4,4,4,931190,250000,39,3,3,9,경기 용인시,8
4475,1148404,109859,4,4,4,4,4,4,4,931190,177000,30,3,3,9,경기 용인시,8
4476,1148502,116773,4,4,4,4,4,4,4,931190,125000,32,3,3,9,경기 용인시,8
4477,1150501,105544,3,4,4,3,3,4,4,931190,125000,42,3,3,9,경기 용인시,8
4478,1150502,105544,3,4,4,3,3,4,4,931190,125000,41,3,3,9,경기 용인시,8
4479,1154402,302484,4,3,3,3,4,4,4,931190,200000,44,3,3,9,경기 용인시,8
4480,1154602,119231,4,4,4,4,4,4,5,931190,150000,39,3,3,9,경기 용인시,8
4481,1165603,110529,4,4,4,4,4,4,4,931190,120000,32,3,3,9,경기 용인시,8
4482,1166501,302455,4,3,3,4,4,4,4,931190,131450,38,3,3,9,경기 용인시,8
4483,1166502,302455,4,3,3,4,4,4,4,931190,131450,38,3,3,9,경기 용인시,8
4484,1174101,121269,4,4,4,3,3,4,4,931190,100000,44,3,3,9,경기 용인시,8
4485,1174101,121264,4,4,4,4,4,4,4,931190,200000,44,3,3,9,경기 용인시,8
4486,1180104,109011,4,4,4,4,4,4,5,931190,200000,41,3,3,9,경기 용인시,8
4487,1199701,110490,4,4,4,4,4,4,4,931190,155000,43,3,3,9,경기 용인시,8
4488,1199702,110490,4,4,4,4,4,4,4,931190,155000,42,3,3,9,경기 용인시,8
4489,1207102,119566,5,4,4,4,4,4,4,931190,100000,44,3,3,9,경기 용인시,8
4490,1236601,115311,4,4,4,4,4,4,4,931190,100000,38,3,3,9,경기 용인시,8
4491,1236602,115311,4,4,4,4,4,4,4,931190,100000,35,3,3,9,경기 용인시,8
4492,1244602,114166,4,4,4,4,5,4,5,931190,116667,44,3,3,9,경기 용인시,8
4493,1311501,302449,4,2,5,4,4,4,4,931190,116667,32,3,3,9,경기 용인시,8
4494,1500501,119890,4,3,4,4,4,4,4,931190,100000,41,3,3,9,경기 용인시,8
4495,1505201,120898,4,4,4,5,5,5,4,931190,145000,38,3,3,9,경기 용인시,8
4496,1505202,120898,4,4,4,5,5,5,4,931190,145000,33,3,3,9,경기 용인시,8
4497,1506402,118525,4,4,4,4,5,5,4,931190,200000,39,3,3,9,경기 용인시,8
4498,1508101,110576,3,3,2,4,4,4,3,931190,300000,42,3,3,9,경기 용인시,8
4499,1508102,110576,3,3,2,4,4,4,3,931190,300000,41,3,3,9,경기 용인시,8
4500,1508701,301611,4,4,4,5,5,5,4,931190,100000,38,3,3,9,경기 용인시,8
4501,1508702,301611,4,4,4,5,5,5,4,931190,100000,36,3,3,9,경기 용인시,8
4502,1509502,302410,3,4,4,5,5,5,3,931190,150000,33,3,3,9,경기 용인시,8
4503,1509802,121069,4,4,4,5,5,4,4,931190,150000,35,3,3,9,경기 용인시,8
4504,1509802,121065,4,4,4,5,5,4,4,931190,160000,35,3,3,9,경기 용인시,8
4505,1509802,121057,4,4,4,5,5,5,4,931190,145000,35,3,3,9,경기 용인시,8
4506,1510704,105093,4,3,4,4,3,4,4,931190,120000,34,3,3,9,경기 용인시,8
4507,1524001,118475,4,4,3,4,4,4,4,931190,135000,39,3,3,9,경기 용인시,8
4508,1524001,118484,4,4,4,4,4,4,4,931190,175000,39,3,3,9,경기 용인시,8
4509,1524001,118491,4,4,4,4,4,4,4,931190,150000,39,3,3,9,경기 용인시,8
4510,1524002,118475,4,4,3,4,4,4,4,931190,135000,37,3,3,9,경기 용인시,8
4511,1524002,118484,4,4,4,4,4,4,4,931190,175000,37,3,3,9,경기 용인시,8
4512,1524002,118491,4,4,4,4,4,4,4,931190,150000,37,3,3,9,경기 용인시,8
4513,1527601,109025,4,3,4,4,4,4,5,931190,100000,41,3,3,9,경기 용인시,8
4514,1527602,109025,4,3,4,4,4,4,5,931190,100000,39,3,3,9,경기 용인시,8
4515,1527901,108594,4,4,4,4,4,4,4,931190,150000,35,3,3,9,경기 용인시,8
4516,1527902,108594,4,4,4,4,4,4,4,931190,150000,34,3,3,9,경기 용인시,8
4517,1529101,108624,3,2,2,3,3,3,3,931190,125000,41,3,3,9,경기 용인시,8
4518,1529102,108624,3,2,2,3,3,3,3,931190,125000,41,3,3,9,경기 용인시,8
4519,1041203,108608,4,4,2,4,5,4,5,931190,83333,15,1,2,2,경기 용인시,8
4520,1098703,108236,5,4,4,4,4,4,5,931190,50000,15,1,2,2,경기 용인시,8
4521,1185903,301589,5,5,4,5,5,5,5,931190,67500,19,1,2,2,경기 용인시,8
4522,1185903,301596,4,4,4,4,4,4,5,931190,55000,19,1,2,2,경기 용인시,8
4523,1185904,301589,5,5,4,5,5,5,5,931190,67500,15,1,2,2,경기 용인시,8
4524,1231603,105661,3,3,2,3,3,3,4,931190,82500,17,1,2,2,경기 용인시,8
4525,1532603,300174,5,4,4,4,4,4,3,931190,50000,15,1,2,2,경기 용인시,8
4526,1054402,106816,3,3,4,3,3,4,4,931190,20000,43,3,1,7,경기 용인시,8
4527,1132301,302215,4,3,4,4,4,4,4,931190,45000,43,3,1,7,경기 용인시,8
4528,1132302,302215,4,3,4,4,4,4,4,931190,45000,38,3,1,7,경기 용인시,8
4529,1132401,110069,4,3,4,4,4,4,4,931190,37500,40,3,1,7,경기 용인시,8
4530,1132401,110070,4,3,4,4,4,4,4,931190,37500,40,3,1,7,경기 용인시,8
4531,1132402,110069,4,3,4,4,4,4,4,931190,37500,38,3,1,7,경기 용인시,8
4532,1132402,110070,4,3,4,4,4,4,4,931190,37500,38,3,1,7,경기 용인시,8
4533,1134303,302398,5,5,4,5,5,5,5,931190,10000,37,3,1,7,경기 용인시,8
4534,1137001,301182,3,4,4,4,3,3,3,931190,37500,43,3,1,7,경기 용인시,8
4535,1137002,301182,3,4,4,4,3,3,3,931190,37500,43,3,1,7,경기 용인시,8
4536,1145203,105351,4,4,3,3,4,3,4,931190,30000,33,3,1,7,경기 용인시,8
4537,1145203,114372,4,4,3,4,4,4,4,931190,20000,33,3,1,7,경기 용인시,8
4538,1145203,114374,4,4,3,2,3,3,4,931190,30000,33,3,1,7,경기 용인시,8
4539,1154901,100517,5,4,5,5,5,5,5,931190,15000,44,3,1,7,경기 용인시,8
4540,1154902,100517,5,4,5,5,5,5,5,931190,15000,39,3,1,7,경기 용인시,8
4541,1183102,301143,3,3,3,3,3,3,3,931190,15000,44,3,1,7,경기 용인시,8
4542,1183804,302225,4,4,4,4,4,4,4,931190,0,37,3,1,7,경기 용인시,8
4543,1185902,301594,5,5,4,4,4,4,4,931190,32500,45,3,1,7,경기 용인시,8
4544,1185902,301595,3,4,3,4,4,4,3,931190,0,45,3,1,7,경기 용인시,8
4545,1185902,302873,5,5,5,5,5,5,5,931190,43333,45,3,1,7,경기 용인시,8
4546,1185902,302875,5,5,5,5,5,5,5,931190,4000,45,3,1,7,경기 용인시,8
4547,1185902,303128,4,4,4,4,4,3,5,931190,32000,45,3,1,7,경기 용인시,8
4548,1227103,112445,4,3,3,3,3,3,4,931190,33333,31,3,1,7,경기 용인시,8
4549,1302501,302398,5,5,4,5,5,5,5,931190,10000,40,3,1,7,경기 용인시,8
4550,1332401,105351,4,4,3,3,4,3,4,931190,30000,36,3,1,7,경기 용인시,8
4551,1506002,302934,4,4,4,4,4,4,4,931190,0,35,3,1,7,경기 용인시,8
4552,1508701,303167,3,4,4,4,5,5,5,931190,45000,38,3,1,7,경기 용인시,8
4553,1508702,303167,3,4,4,4,5,5,5,931190,45000,36,3,1,7,경기 용인시,8
4554,1532102,107201,4,4,4,4,4,4,4,931190,41667,43,3,1,7,경기 용인시,8
4555,1532601,300177,4,4,4,4,3,4,4,931190,10000,43,3,1,7,경기 용인시,8
4556,1532601,301225,3,3,3,3,3,3,4,931190,33333,43,3,1,7,경기 용인시,8
4557,1532602,301220,4,4,4,4,4,3,4,931190,20000,43,3,1,7,경기 용인시,8
4558,1532602,301225,3,3,3,3,3,3,4,931190,33333,43,3,1,7,경기 용인시,8
4559,1057201,109383,5,5,4,5,5,5,4,931190,50000,81,6,2,17,경기 용인시,8
4560,1057202,109383,5,5,4,5,5,5,4,931190,50000,80,6,2,17,경기 용인시,8
4561,1181003,110474,4,4,5,4,3,4,4,931190,50000,83,6,2,17,경기 용인시,8
4562,1057201,119046,5,4,4,5,5,5,4,931190,0,81,6,1,16,경기 용인시,8
4563,1057202,119046,5,4,4,5,5,5,4,931190,0,80,6,1,16,경기 용인시,8
4564,1187302,104705,5,3,5,4,4,4,5,931190,0,81,6,1,16,경기 용인시,8
4565,1076903,121486,5,5,4,5,5,4,4,931190,100000,21,2,3,6,경기 용인시,8
4566,1098303,119084,4,4,4,4,4,4,4,931190,121000,20,2,3,6,경기 용인시,8
4567,1134903,110091,4,3,3,4,4,4,4,931190,100000,26,2,3,6,경기 용인시,8
4568,1186704,100929,4,4,4,4,4,4,4,931190,175000,26,2,3,6,경기 용인시,8
4569,1195303,108298,5,3,4,4,5,4,4,931190,100000,28,2,3,6,경기 용인시,8
4570,1523703,300746,5,4,4,4,4,4,4,931190,200000,26,2,3,6,경기 용인시,8
4571,1523704,300746,5,4,4,4,4,4,4,931190,200000,24,2,3,6,경기 용인시,8
4572,1525904,108450,5,3,3,4,3,4,4,931190,100000,20,2,3,6,경기 용인시,8
4573,1121503,102644,3,4,4,3,5,4,5,931190,25000,19,1,1,1,경기 용인시,8
4574,1121503,900105,3,4,4,3,5,4,5,931190,25000,19,1,1,1,경기 용인시,8
4575,1175803,116867,3,3,3,3,4,4,3,931190,35000,17,1,1,1,경기 용인시,8
4576,1183004,105224,5,4,4,4,3,4,4,931190,20000,18,1,1,1,경기 용인시,8
4577,1183504,109856,4,4,3,4,4,4,3,931190,48000,17,1,1,1,경기 용인시,8
4578,1185903,301594,5,5,4,4,4,4,4,931190,32500,19,1,1,1,경기 용인시,8
4579,1185903,301595,3,4,3,4,4,4,3,931190,0,19,1,1,1,경기 용인시,8
4580,1185903,302873,5,5,5,5,5,5,5,931190,43333,19,1,1,1,경기 용인시,8
4581,1185903,302875,5,5,5,5,5,5,5,931190,4000,19,1,1,1,경기 용인시,8
4582,1185903,303229,4,4,4,4,3,4,5,931190,28000,19,1,1,1,경기 용인시,8
4583,1185904,301594,5,5,4,4,4,4,4,931190,32500,15,1,1,1,경기 용인시,8
4584,1185904,301595,3,4,3,4,4,4,3,931190,0,15,1,1,1,경기 용인시,8
4585,1185904,302873,5,5,5,5,5,5,5,931190,43333,15,1,1,1,경기 용인시,8
4586,1185904,302875,5,5,5,5,5,5,5,931190,4000,15,1,1,1,경기 용인시,8
4587,1532104,107201,4,4,4,4,4,4,4,931190,41667,16,1,1,1,경기 용인시,8
4588,1532603,301220,4,4,4,4,4,3,4,931190,20000,15,1,1,1,경기 용인시,8
4589,1532603,301225,3,3,3,3,3,3,4,931190,33333,15,1,1,1,경기 용인시,8
4590,1126003,113583,5,4,4,4,4,4,5,931190,103333,15,1,3,3,경기 용인시,8
4591,1131305,114518,4,3,3,5,5,5,4,931190,100000,16,1,3,3,경기 용인시,8
4592,1176603,119778,5,4,4,4,4,5,5,931190,228000,16,1,3,3,경기 용인시,8
4593,1185903,301802,5,5,3,4,4,4,5,931190,105000,19,1,3,3,경기 용인시,8
4594,1185903,301961,5,5,3,4,4,5,5,931190,130000,19,1,3,3,경기 용인시,8
4595,1186706,100929,4,4,4,4,4,4,4,931190,175000,19,1,3,3,경기 용인시,8
4596,1200103,118552,4,4,4,3,4,4,4,931190,120000,15,1,3,3,경기 용인시,8
4597,1244603,114166,4,4,4,4,5,4,5,931190,116667,17,1,3,3,경기 용인시,8
4598,1512603,119200,5,4,4,4,4,4,5,931190,100000,15,1,3,3,경기 용인시,8
4599,1133202,303689,3,4,4,4,4,4,4,931190,23000,58,4,1,10,경기 용인시,8
4600,1153702,103136,4,4,4,4,4,4,5,931190,40000,59,4,1,10,경기 용인시,8
4601,1169102,105625,4,5,4,5,4,5,4,931190,10000,53,4,1,10,경기 용인시,8
4602,1183101,301143,3,3,3,3,3,3,3,931190,15000,48,4,1,10,경기 용인시,8
4603,1185901,301594,5,5,4,4,4,4,4,931190,32500,52,4,1,10,경기 용인시,8
4604,1185901,301595,3,4,3,4,4,4,3,931190,0,52,4,1,10,경기 용인시,8
4605,1532101,107201,4,4,4,4,4,4,4,931190,41667,47,4,1,10,경기 용인시,8
4606,1133803,302201,4,3,2,4,3,3,4,931190,60000,21,2,2,5,경기 용인시,8
4607,1135803,109400,4,4,4,3,4,4,4,931190,50000,26,2,2,5,경기 용인시,8
4608,1183003,121056,4,4,3,5,4,4,4,931190,55000,21,2,2,5,경기 용인시,8
4609,1523703,300784,3,5,3,3,4,3,3,931190,50000,26,2,2,5,경기 용인시,8
4610,1144501,114878,4,3,4,4,4,4,4,931190,200000,61,5,3,15,경기 용인시,8
4611,1191802,101957,4,4,4,4,4,4,3,931190,150000,70,5,3,15,경기 용인시,8
4612,1508402,110836,4,4,3,3,4,3,4,931190,100000,62,5,3,15,경기 용인시,8
4613,1509501,302410,3,4,4,5,5,5,3,931190,150000,65,5,3,15,경기 용인시,8
4614,1146903,105859,5,5,4,4,4,4,4,931190,24000,20,2,1,4,경기 용인시,8
4615,1183003,105220,4,4,4,4,5,4,4,931190,25000,21,2,1,4,경기 용인시,8
4616,1183003,105222,4,4,4,4,4,4,4,931190,30000,21,2,1,4,경기 용인시,8
4617,1532404,109614,3,3,3,3,3,3,3,931190,25000,20,2,1,4,경기 용인시,8
