PID,M_ID,nature,culture,traffic,accom,food,shopping,info,facility,kind,program,price,cong,total
1100101,110140,4,5,4,4,3,3,4,4,4,4,4,3,4
1100101,117712,4,3,5,3,4,4,4,4,4,3,3,3,3
1100101,117715,3,3,4,3,3,3,4,3,3,3,4,3,3
1100102,110149,4,4,4,4,3,4,4,4,4,4,3,3,4
1100102,110140,4,5,4,4,3,3,4,4,4,4,4,3,4
1100102,117712,4,3,5,3,4,4,4,4,4,3,3,3,3
1100102,117715,3,3,4,3,3,3,4,3,3,3,4,3,3
1100501,107067,4,4,4,3,3,3,4,4,4,4,3,3,4
1100501,107062,4,4,4,4,4,4,4,4,4,4,3,3,4
1100501,117748,4,4,4,4,3,3,4,4,4,4,4,4,4
1100502,107062,4,4,4,4,4,4,4,4,4,4,3,3,4
1100502,117979,4,4,4,4,4,3,4,4,4,4,3,4,4
1100502,117748,4,4,4,4,3,3,4,4,4,4,4,4,4
1100601,107449,3,4,4,4,4,3,4,4,4,4,3,3,4
1100601,107458,4,4,4,4,3,4,4,4,4,4,3,3,4
1100601,117992,3,4,4,4,4,4,4,4,4,4,4,3,4
1100602,107449,3,4,4,4,4,3,4,4,4,4,3,3,4
1100602,107463,4,4,4,4,3,4,4,4,4,4,4,4,4
1100901,109783,3,4,4,4,3,3,3,4,4,4,3,3,4
1100901,109773,4,3,4,3,4,4,4,4,4,3,4,4,3
1100901,118097,3,4,4,4,4,4,4,5,5,4,4,4,4
1100902,109773,4,3,4,3,4,4,4,4,4,3,4,4,3
1100902,109793,4,3,4,3,3,4,4,4,4,3,4,4,3
1100903,109773,4,3,4,3,4,4,4,4,4,3,4,4,3
1100903,109804,4,4,4,4,3,3,4,4,4,4,3,3,4
1101001,118121,3,4,4,4,4,4,4,4,4,4,4,4,4
1101201,104911,4,4,4,4,3,3,3,3,4,4,3,3,4
1101201,104936,4,3,4,3,3,4,3,3,4,3,3,3,3
1101201,119007,4,4,4,4,3,4,4,4,4,4,4,4,4
1101202,104950,4,4,4,4,4,4,4,4,5,4,4,3,4
1101202,104911,4,4,4,4,3,3,3,3,4,4,3,3,4
1101202,900212,4,4,4,4,4,4,4,4,5,4,4,3,4
1101202,119007,4,4,4,4,3,4,4,4,4,4,4,4,4
1101203,104911,4,4,4,4,3,3,3,3,4,4,3,3,4
1101203,105294,3,4,4,4,3,4,4,4,4,4,4,4,4
1101203,900230,3,4,4,4,3,4,4,4,4,4,4,4,4
1101203,119019,4,4,4,4,4,4,4,3,4,4,4,4,4
1101203,119007,4,4,4,4,3,4,4,4,4,4,4,4,4
1101301,107354,4,4,4,4,3,4,4,4,4,4,3,4,4
1101301,107360,4,4,4,4,3,4,3,3,4,4,3,3,4
1101302,106791,4,4,4,4,3,4,4,4,5,4,3,4,4
1101303,107354,4,4,4,4,3,4,4,4,4,4,3,4,4
1101303,119284,3,3,5,3,4,4,4,4,4,3,3,3,3
1101501,106088,4,5,4,4,4,4,4,4,4,4,3,4,4
1101501,119126,4,4,4,4,3,4,4,4,4,4,3,4,4
1101502,106088,4,5,4,4,4,4,4,4,4,4,3,4,4
1101502,119126,4,4,4,4,3,4,4,4,4,4,3,4,4
1101601,105300,4,4,4,4,3,4,4,4,4,4,4,4,4
1101601,105304,4,4,4,4,4,4,4,4,4,4,3,3,4
1101601,900231,4,4,4,4,3,4,4,4,4,4,4,4,4
1101601,119147,4,4,4,4,4,4,4,4,4,4,4,3,4
1101701,110010,5,4,4,4,4,4,4,4,4,4,3,4,4
1101701,110020,4,4,5,4,4,4,4,4,4,4,4,3,4
1101701,119286,4,3,4,3,3,3,4,4,4,3,3,3,3
1101702,110010,5,4,4,4,4,4,4,4,4,4,3,4,4
1101702,110013,4,4,5,4,4,3,4,4,4,4,3,3,4
1101702,119286,4,3,4,3,3,3,4,4,4,3,3,3,3
1101703,110010,5,4,4,4,4,4,4,4,4,4,3,4,4
1101703,119286,4,3,4,3,3,3,4,4,4,3,3,3,3
1101703,119297,3,3,4,3,3,3,4,3,3,3,3,3,3
1101901,105534,4,4,4,4,3,4,4,4,5,4,3,3,4
1101902,105677,3,3,4,3,4,4,4,5,5,3,3,3,3
1101902,105534,4,4,4,4,3,4,4,4,5,4,3,3,4
1101902,119839,3,3,4,3,3,3,3,3,4,3,3,3,3
1101903,105534,4,4,4,4,3,4,4,4,5,4,3,3,4
1102001,105388,4,4,4,4,3,4,4,4,4,4,3,3,4
1102001,119938,4,4,5,4,3,3,3,4,4,4,4,4,4
1102002,105388,4,4,4,4,3,4,4,4,4,4,3,3,4
1102002,105517,4,4,4,4,4,4,4,4,4,4,4,3,4
1102002,119952,4,4,5,4,3,3,3,4,4,4,4,4,4
1102002,119938,4,4,5,4,3,3,3,4,4,4,4,4,4
1102101,107367,4,4,4,4,4,4,4,4,4,4,3,4,4
1102101,120689,4,4,4,4,3,3,4,4,4,4,3,4,4
1102102,107376,2,3,3,3,3,3,4,4,4,3,3,3,3
1102102,120696,3,4,5,4,3,4,4,4,4,4,3,4,4
1102102,120689,4,4,4,4,3,3,4,4,4,4,3,4,4
1102501,110090,5,5,4,4,4,4,4,4,4,4,3,3,4
1102501,121105,3,4,4,4,4,4,4,4,4,4,3,3,4
1102502,110090,5,5,4,4,4,4,4,4,4,4,3,3,4
1102502,121105,3,4,4,4,4,4,4,4,4,4,3,3,4
1102503,110090,5,5,4,4,4,4,4,4,4,4,3,3,4
1102503,110112,4,4,4,4,3,3,3,3,3,4,3,4,4
1102503,121105,3,4,4,4,4,4,4,4,4,4,3,3,4
1102504,110090,5,5,4,4,4,4,4,4,4,4,3,3,4
1102504,121105,3,4,4,4,4,4,4,4,4,4,3,3,4
1102505,110090,5,5,4,4,4,4,4,4,4,4,3,3,4
1102505,121105,3,4,4,4,4,4,4,4,4,4,3,3,4
1102601,108733,5,4,4,4,3,4,4,4,4,4,3,3,4
1102601,108739,4,4,4,4,3,4,4,4,4,4,3,3,4
1102601,120384,4,4,5,3,3,4,4,3,3,3,3,3,3
1102602,108741,4,4,4,4,4,4,4,4,4,4,3,4,4
1102602,108733,5,4,4,4,3,4,4,4,4,4,3,3,4
1102602,120384,4,4,5,3,3,4,4,3,3,3,3,3,3
1102701,122943,5,5,5,5,5,5,4,4,4,5,4,4,5
1102701,122948,5,5,5,5,5,5,5,5,5,5,5,5,5
1102701,122949,5,5,5,5,4,5,5,5,5,5,5,5,5
1102702,122943,5,5,5,5,5,5,4,4,4,5,4,4,5
1102702,122948,5,5,5,5,5,5,5,5,5,5,5,5,5
1102702,122949,5,5,5,5,4,5,5,5,5,5,5,5,5
1102703,122943,5,5,5,5,5,5,4,4,4,5,4,4,5
1102703,122948,5,5,5,5,5,5,5,5,5,5,5,5,5
1102703,122949,5,5,5,5,4,5,5,5,5,5,5,5,5
1102703,122953,5,5,5,5,5,5,5,5,5,5,5,5,5
1102704,122943,5,5,5,5,5,5,4,4,4,5,4,4,5
1102704,122948,5,5,5,5,5,5,5,5,5,5,5,5,5
1102704,122949,5,5,5,5,4,5,5,5,5,5,5,5,5
1102802,110033,5,4,4,4,3,4,3,3,3,4,3,3,4
1102804,110034,4,4,4,4,4,4,4,5,5,4,4,3,4
1103002,109569,4,4,4,3,3,4,4,4,4,4,3,3,4
1103102,110049,4,4,4,4,4,4,4,4,4,4,3,3,4
1103102,114940,5,4,5,5,4,5,5,4,4,4,4,4,4
1103401,114923,3,3,4,4,3,4,3,3,3,4,3,3,4
1103401,114924,4,4,4,4,4,4,3,3,3,4,3,3,4
1103402,114923,3,3,4,4,3,4,3,3,3,4,3,3,4
1103402,114924,4,4,4,4,4,4,3,3,3,4,3,3,4
1103402,114925,4,4,4,3,4,4,4,4,4,3,4,4,3
1103701,117801,5,4,5,4,4,5,4,3,4,4,3,4,4
1103702,117801,5,4,5,4,4,5,4,3,4,4,3,4,4
1103703,117801,5,4,5,4,4,5,4,3,4,4,3,4,4
1103704,117801,5,4,5,4,4,5,4,3,4,4,3,4,4
1103802,110042,3,3,4,4,4,4,4,4,4,4,3,3,4
1104002,117833,5,4,4,5,4,4,4,4,4,4,4,4,4
1104002,110052,4,4,5,4,4,4,4,3,3,4,3,3,4
1104002,117834,4,3,4,5,4,4,4,4,4,4,4,5,4
1104002,117836,4,3,5,5,4,5,4,4,5,5,4,4,5
1104101,109358,4,4,4,4,4,5,5,5,5,5,4,4,5
1104101,117852,4,4,5,5,5,4,4,4,4,4,4,4,4
1104101,117853,4,4,4,4,4,4,4,4,5,4,4,4,4
1104102,109358,4,4,4,4,4,5,5,5,5,5,4,4,5
1104102,117852,4,4,5,5,5,4,4,4,4,4,4,4,4
1104102,117853,4,4,4,4,4,4,4,4,5,4,4,4,4
1104104,108992,4,4,4,5,4,4,4,4,5,5,4,4,5
1104105,109018,4,4,4,3,4,3,3,3,3,5,4,3,5
1104105,117846,4,4,5,5,4,4,4,4,4,4,4,4,4
1104105,117847,4,3,4,4,4,5,4,4,4,5,4,4,5
1104105,117848,4,3,5,5,4,4,4,4,4,4,4,4,4
1104106,109358,4,4,4,4,4,5,5,5,5,5,4,4,5
1104107,108992,4,4,4,5,4,4,4,4,5,5,4,4,5
1104201,117818,5,3,5,4,4,4,4,4,5,4,4,3,4
1104202,117818,5,3,5,4,4,4,4,4,5,4,4,3,4
1104303,123343,4,4,4,4,4,4,4,4,3,3,4,4,4
1104402,114934,4,3,4,4,4,4,4,4,4,4,3,3,4
1104403,114934,4,3,4,4,4,4,4,4,4,4,3,3,4
1104404,114934,4,3,4,4,4,4,4,4,4,4,3,3,4
1105101,114951,3,4,5,4,4,4,3,4,4,4,4,4,4
1105102,114951,3,4,5,4,4,4,3,4,4,4,4,4,4
1105104,110037,4,3,4,4,4,4,4,4,4,4,3,3,4
1105104,117802,5,4,5,4,4,4,4,4,4,4,4,3,4
1105104,117803,3,3,4,4,4,4,3,3,3,4,3,3,4
1105202,114932,4,4,4,4,4,4,4,4,4,4,4,4,4
1105202,114933,4,3,5,5,4,5,5,4,4,5,4,4,5
1105301,109459,4,4,4,4,4,4,4,3,3,4,3,4,4
1105301,114942,4,3,5,4,4,4,4,3,5,4,4,4,4
1105302,109459,4,4,4,4,4,4,4,3,3,4,3,4,4
1105302,114942,4,3,5,4,4,4,4,3,5,4,4,4,4
1105401,109033,4,4,5,4,4,4,4,4,4,4,4,4,4
1105401,114916,3,3,4,3,3,3,3,4,4,3,3,3,3
1105701,109442,3,3,4,4,3,3,4,3,4,4,3,3,4
1105702,109435,5,4,4,4,4,4,4,4,4,4,5,5,4
1105702,109437,4,4,4,4,4,4,4,3,4,4,3,3,4
1105801,109084,4,4,5,4,4,4,4,4,4,4,4,4,4
1105801,109088,4,4,4,4,4,4,4,4,4,4,4,4,4
1105801,114914,3,3,4,4,4,4,3,3,3,4,3,3,4
1105802,109084,4,4,5,4,4,4,4,4,4,4,4,4,4
1105802,109088,4,4,4,4,4,4,4,4,4,4,4,4,4
1105802,114915,4,4,4,4,4,4,4,4,4,4,3,3,4
1105802,114914,3,3,4,4,4,4,3,3,3,4,3,3,4
1105803,109361,4,3,4,4,4,4,3,3,4,4,4,4,4
1105803,114919,4,4,4,4,3,4,4,4,4,4,3,3,4
1105901,114930,4,4,5,4,4,4,4,4,4,4,4,4,4
1105902,114930,4,4,5,4,4,4,4,4,4,4,4,4,4
1105903,114930,4,4,5,4,4,4,4,4,4,4,4,4,4
1106001,114944,4,3,5,4,4,4,4,3,4,4,3,4,4
1106101,110433,4,4,4,4,5,4,4,4,4,4,3,4,4
1106102,110433,4,4,4,4,5,4,4,4,4,4,3,4,4
1106201,110427,4,4,4,4,5,3,4,4,4,3,4,4,4
1106202,110427,4,4,4,4,5,3,4,4,4,3,4,4,4
1106302,110431,4,4,4,4,5,3,3,3,4,4,4,4,4
1106401,110580,3,3,3,3,3,3,3,2,3,3,3,3,3
1106401,110582,3,3,3,3,3,2,3,4,3,3,3,3,3
1106401,110583,3,3,3,3,3,2,3,2,2,3,3,3,3
1106401,118192,3,3,3,3,3,3,3,3,3,3,3,3,3
1106401,118197,3,3,3,3,3,3,4,3,3,3,3,3,3
1106401,118201,3,3,3,4,4,3,3,3,3,3,3,3,4
1106402,110256,5,5,3,4,5,5,4,4,4,5,4,3,5
1106402,110257,3,3,4,3,4,3,4,4,4,4,4,4,3
1106402,122892,5,4,5,5,5,5,5,5,5,5,4,4,4
1106405,110256,5,5,3,4,5,5,4,4,4,5,4,3,5
1106405,110257,3,3,4,3,4,3,4,4,4,4,4,4,3
1106405,122892,5,4,5,5,5,5,5,5,5,5,4,4,4
1106501,110441,4,4,4,4,4,4,4,4,4,4,4,4,4
1106501,110442,4,4,3,4,4,3,3,3,3,4,4,4,4
1106501,110445,4,4,4,4,4,4,4,4,4,4,4,4,4
1106501,118208,3,3,2,4,3,3,4,3,3,3,4,4,4
1106502,110441,4,4,4,4,4,4,4,4,4,4,4,4,4
1106502,110442,4,4,3,4,4,3,3,3,3,4,4,4,4
1106502,110445,4,4,4,4,4,4,4,4,4,4,4,4,4
1106503,110441,4,4,4,4,4,4,4,4,4,4,4,4,4
1106503,110442,4,4,3,4,4,3,3,3,3,4,4,4,4
1106503,110445,4,4,4,4,4,4,4,4,4,4,4,4,4
1106503,110454,4,4,4,3,4,3,3,3,4,4,3,4,4
1106504,110441,4,4,4,4,4,4,4,4,4,4,4,4,4
1106504,110442,4,4,3,4,4,3,3,3,3,4,4,4,4
1106504,110445,4,4,4,4,4,4,4,4,4,4,4,4,4
1106701,110429,4,4,4,4,4,3,3,4,4,4,4,4,4
1106701,110430,4,4,4,4,4,4,4,4,4,3,4,4,4
1107001,110417,3,3,3,3,4,4,4,3,4,4,4,4,3
1107001,110418,4,4,4,4,4,3,3,4,4,4,4,4,4
1107001,110419,4,4,4,4,3,4,4,3,4,4,4,4,4
1107001,110420,4,4,5,4,4,4,3,4,4,3,3,4,4
1107001,110421,4,4,5,4,4,4,3,4,4,4,4,4,4
1107001,110422,4,4,4,4,3,5,4,4,3,4,4,4,4
1107001,118222,4,4,4,4,4,3,4,3,3,3,3,3,4
1107001,118223,3,3,3,4,4,3,3,3,3,3,3,3,4
1107001,118228,3,3,3,4,3,4,3,3,3,3,3,3,4
1107001,118224,4,4,4,4,4,4,4,4,4,4,4,4,4
1107001,118225,4,4,3,4,3,4,3,3,3,3,3,3,4
1107001,118227,4,4,3,4,4,4,4,3,3,4,3,3,4
1107101,118247,4,4,3,4,4,4,3,4,5,4,4,4,4
1107102,118247,4,4,3,4,4,4,3,4,5,4,4,4,4
1107203,110515,4,4,4,4,3,4,4,4,3,3,4,4,4
1107301,110821,4,4,4,4,5,4,4,5,4,4,4,4,4
1107301,110822,4,4,4,4,4,5,4,4,4,4,4,4,4
1107301,110824,4,4,4,4,4,3,4,4,4,4,4,4,4
1107501,110604,4,4,4,4,5,3,3,4,4,4,4,4,4
1107503,118309,3,3,3,3,3,3,3,3,3,3,3,3,3
1107601,110601,3,3,3,4,4,3,3,3,4,3,3,3,4
1107601,118321,3,3,3,4,3,3,3,3,3,3,3,3,4
1107602,110601,3,3,3,4,4,3,3,3,4,3,3,3,4
1107801,118329,3,3,3,4,4,4,3,3,3,3,3,3,4
1107801,118330,3,3,3,3,4,4,3,3,3,3,3,3,3
1107802,118329,3,3,3,4,4,4,3,3,3,3,3,3,4
1107802,118330,3,3,3,3,4,4,3,3,3,3,3,3,3
1107903,110594,4,4,4,4,5,3,3,3,4,4,4,4,4
1107903,110595,4,4,3,4,3,4,4,4,4,4,4,4,4
1107903,110931,4,4,4,4,4,4,4,4,4,4,4,4,4
1108101,106637,5,5,5,5,4,5,4,4,4,5,4,5,5
1108101,106640,5,4,4,5,5,5,5,5,5,5,3,5,5
1108101,106642,4,4,5,5,5,5,4,4,4,5,4,4,5
1108201,107563,5,5,5,5,4,5,4,4,4,5,5,5,5
1108201,115320,5,5,5,5,5,5,4,4,4,5,4,5,5
1108301,106647,5,5,4,5,5,4,5,5,5,5,4,5,5
1108301,106648,5,4,5,4,5,5,4,4,4,4,4,5,4
1108301,115321,5,5,4,5,5,4,5,5,5,5,4,5,5
1108401,106686,5,5,5,5,4,5,5,5,5,5,4,5,5
1108401,106690,4,5,5,5,4,5,4,4,4,5,5,5,5
1108401,106692,5,5,5,5,4,4,4,4,5,5,4,5,5
1108401,106695,4,4,5,5,5,5,4,4,4,5,5,4,5
1108401,106699,4,4,5,5,4,5,4,4,4,5,4,4,5
1108401,106701,4,5,4,5,4,4,3,3,3,5,4,3,5
1108401,106703,4,4,5,5,4,5,4,4,4,5,4,5,5
1108401,106704,5,5,5,5,4,4,4,5,5,5,4,4,5
1108401,106706,5,5,4,5,5,5,4,4,5,5,4,5,5
1108401,106708,5,5,4,5,5,4,5,5,5,5,4,4,5
1108401,106710,5,5,5,5,4,5,4,4,4,5,4,3,5
1108401,106713,4,4,5,5,5,5,4,4,4,5,5,5,5
1108401,106716,4,4,5,5,5,5,4,4,4,5,5,5,5
1108401,106717,4,4,5,5,5,5,4,4,4,5,3,4,5
1108401,106721,5,5,5,5,4,5,4,4,5,5,4,5,5
1108401,115335,3,4,5,5,4,5,5,5,5,5,3,4,5
1108401,115336,5,4,5,5,5,4,4,4,4,5,5,5,5
1108401,115339,5,5,4,5,4,5,4,4,5,5,4,5,5
1108401,115340,4,4,5,5,5,5,4,4,4,5,4,4,5
1108401,115342,5,5,5,5,4,5,4,4,4,5,3,5,5
1108401,115344,5,4,5,5,4,5,5,4,5,5,4,5,5
1108401,115345,5,4,4,5,4,4,4,4,4,5,3,5,5
1108401,115346,5,4,5,5,4,5,4,5,5,5,4,4,5
1108401,115347,5,5,4,5,4,5,5,5,5,5,4,5,5
1108401,117974,5,5,5,4,4,4,4,4,4,4,4,5,4
1108401,115350,5,4,5,4,3,4,4,4,4,4,4,5,4
1108401,115352,5,5,5,5,4,5,4,5,4,5,4,5,5
1108401,115355,5,4,4,5,5,5,4,5,5,5,3,5,5
1108402,106686,5,5,5,5,4,5,5,5,5,5,4,5,5
1108402,106690,4,5,5,5,4,5,4,4,4,5,5,5,5
1108402,106692,5,5,5,5,4,4,4,4,5,5,4,5,5
1108402,106695,4,4,5,5,5,5,4,4,4,5,5,4,5
1108402,106699,4,4,5,5,4,5,4,4,4,5,4,4,5
1108402,106701,4,5,4,5,4,4,3,3,3,5,4,3,5
1108402,106703,4,4,5,5,4,5,4,4,4,5,4,5,5
1108402,106704,5,5,5,5,4,4,4,5,5,5,4,4,5
1108402,106706,5,5,4,5,5,5,4,4,5,5,4,5,5
1108402,106708,5,5,4,5,5,4,5,5,5,5,4,4,5
1108402,106710,5,5,5,5,4,5,4,4,4,5,4,3,5
1108402,106713,4,4,5,5,5,5,4,4,4,5,5,5,5
1108402,106716,4,4,5,5,5,5,4,4,4,5,5,5,5
1108402,106717,4,4,5,5,5,5,4,4,4,5,3,4,5
1108402,106721,5,5,5,5,4,5,4,4,5,5,4,5,5
1108402,115335,3,4,5,5,4,5,5,5,5,5,3,4,5
1108402,115336,5,4,5,5,5,4,4,4,4,5,5,5,5
1108402,115339,5,5,4,5,4,5,4,4,5,5,4,5,5
1108402,115340,4,4,5,5,5,5,4,4,4,5,4,4,5
1108402,115342,5,5,5,5,4,5,4,4,4,5,3,5,5
1108402,115344,5,4,5,5,4,5,5,4,5,5,4,5,5
1108402,115345,5,4,4,5,4,4,4,4,4,5,3,5,5
1108402,115346,5,4,5,5,4,5,4,5,5,5,4,4,5
1108402,115347,5,5,4,5,4,5,5,5,5,5,4,5,5
1108402,117974,5,5,5,4,4,4,4,4,4,4,4,5,4
1108402,115350,5,4,5,4,3,4,4,4,4,4,4,5,4
1108402,115352,5,5,5,5,4,5,4,5,4,5,4,5,5
1108402,115355,5,4,4,5,5,5,4,5,5,5,3,5,5
1108501,106671,5,5,4,5,5,5,5,5,5,5,4,5,5
1108501,106675,4,4,4,5,4,4,5,5,5,5,4,5,5
1108501,106678,5,4,4,5,4,5,4,4,5,5,4,5,5
1108501,115610,5,5,4,5,4,5,4,4,4,5,4,5,5
1108501,115608,5,5,4,5,4,4,5,5,5,5,3,5,5
1108501,115613,5,5,5,5,4,5,4,4,4,5,4,5,5
1108501,115618,4,4,5,4,4,5,5,5,5,4,4,5,4
1108601,106654,5,5,4,5,5,5,4,5,5,5,4,5,5
1108601,106658,5,5,4,5,5,5,4,5,5,5,4,5,5
1108601,119845,5,4,4,5,5,5,4,5,5,5,4,5,5
1108901,119847,5,5,5,5,4,5,4,4,4,5,4,4,5
1108902,108001,5,5,4,5,5,5,4,5,5,5,4,5,5
1108902,119849,5,5,5,5,4,5,4,4,5,5,4,4,5
1108902,119847,5,5,5,5,4,5,4,4,4,5,4,4,5
1108902,119850,4,4,5,5,5,5,4,4,4,5,4,5,5
1109202,105684,5,5,2,4,5,4,5,5,4,5,5,2,4
1109202,105685,4,4,5,4,5,4,5,5,4,4,5,4,4
1109204,105687,5,4,5,4,4,5,5,5,4,5,4,5,5
1109204,105689,4,4,5,4,4,4,5,4,4,4,5,5,4
1109204,900248,5,4,5,4,4,5,5,5,4,5,4,5,5
1109204,123131,3,3,4,3,4,3,5,5,4,4,4,4,3
1109401,108280,4,4,4,4,4,4,5,5,4,4,5,4,4
1109401,108283,5,5,4,4,4,4,5,4,4,4,4,5,4
1109401,108286,5,5,4,5,5,5,5,5,5,5,4,5,5
1109401,123137,4,4,4,5,5,4,5,5,5,4,5,5,4
1109402,108280,4,4,4,4,4,4,5,5,4,4,5,4,4
1109402,108283,5,5,4,4,4,4,5,4,4,4,4,5,4
1109402,108286,5,5,4,5,5,5,5,5,5,5,4,5,5
1109402,123137,4,4,4,5,5,4,5,5,5,4,5,5,4
1109501,122485,4,4,4,4,4,4,4,4,4,4,4,4,4
1109501,122483,4,4,5,4,4,4,4,4,4,4,4,4,4
1109501,122493,4,4,4,4,4,4,4,4,4,4,4,4,4
1109502,122483,4,4,5,4,4,4,4,4,4,4,4,4,4
1109601,101935,5,5,5,4,4,4,4,4,4,4,4,4,4
1109601,115343,4,4,4,4,4,4,4,4,4,4,4,4,4
1109801,108421,5,4,5,4,4,4,4,5,5,4,4,5,4
1110001,105672,5,5,4,4,4,4,5,5,5,5,5,5,4
1110002,105672,5,5,4,4,4,4,5,5,5,5,5,5,4
1110101,104905,4,4,4,4,4,4,3,4,3,4,3,4,4
1110101,122133,3,4,4,4,4,4,3,3,4,4,4,4,4
1110101,122693,4,5,4,5,4,4,4,4,4,4,4,4,5
1110202,104675,5,5,5,4,4,4,5,5,5,5,4,4,5
1110202,104685,4,4,4,4,4,5,4,4,4,4,3,2,4
1110202,900193,5,5,5,4,4,4,5,5,5,5,4,4,5
1110202,900194,4,4,4,4,4,5,4,4,4,4,3,2,4
1110202,122432,5,4,4,4,4,4,4,5,5,4,4,4,4
1110202,122433,5,4,4,4,4,4,4,5,5,4,5,5,4
1110202,122434,5,4,5,5,4,4,5,5,4,4,4,4,5
1110301,122137,4,4,4,4,4,3,3,4,3,4,4,4,4
1110303,122138,3,4,4,4,4,3,3,3,3,4,3,3,4
1110401,122380,4,4,4,4,4,4,4,4,4,4,4,4,4
1110501,105733,4,5,4,5,4,4,5,5,5,4,4,4,5
1110501,105736,4,5,4,5,4,4,4,4,4,4,4,4,5
1110501,105738,4,5,4,5,4,4,4,4,4,4,4,4,5
1110501,105735,4,5,4,5,4,4,4,4,5,5,4,4,5
1110501,105739,4,5,4,5,4,4,4,4,4,4,4,4,5
1110501,122385,4,4,4,4,4,4,4,5,4,4,4,4,4
1110501,122393,4,4,4,4,4,3,4,4,4,4,4,4,4
1110501,122395,4,4,4,4,4,4,4,4,4,4,4,4,4
1110501,122410,4,4,4,4,4,4,4,4,4,4,4,4,4
1110501,122399,4,4,4,4,4,4,4,4,4,4,4,4,4
1110501,122401,4,4,4,4,4,4,4,4,4,4,4,4,4
1110501,122406,4,4,4,4,4,4,4,4,4,4,4,4,4
1110502,122385,4,4,4,4,4,4,4,5,4,4,4,4,4
1110502,122414,4,4,4,4,4,4,5,5,4,4,4,4,4
1110601,104639,4,4,4,4,4,4,4,4,4,4,3,4,4
1110601,104643,5,4,4,4,4,4,4,5,5,4,3,4,4
1110601,104649,4,4,4,4,4,4,4,4,4,4,4,4,4
1110601,900189,4,4,4,4,4,4,4,4,4,4,3,4,4
1110601,122374,4,4,4,4,4,4,4,5,4,4,4,4,4
1110601,122378,4,4,4,5,4,4,4,4,4,5,4,4,5
1110601,122376,5,4,4,5,4,4,4,4,4,5,4,4,5
1110701,104753,5,4,4,4,4,4,4,4,4,4,4,4,4
1110701,104750,5,4,4,4,4,4,5,5,3,4,3,4,4
1110701,104751,4,4,4,4,4,4,4,5,4,4,4,4,4
1110701,104755,4,4,4,4,4,4,4,4,4,4,4,4,4
1110701,122348,4,4,4,4,4,4,4,4,4,4,4,4,4
1110701,122350,4,4,4,4,4,4,4,4,4,4,4,4,4
1110702,104750,5,4,4,4,4,4,5,5,3,4,3,4,4
1110702,104751,4,4,4,4,4,4,4,5,4,4,4,4,4
1110702,122348,4,4,4,4,4,4,4,4,4,4,4,4,4
1110702,122350,4,4,4,4,4,4,4,4,4,4,4,4,4
1110704,104668,4,4,4,4,4,4,4,4,3,4,4,4,4
1110704,122358,4,4,4,4,3,3,4,4,3,4,3,4,4
1110704,122361,4,4,4,4,4,3,3,4,4,4,4,4,4
1110801,122572,4,4,4,5,4,4,4,4,4,5,4,4,5
1110801,122573,4,4,4,4,4,4,4,4,4,4,4,4,4
1110802,122572,4,4,4,5,4,4,4,4,4,5,4,4,5
1110802,122573,4,4,4,4,4,4,4,4,4,4,4,4,4
1110901,104708,5,4,5,5,4,4,5,4,4,4,4,4,5
1110901,104708,5,4,5,5,4,4,5,4,4,4,4,4,5
1110901,104709,5,4,4,4,4,4,4,4,4,4,4,4,4
1110901,122339,4,4,4,4,4,3,4,4,4,4,4,4,4
1110901,122340,4,4,4,4,4,4,4,4,3,4,4,4,4
1110901,122341,4,4,4,4,4,4,4,4,4,4,4,4,4
1110902,104708,5,4,5,5,4,4,5,4,4,4,4,4,5
1110902,104708,5,4,5,5,4,4,5,4,4,4,4,4,5
1110902,104709,5,4,4,4,4,4,4,4,4,4,4,4,4
1110902,104712,4,4,4,4,4,4,4,4,4,4,4,4,4
1110902,122339,4,4,4,4,4,3,4,4,4,4,4,4,4
1110902,122340,4,4,4,4,4,4,4,4,3,4,4,4,4
1110902,122341,4,4,4,4,4,4,4,4,4,4,4,4,4
1111001,105693,5,4,4,4,4,4,5,3,4,4,5,5,4
1111001,123165,5,4,4,4,5,4,5,4,4,4,4,4,4
1111002,108306,5,4,3,4,4,4,5,3,3,4,3,3,4
1111002,123238,4,4,5,4,4,4,5,4,4,5,5,5,4
1111101,101279,4,4,3,4,4,4,4,4,4,4,4,4,4
1111101,101280,4,4,4,4,4,4,5,5,3,4,4,4,4
1111101,101281,5,4,5,4,5,4,4,4,4,4,3,4,4
1111101,101286,5,5,3,5,5,5,4,4,3,5,4,4,5
1111101,101287,5,5,4,5,4,5,4,4,3,5,3,4,5
1111101,101288,5,4,4,4,5,4,5,4,4,4,4,4,4
1111101,101289,5,4,4,4,5,4,5,4,4,4,3,4,4
1111101,101290,3,4,4,4,4,4,3,3,3,4,3,3,4
1111101,101291,5,4,5,4,4,4,4,3,3,4,4,4,4
1111101,101292,5,5,4,5,4,5,4,3,3,5,3,4,5
1111101,101295,4,4,4,4,4,4,4,3,4,4,3,3,4
1111101,101298,5,5,4,5,4,5,4,4,4,5,4,4,5
1111101,101302,5,4,4,4,3,4,4,4,3,4,3,4,4
1111101,101305,4,4,4,4,4,4,4,4,4,4,4,4,4
1111101,101308,4,4,4,4,3,4,4,4,4,4,4,4,4
1111101,101312,5,4,4,4,4,4,4,4,3,4,4,4,4
