PID,M_ID,nature,culture,traffic,accom,food,shopping,info,facility,kind,program,price,cong,total
1177104,117624,3,3,3,3,3,3,4,3,4,3,4,3,3
1177104,117626,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,102766,4,4,4,4,4,4,4,4,4,4,4,4,4
1177105,102775,3,3,3,3,3,3,4,4,4,3,4,3,3
1177105,102780,3,3,3,3,3,3,4,4,4,3,4,3,3
1177105,102792,4,4,4,4,3,4,3,3,4,4,4,3,4
1177105,102830,4,4,4,4,4,4,4,4,4,4,3,3,4
1177105,102831,4,4,4,4,4,4,4,4,4,4,4,4,4
1177105,102832,4,4,4,4,4,4,4,4,4,4,4,4,4
1177105,103580,3,3,3,3,3,3,3,3,4,3,3,3,3
1177105,103583,4,3,4,3,4,3,4,4,4,3,4,4,3
1177105,103581,4,3,4,3,4,3,4,4,4,3,4,4,3
1177105,103582,4,3,4,4,4,3,4,4,4,3,4,4,3
1177105,117700,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117703,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117708,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,102790,4,4,4,4,4,4,4,4,4,4,4,4,4
1177105,117709,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117711,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117713,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117714,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117716,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117717,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117720,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117723,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117726,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117732,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117737,3,3,3,3,3,3,4,3,4,3,4,3,3
1177105,117740,3,3,3,3,3,3,4,3,4,3,4,3,3
1177502,100750,4,4,4,4,4,4,4,4,4,4,4,4,4
1177502,100751,4,4,4,4,4,4,4,4,4,4,4,4,4
1177502,100754,4,4,4,4,4,4,4,4,4,4,4,4,4
1177502,100753,4,4,4,4,4,4,4,4,4,4,4,4,4
1177502,117598,3,4,3,3,3,4,4,3,4,4,4,3,4
1177502,117601,3,3,3,3,3,3,4,3,4,3,4,3,3
1177801,105865,5,4,3,4,4,4,4,4,4,4,3,3,4
1177801,105866,5,4,3,4,3,5,4,4,4,4,3,3,5
1177801,120640,4,4,4,3,4,4,4,4,4,3,4,3,4
1177801,120642,4,4,3,4,4,4,4,4,4,4,3,3,4
1177801,120646,4,4,3,3,4,4,4,4,4,4,3,3,4
1177801,120648,4,4,4,4,4,4,3,4,4,4,3,3,4
1177801,120650,4,4,4,4,4,4,4,4,4,4,3,3,4
1177802,105865,5,4,3,4,4,4,4,4,4,4,3,3,4
1177802,105866,5,4,3,4,3,5,4,4,4,4,3,3,5
1177802,120640,4,4,4,3,4,4,4,4,4,3,4,3,4
1177802,120642,4,4,3,4,4,4,4,4,4,4,3,3,4
1177802,120646,4,4,3,3,4,4,4,4,4,4,3,3,4
1177802,120648,4,4,4,4,4,4,3,4,4,4,3,3,4
1177802,120650,4,4,4,4,4,4,4,4,4,4,3,3,4
1177803,120660,4,4,4,4,4,4,4,4,4,4,4,4,4
1177803,120646,4,4,3,3,4,4,4,4,4,4,3,3,4
1177804,120646,4,4,3,3,4,4,4,4,4,4,3,3,4
1178101,102696,5,5,3,4,4,4,4,4,4,4,3,3,4
1178201,108207,3,4,3,4,4,4,4,4,4,4,4,4,4
1178201,117404,5,4,4,4,4,4,4,4,4,4,3,4,4
1178201,117409,5,4,4,4,4,4,4,4,4,4,4,4,4
1178202,108210,4,4,4,4,4,4,4,4,4,4,4,4,4
1178202,117404,5,4,4,4,4,4,4,4,4,4,3,4,4
1178202,117415,4,4,3,4,4,4,5,4,4,5,3,5,4
1178203,108213,4,4,3,4,4,4,4,4,4,4,4,4,4
1178203,117404,5,4,4,4,4,4,4,4,4,4,3,4,4
1178203,117417,4,4,3,4,3,3,5,5,4,4,2,2,4
1178204,108217,4,4,4,4,4,4,4,4,4,4,4,4,4
1178204,108221,5,5,3,5,3,4,4,4,4,5,3,3,5
1178204,117404,5,4,4,4,4,4,4,4,4,4,3,4,4
1178204,117419,4,4,3,4,3,4,4,4,4,4,3,3,4
1178401,107387,5,5,4,5,4,4,4,4,4,4,4,4,5
1178401,117425,5,4,3,5,4,4,4,4,4,4,4,4,5
1178402,107387,5,5,4,5,4,4,4,4,4,4,4,4,5
1178402,117425,5,4,3,5,4,4,4,4,4,4,4,4,5
1178501,107394,5,4,3,4,4,4,4,4,4,4,4,4,4
1178501,107398,4,4,4,5,4,4,4,4,4,4,4,4,5
1178501,117561,4,4,3,4,4,4,4,4,4,4,4,4,4
1178501,117559,4,4,3,4,4,4,4,4,4,4,4,4,4
1178501,117558,5,4,3,5,4,4,4,4,4,4,3,3,5
1178502,107394,5,4,3,4,4,4,4,4,4,4,4,4,4
1178502,117558,5,4,3,5,4,4,4,4,4,4,3,3,5
1178703,106880,5,4,4,4,4,4,4,4,4,4,4,4,4
1178703,106882,4,4,4,4,4,4,3,4,3,4,4,4,4
1178704,117400,3,3,3,3,4,3,4,4,4,4,2,3,3
1178801,107402,4,4,3,5,4,4,4,4,4,4,4,4,5
1178801,107407,4,4,4,5,4,4,4,4,4,4,4,4,5
1178801,107411,4,4,4,4,4,4,4,4,4,4,4,4,4
1178801,117672,5,4,3,4,4,4,4,4,4,4,4,4,4
1178801,117669,5,4,3,5,4,4,4,4,4,4,4,4,5
1178801,117674,4,4,3,4,4,4,4,4,4,4,4,4,4
1178802,107402,4,4,3,5,4,4,4,4,4,4,4,4,5
1178802,117669,5,4,3,5,4,4,4,4,4,4,4,4,5
1178901,118163,4,4,4,4,4,4,4,4,4,4,4,4,4
1178902,103071,5,3,3,4,3,3,4,5,4,5,3,5,4
1178902,103286,5,4,3,4,4,4,4,4,4,4,4,4,4
1178902,103074,5,3,3,4,4,4,4,4,4,4,3,3,4
1178902,103077,3,3,3,3,4,3,4,4,4,4,3,3,3
1178902,103287,5,5,4,5,4,4,5,5,5,4,4,4,5
1178902,103289,5,4,3,4,4,4,4,4,4,4,4,3,4
1178902,103294,3,3,3,4,4,4,4,4,4,4,4,4,4
1178902,103295,5,4,4,4,4,4,4,4,4,4,4,4,4
1178902,118163,4,4,4,4,4,4,4,4,4,4,4,4,4
1178902,118165,4,4,4,4,5,4,4,4,4,4,4,4,4
1178902,118166,5,5,4,4,5,4,5,4,4,4,4,4,5
1178902,118169,4,4,4,4,4,4,4,4,4,4,4,4,4
1178903,103071,5,3,3,4,3,3,4,5,4,5,3,5,4
1178903,103074,5,3,3,4,4,4,4,4,4,4,3,3,4
1178903,103077,3,3,3,3,4,3,4,4,4,4,3,3,3
1178903,118163,4,4,4,4,4,4,4,4,4,4,4,4,4
1178903,118172,4,4,4,4,4,4,4,4,4,4,4,4,4
1178905,103071,5,3,3,4,3,3,4,5,4,5,3,5,4
1178905,103074,5,3,3,4,4,4,4,4,4,4,3,3,4
1178905,103077,3,3,3,3,4,3,4,4,4,4,3,3,3
1178905,118163,4,4,4,4,4,4,4,4,4,4,4,4,4
1179002,107095,4,4,4,4,4,4,4,4,4,4,4,4,4
1179002,117574,4,4,4,4,4,4,4,4,4,4,4,4,4
1179002,117576,4,4,4,4,4,4,4,4,4,4,4,4,4
1179003,107093,4,4,4,5,4,4,4,4,4,4,4,4,5
1179003,117578,5,4,4,4,4,5,4,4,4,4,4,4,5
1179004,107450,4,4,4,4,4,4,4,4,4,4,4,4,5
1179004,117583,4,4,3,4,5,4,4,4,4,4,4,4,4
1179004,117581,5,4,3,4,4,5,4,4,4,4,4,4,5
1179004,117582,4,4,3,4,4,4,4,4,4,4,4,4,4
1179005,107097,4,4,4,4,4,4,4,4,4,4,4,4,5
1179005,117585,5,5,3,4,4,5,4,4,4,4,4,4,5
1179201,102838,5,4,4,4,4,4,5,5,4,3,3,3,4
1179201,102847,4,4,4,4,4,4,4,4,4,4,4,4,4
1179201,102849,4,4,3,4,4,4,4,4,4,4,3,3,4
1179201,102854,4,4,4,4,4,4,4,4,4,4,4,4,4
1179201,117586,5,4,4,5,4,4,4,4,4,4,4,4,5
1179201,117587,4,4,4,4,4,4,4,4,4,4,4,4,4
1179202,102838,5,4,4,4,4,4,5,5,4,3,3,3,4
1179202,102847,4,4,4,4,4,4,4,4,4,4,4,4,4
1179202,102849,4,4,3,4,4,4,4,4,4,4,3,3,4
1179202,102856,4,4,4,4,4,4,4,4,4,4,4,4,4
1179202,102858,4,4,4,4,4,4,4,4,4,4,4,4,4
1179202,117586,5,4,4,5,4,4,4,4,4,4,4,4,5
1179301,117277,4,4,4,4,4,4,4,4,4,4,3,3,4
1179501,107083,4,4,4,4,4,4,4,4,4,4,4,4,4
1179502,107079,4,4,4,5,4,4,4,4,4,4,4,4,5
1179502,107080,4,4,4,5,4,5,4,4,4,4,3,4,5
1179502,117647,4,4,4,4,4,4,4,4,4,4,4,4,4
1179502,117645,4,4,4,4,4,4,4,4,4,4,4,4,4
1179503,117655,5,5,3,5,3,5,4,4,4,4,4,4,5
1179504,107086,4,4,3,4,3,4,4,4,4,4,4,4,4
1179504,107089,4,4,3,4,4,4,4,4,4,4,4,4,4
1179504,117658,4,4,3,4,4,4,4,4,4,4,4,4,4
1179701,108640,5,5,4,4,4,4,4,4,4,4,4,4,5
1179701,117676,4,4,4,4,4,4,4,4,4,4,4,4,4
1179701,117678,4,4,3,4,4,4,4,4,4,4,4,4,4
1179702,108651,5,4,4,5,4,4,4,4,4,4,4,4,5
1179702,108652,4,4,4,5,4,4,3,4,3,4,4,4,5
1179702,108640,5,5,4,4,4,4,4,4,4,4,4,4,5
1179702,117676,4,4,4,4,4,4,4,4,4,4,4,4,4
1179702,117678,4,4,3,4,4,4,4,4,4,4,4,4,4
1179703,123740,4,4,4,4,5,4,4,4,4,4,4,4,4
1179703,123741,4,4,4,4,3,4,4,3,4,4,4,4,4
1179801,108193,4,4,4,4,4,4,4,4,4,4,4,4,4
1179801,108197,4,4,4,5,4,4,4,4,4,4,4,4,5
1179802,108202,4,4,4,4,4,4,4,4,4,4,4,4,4
1179802,108193,4,4,4,4,4,4,4,4,4,4,4,4,4
1179802,108197,4,4,4,5,4,4,4,4,4,4,4,4,5
1179802,117287,4,4,4,4,4,4,4,4,4,4,4,4,4
1179802,117290,4,4,3,5,4,5,4,4,4,4,4,4,5
1180001,108174,4,4,4,4,4,4,4,4,4,4,4,4,4
1180001,117459,4,4,4,3,4,3,4,4,4,4,4,4,3
1180001,117461,4,4,4,4,4,4,4,4,4,4,4,4,4
1180002,108175,4,4,4,5,4,4,4,4,4,4,4,4,5
1180002,117459,4,4,4,3,4,3,4,4,4,4,4,4,3
1180002,117461,4,4,4,4,4,4,4,4,4,4,4,4,4
1180101,109001,4,4,4,5,4,4,4,4,4,4,4,4,5
1180101,108997,4,5,4,5,4,5,4,4,4,4,4,4,5
1180101,118129,4,4,3,4,4,4,4,4,4,4,4,4,4
1180101,118125,4,4,3,4,4,4,5,5,5,5,3,4,4
1180102,109003,4,4,4,4,4,4,4,4,4,4,4,4,4
1180102,108997,4,5,4,5,4,5,4,4,4,4,4,4,5
1180102,109005,4,4,4,5,4,4,4,4,4,4,4,4,5
1180102,118132,4,4,4,4,4,4,4,4,4,4,4,4,4
1180102,118135,4,4,4,4,4,4,4,4,4,4,4,4,4
1180102,118125,4,4,3,4,4,4,5,5,5,5,3,4,4
1180103,108997,4,5,4,5,4,5,4,4,4,4,4,4,5
1180104,109008,4,4,4,4,4,4,4,4,4,4,4,4,4
1180104,108997,4,5,4,5,4,5,4,4,4,4,4,4,5
1180104,109011,4,5,4,5,4,4,4,4,4,4,4,4,5
1180104,109013,4,4,4,4,4,4,4,4,4,4,4,4,5
1180104,118136,4,4,4,4,4,4,4,4,4,4,4,4,4
1180104,118139,4,4,4,4,4,5,4,4,4,4,4,4,5
1180104,118125,4,4,3,4,4,4,5,5,5,5,3,4,4
1180104,118141,4,4,4,4,4,5,4,4,4,4,4,4,5
1180201,103626,4,4,3,4,4,4,4,4,4,4,4,4,4
1180201,103671,5,3,3,4,3,4,5,4,3,4,4,4,4
1180201,117338,4,4,4,4,4,4,4,4,4,4,4,4,4
1180201,117385,5,4,3,4,4,4,4,4,4,5,3,4,5
1180201,117388,4,4,3,4,3,3,3,3,4,4,3,3,4
1180202,103683,5,4,3,5,4,5,5,4,4,4,3,4,5
1180202,103688,5,5,4,4,3,4,4,5,4,4,4,4,4
1180202,103626,4,4,3,4,4,4,4,4,4,4,4,4,4
1180202,103690,5,5,3,3,4,4,5,5,5,4,4,4,4
1180202,103694,5,4,4,5,4,4,4,4,4,4,4,4,5
1180202,117345,4,4,4,4,4,4,4,4,4,4,4,4,4
1180202,117348,5,5,3,5,4,5,4,4,4,4,4,4,5
1180202,117350,4,4,4,4,4,4,4,4,4,4,4,4,4
1180202,117379,5,4,3,4,4,4,4,4,4,4,4,4,5
1180202,117352,4,4,4,5,4,5,4,4,4,4,4,4,5
1180202,117385,5,4,3,4,4,4,4,4,4,5,3,4,5
1180202,117388,4,4,3,4,3,3,3,3,4,4,3,3,4
1180205,103626,4,4,3,4,4,4,4,4,4,4,4,4,4
1180206,103633,5,4,3,5,3,5,4,4,5,4,4,4,5
1180206,103641,4,4,3,4,3,4,3,4,4,5,3,3,4
1180206,103626,4,4,3,4,4,4,4,4,4,4,4,4,4
1180206,103658,5,3,3,4,4,4,4,4,4,4,4,4,4
1180206,117356,5,5,5,5,4,5,5,5,5,5,5,5,4
1180206,117367,4,4,3,4,4,4,4,4,4,4,3,3,4
1180206,117363,5,5,3,5,4,5,4,4,4,4,3,3,5
1180206,117379,5,4,3,4,4,4,4,4,4,4,4,4,5
1180206,117372,4,4,3,4,4,4,4,4,4,4,4,4,4
1180501,110549,4,4,5,4,4,4,3,4,4,4,4,4,4
1180501,110555,4,4,4,4,3,4,4,4,4,4,4,4,4
1180501,110551,4,5,4,4,4,4,4,4,4,4,4,4,4
1180501,110553,4,5,4,4,4,3,4,4,4,4,4,4,4
1180501,118293,3,3,4,4,4,4,3,3,3,4,3,3,4
1180501,118294,4,4,3,4,4,4,3,3,3,3,3,3,4
1180501,118296,4,3,4,4,4,4,3,3,3,4,3,3,4
1180501,118297,3,3,3,4,4,3,3,3,3,3,3,3,4
1180501,118298,3,3,4,4,4,4,3,3,3,4,3,3,4
1180501,118299,3,3,4,4,4,3,4,3,3,3,4,4,4
1180501,118300,4,4,3,4,4,3,3,3,3,3,3,3,4
1180501,118302,3,3,2,4,4,4,3,3,3,3,3,3,4
1180501,118303,4,4,3,4,4,4,3,3,3,3,3,3,4
1180501,118304,4,3,4,3,4,3,3,3,3,4,3,3,3
1180502,110549,4,4,5,4,4,4,3,4,4,4,4,4,4
1180502,110551,4,5,4,4,4,4,4,4,4,4,4,4,4
1180502,110553,4,5,4,4,4,3,4,4,4,4,4,4,4
1180502,118293,3,3,4,4,4,4,3,3,3,4,3,3,4
1180502,118294,4,4,3,4,4,4,3,3,3,3,3,3,4
1180502,118296,4,3,4,4,4,4,3,3,3,4,3,3,4
1180502,118297,3,3,3,4,4,3,3,3,3,3,3,3,4
1180502,118298,3,3,4,4,4,4,3,3,3,4,3,3,4
1180502,118299,3,3,4,4,4,3,4,3,3,3,4,4,4
1180502,118300,4,4,3,4,4,3,3,3,3,3,3,3,4
1180502,118302,3,3,2,4,4,4,3,3,3,3,3,3,4
1180502,118303,4,4,3,4,4,4,3,3,3,3,3,3,4
1180502,118304,4,3,4,3,4,3,3,3,3,4,3,3,3
1180601,110459,4,4,4,4,5,4,4,4,3,4,4,4,4
1180601,118250,4,4,3,4,4,4,3,4,4,5,3,3,4
1180601,118251,4,4,3,4,4,3,3,3,3,3,3,3,4
1180601,118252,4,4,4,4,5,4,3,3,3,4,4,4,4
1180601,118253,4,4,4,4,4,3,3,3,3,4,4,3,4
1180602,110459,4,4,4,4,5,4,4,4,3,4,4,4,4
1180602,118250,4,4,3,4,4,4,3,4,4,5,3,3,4
1180602,118251,4,4,3,4,4,3,3,3,3,3,3,3,4
1180602,118252,4,4,4,4,5,4,3,3,3,4,4,4,4
1180602,118256,4,4,4,4,4,4,3,3,3,5,3,3,4
1180602,118253,4,4,4,4,4,3,3,3,3,4,4,3,4
1180701,110470,4,4,4,4,4,3,4,4,4,4,4,4,4
1180702,110472,4,4,4,4,3,3,3,3,3,5,4,4,4
1180801,110573,4,4,3,4,4,4,4,4,4,4,4,4,4
1180801,118267,3,3,3,4,4,3,3,4,3,3,3,3,4
1180801,118258,4,4,3,4,4,3,3,3,4,3,4,4,4
1180802,110573,4,4,3,4,4,4,4,4,4,4,4,4,4
1180802,118258,4,4,3,4,4,3,3,3,4,3,4,4,4
1181001,110474,4,3,4,4,5,4,4,3,4,5,4,4,4
1181001,118287,4,4,4,3,4,4,4,4,3,3,4,4,4
1181002,110474,4,3,4,4,5,4,4,3,4,5,4,4,4
1181002,118287,4,4,4,3,4,4,4,4,3,3,4,4,4
1181003,110474,4,3,4,4,5,4,4,3,4,5,4,4,4
1181006,110479,4,4,4,4,5,4,4,4,3,3,4,4,4
1181006,110474,4,3,4,4,5,4,4,3,4,5,4,4,4
1181006,118283,4,4,4,3,4,4,3,3,3,3,3,3,4
1181401,110466,3,3,3,4,3,3,3,3,3,3,3,3,4
1181401,118280,4,4,3,4,4,3,3,3,3,3,3,3,4
1181501,107847,5,4,4,4,4,3,4,4,4,4,3,4,4
1181501,107850,4,4,4,4,4,4,4,4,4,4,3,4,4
1181501,107858,4,5,4,4,4,4,4,4,4,4,3,4,5
1181501,107862,5,4,4,4,4,3,4,4,4,4,3,4,4
1181501,107865,4,4,4,4,4,3,4,4,4,4,3,4,4
1181501,107866,4,4,4,4,4,3,4,4,4,4,3,4,4
1181501,107872,4,4,4,4,5,3,4,4,4,4,3,4,4
1181501,107877,4,4,4,4,4,3,4,4,4,4,3,4,4
1181501,107881,4,4,4,4,4,4,4,4,4,4,3,4,4
1181501,115463,5,5,5,5,5,4,5,5,5,5,4,5,4
1181501,115473,4,4,4,4,4,3,4,4,4,4,3,4,4
1181501,115476,5,4,4,4,4,3,4,4,4,4,3,4,4
1181501,115479,5,4,4,4,4,2,4,3,4,4,3,4,4
1181501,115483,4,4,4,4,4,3,4,4,4,4,3,4,4
1181501,115487,4,5,4,5,4,3,4,4,4,4,4,4,5
1181502,107877,4,4,4,4,4,3,4,4,4,4,3,4,4
1181503,107847,5,4,4,4,4,3,4,4,4,4,3,4,4
1181503,107850,4,4,4,4,4,4,4,4,4,4,3,4,4
1181503,107858,4,5,4,4,4,4,4,4,4,4,3,4,5
1181503,107862,5,4,4,4,4,3,4,4,4,4,3,4,4
1181503,107865,4,4,4,4,4,3,4,4,4,4,3,4,4
1181503,107866,4,4,4,4,4,3,4,4,4,4,3,4,4
1181503,107872,4,4,4,4,5,3,4,4,4,4,3,4,4
1181503,107881,4,4,4,4,4,4,4,4,4,4,3,4,4
1181503,115463,5,5,5,5,5,4,5,5,5,5,4,5,4
1181503,115473,4,4,4,4,4,3,4,4,4,4,3,4,4
1181503,115476,5,4,4,4,4,3,4,4,4,4,3,4,4
1181503,115479,5,4,4,4,4,2,4,3,4,4,3,4,4
1181503,115483,4,4,4,4,4,3,4,4,4,4,3,4,4
1181503,115487,4,5,4,5,4,3,4,4,4,4,4,4,5
1181601,110558,4,4,4,5,4,4,4,4,4,4,4,4,4
1181602,110558,4,4,4,5,4,4,4,4,4,4,4,4,4
1181604,110562,4,4,3,4,4,4,3,4,4,4,4,4,4
1181604,118277,3,3,3,3,3,4,3,3,3,3,3,3,3
1181604,110563,4,4,4,4,5,4,4,3,3,4,4,4,4
1181604,118272,4,4,4,4,4,3,3,3,4,3,3,3,4
1181604,118274,4,4,3,4,4,3,3,3,3,4,4,4,4
1181701,119634,4,4,4,4,4,4,4,4,4,4,4,4,4
1181702,107193,4,4,4,4,4,4,4,4,4,4,4,4,4
1181702,107195,4,4,3,4,4,4,3,3,4,4,4,4,4
1181702,119634,4,4,4,4,4,4,4,4,4,4,4,4,4
1181702,107196,4,4,4,4,4,4,4,4,4,4,4,4,4
1181702,119649,5,4,4,4,4,4,4,4,3,4,4,4,4
1181702,119651,3,3,3,3,4,3,5,5,4,3,4,3,3
1181702,119664,4,3,4,4,4,4,3,4,4,3,4,4,4
1181702,119654,5,5,3,4,4,4,4,3,4,4,4,4,4
1181702,119657,3,4,3,4,4,4,3,4,4,4,4,3,4
1181702,119660,5,4,4,4,4,4,4,4,3,4,4,4,4
1181702,119668,5,5,4,4,3,3,4,4,4,4,3,4,4
1181801,107170,4,4,4,4,4,4,3,3,4,4,4,4,4
1181801,107172,4,3,3,3,3,3,3,3,3,3,3,3,3
1181801,116856,4,4,4,4,4,4,4,4,4,4,4,3,4
1181801,116868,4,4,4,4,4,4,4,4,4,4,4,4,4
1181801,116871,4,4,4,4,4,4,4,4,4,4,4,4,4
1181801,116882,5,5,4,4,4,4,4,4,4,4,4,4,4
1181801,116875,5,5,4,4,4,4,4,4,4,4,4,4,4
1181802,107170,4,4,4,4,4,4,3,3,4,4,4,4,4
1181802,107172,4,3,3,3,3,3,3,3,3,3,3,3,3
1181802,116856,4,4,4,4,4,4,4,4,4,4,4,3,4
1181802,116868,4,4,4,4,4,4,4,4,4,4,4,4,4
1181802,116871,4,4,4,4,4,4,4,4,4,4,4,4,4
1181802,116889,4,4,4,4,4,4,4,4,4,4,4,4,4
1181802,116895,4,4,4,4,4,4,4,4,4,4,4,4,4
1181802,116875,5,5,4,4,4,4,4,4,4,4,4,4,4
1181804,107175,3,4,4,4,4,4,4,4,4,4,4,4,4
1181804,107178,4,4,4,4,4,4,4,4,4,4,4,4,4
1181901,107183,5,4,4,4,4,3,4,4,4,4,3,4,4
1181901,107184,4,4,4,4,4,4,4,4,4,4,4,4,4
1181901,119792,4,4,4,4,3,4,4,3,4,4,4,4,4
1181901,119795,4,4,4,4,4,3,4,4,3,4,3,4,4
1182001,107188,4,4,4,4,3,3,4,4,4,4,4,4,4
1182001,107189,5,4,4,4,4,3,4,4,4,4,3,4,5
1182001,107190,4,4,4,4,3,3,4,4,4,4,4,4,4
1182001,107191,4,4,4,4,4,4,4,4,4,4,4,4,4
1182001,119798,5,4,4,4,4,4,4,4,3,4,4,4,4
1182001,119799,4,4,4,4,4,4,4,4,4,4,4,4,4
1182002,107188,4,4,4,4,3,3,4,4,4,4,4,4,4
1182101,110192,4,4,4,4,4,4,4,4,4,4,3,2,4
1182103,110192,4,4,4,4,4,4,4,4,4,4,3,2,4
1182103,110209,5,4,4,4,4,4,4,4,4,4,4,4,4
1182103,110210,4,4,4,4,4,4,4,4,4,4,4,4,4
1182201,106158,4,4,4,4,4,4,4,4,4,4,4,4,4
1182201,106162,4,4,4,4,4,4,4,4,4,4,4,4,4
1182201,106163,5,4,4,4,4,4,4,4,4,4,4,4,4
1182201,119746,4,4,3,3,3,3,3,3,4,3,4,4,3
1182201,119748,5,4,4,4,4,4,3,3,4,4,4,4,4
1182202,106158,4,4,4,4,4,4,4,4,4,4,4,4,4
1182202,119746,4,4,3,3,3,3,3,3,4,3,4,4,3
1182202,119748,5,4,4,4,4,4,3,3,4,4,4,4,4
1182202,119750,4,4,4,4,4,4,4,4,4,4,4,4,4
1182202,119753,4,4,4,4,3,4,4,3,3,4,4,4,4
1182301,121131,4,4,4,4,4,4,4,4,4,4,4,4,4
1182301,121133,4,4,4,4,3,4,4,3,4,4,4,4,4
1182301,121134,4,4,3,4,4,4,4,4,3,4,3,4,4
1182302,106191,5,4,4,4,4,4,4,4,4,4,4,4,4
1182302,106193,4,4,4,4,4,4,4,4,4,4,4,4,4
1182302,121131,4,4,4,4,4,4,4,4,4,4,4,4,4
1182302,121133,4,4,4,4,3,4,4,3,4,4,4,4,4
1182302,121134,4,4,3,4,4,4,4,4,3,4,3,4,4
1182601,106166,4,4,5,2,3,3,4,4,4,4,3,3,3
1182602,106166,4,4,5,2,3,3,4,4,4,4,3,3,3
1182603,121152,5,4,4,4,4,4,4,4,4,4,4,4,4
1182604,104869,4,3,4,3,4,4,4,4,4,4,4,4,3
1182604,104874,4,4,4,4,4,4,4,4,4,4,3,3,4
1182604,104881,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,106194,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,106195,4,4,4,4,4,4,4,3,3,4,4,4,4
1182801,106200,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,106201,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,106203,4,4,4,4,4,4,3,3,3,4,4,4,4
1182801,106204,4,4,4,4,4,4,4,4,3,4,4,4,4
1182801,119815,4,4,3,3,4,3,3,3,3,3,3,4,3
1182801,119834,5,5,4,4,5,4,4,4,4,4,4,4,4
1182801,106206,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,119816,4,4,4,4,4,4,4,4,4,3,4,4,4
1182801,119823,5,4,4,4,4,4,5,4,4,4,4,4,4
1182801,119819,4,3,3,3,3,3,4,3,4,3,4,4,3
1182801,119821,4,5,5,4,4,4,5,5,5,5,4,5,4
1182801,119827,4,4,4,4,4,4,4,4,4,4,4,4,4
1182801,119832,5,4,3,4,4,4,4,3,3,4,4,4,4
1182901,105197,4,4,2,4,5,4,4,4,4,4,4,3,4
1182901,105199,4,4,4,4,5,4,4,4,4,4,4,4,4
1182901,105200,4,4,4,4,5,4,4,4,4,4,4,5,4
1182901,105201,4,4,4,4,5,4,4,3,4,4,3,4,4
1182901,105201,4,4,4,4,5,4,4,3,4,4,3,4,4
1182901,105203,4,4,4,4,5,4,4,4,4,4,4,4,4
1182901,105204,3,3,3,3,4,3,4,3,4,3,4,4,3
1182901,114767,5,5,4,5,5,5,5,5,5,5,4,4,5
1182901,114769,4,4,5,4,5,5,4,4,4,4,4,4,4
1182902,105197,4,4,2,4,5,4,4,4,4,4,4,3,4
1182902,105205,3,3,4,3,5,3,4,4,4,3,4,4,3
1182902,105199,4,4,4,4,5,4,4,4,4,4,4,4,4
1182902,105200,4,4,4,4,5,4,4,4,4,4,4,5,4
1182902,105201,4,4,4,4,5,4,4,3,4,4,3,4,4
1182902,105201,4,4,4,4,5,4,4,3,4,4,3,4,4
1182902,105207,5,5,4,4,4,4,4,3,4,4,4,3,4
1182902,105208,4,4,3,4,4,4,4,4,4,4,4,4,4
1182902,105206,5,5,5,5,5,5,5,5,5,5,3,4,5
1182902,105209,4,4,4,4,4,4,4,4,4,4,4,3,4
1182902,105210,4,3,4,5,5,4,3,3,3,3,3,3,3
1182902,114767,5,5,4,5,5,5,5,5,5,5,4,4,5
1182902,114772,5,5,5,4,4,4,4,4,4,4,4,4,4
1182902,114769,4,4,5,4,5,5,4,4,4,4,4,4,4
1182902,114775,5,5,5,4,4,4,5,5,5,4,4,5,4
1182902,900224,4,3,4,5,5,4,3,3,3,3,3,3,3
1182902,114778,5,5,5,4,4,4,5,5,5,4,4,5,4
1182902,114780,4,5,4,4,4,4,4,4,4,4,4,4,4
1182902,114783,4,4,4,4,4,3,4,4,4,4,4,4,4
1183001,105215,4,4,3,4,4,4,4,4,4,4,4,3,4
1183001,121046,4,4,4,3,5,4,4,4,4,4,4,4,4
1183002,121051,4,4,4,4,4,4,4,5,5,4,4,4,4
1183003,105220,4,4,4,4,4,4,4,5,4,4,3,4,4
1183003,105221,3,4,4,4,3,4,4,3,3,4,3,4,4
1183003,105222,4,3,4,4,4,4,4,4,4,4,4,4,4
1183003,121053,4,4,4,4,4,4,4,4,4,4,4,4,4
