PID,M_ID,q6_1,q6_1_1
1185305,110761,934,380
1185305,110762,934,10
1185305,121274,932,30
1185307,302498,911,50
1185307,302499,911,240
1185307,302504,911,140
1185307,302514,931,380
1185307,302520,911,140
1185307,302522,932,400
1185307,302526,935,10
1185307,302526,931,220
1185307,118733,911,230
1185307,118738,911,20
1185307,118743,911,250
1185307,118744,933,30
1185401,119735,934,380
1185402,119735,934,380
1185402,122478,933,380
1185701,109240,938,90
1185701,121101,938,30
1185701,121102,934,60
1185702,109240,938,90
1185702,109244,932,60
1185702,121101,938,30
1185702,121102,934,60
1185703,110232,938,50
1185703,122673,938,370
1185703,121101,938,30
1185901,300131,931,70
1185901,300278,911,240
1185901,300280,911,240
1185901,300282,911,240
1185901,300318,931,240
1185901,300323,931,240
1185901,300470,936,360
1185901,300472,936,360
1185901,300473,936,360
1185901,300555,934,80
1185901,300559,934,80
1185901,300560,934,80
1185901,300597,931,220
1185901,300599,931,220
1185901,300601,931,220
1185901,300808,931,220
1185901,300811,931,220
1185901,300818,911,240
1185901,300819,911,240
1185901,300820,911,240
1185901,300993,931,100
1185901,301064,933,10
1185901,301068,933,10
1185901,301069,933,10
1185901,301589,931,190
1185901,301594,931,190
1185901,301595,931,190
1185901,301727,931,220
1185901,301728,931,220
1185901,301729,931,220
1185901,301792,934,30
1185901,301796,934,30
1185901,301799,934,30
1185901,301962,931,370
1185901,301964,931,370
1185901,301966,931,370
1185901,302107,931,370
1185901,302111,931,370
1185901,302117,931,370
1185901,302543,932,410
1185901,302544,932,410
1185901,302545,932,410
1185901,302976,935,10
1185901,302978,935,10
1185901,303037,937,90
1185901,303039,937,90
1185901,303043,937,90
1185901,303044,934,380
1185901,303055,934,10
1185901,303057,934,10
1185901,303059,934,10
1185901,303179,933,10
1185901,303183,933,10
1185901,303184,933,10
1185901,303498,931,10
1185901,303501,931,10
1185901,303507,931,10
1185902,300131,931,70
1185902,300278,911,240
1185902,300280,911,240
1185902,300282,911,240
1185902,300318,931,240
1185902,300323,931,240
1185902,300470,936,360
1185902,300472,936,360
1185902,300473,936,360
1185902,300555,934,80
1185902,300559,934,80
1185902,300560,934,80
1185902,300588,931,220
1185902,300597,931,220
1185902,300599,931,220
1185902,300601,931,220
1185902,300693,931,220
1185902,300708,932,30
1185902,300710,931,220
1185902,300765,934,80
1185902,300766,931,220
1185902,300808,931,220
1185902,300811,931,220
1185902,300818,911,240
1185902,300819,911,240
1185902,300820,911,240
1185902,300832,931,100
1185902,300993,931,100
1185902,301064,933,10
1185902,301068,933,10
1185902,301069,933,10
1185902,301005,931,220
1185902,301006,935,10
1185902,301065,931,220
1185902,301070,931,220
1185902,301118,931,220
1185902,301121,931,220
1185902,301232,931,70
1185902,301234,931,70
1185902,301589,931,190
1185902,301593,931,220
1185902,301594,931,190
1185902,301595,931,190
1185902,301727,931,220
1185902,301728,931,220
1185902,301729,931,220
1185902,301792,934,30
1185902,301796,934,30
1185902,301799,934,30
1185902,301014,933,390
1185902,301962,931,370
1185902,301964,931,370
1185902,301966,931,370
1185902,302036,931,70
1185902,302107,931,370
1185902,302111,931,370
1185902,302117,931,370
1185902,302403,931,70
1185902,302543,932,410
1185902,302544,932,410
1185902,302545,932,410
1185902,303127,911,130
1185902,303181,931,70
1185902,302832,931,70
1185902,302873,931,190
1185902,302875,931,190
1185902,302877,931,220
1185902,302878,931,220
1185902,302974,935,10
1185902,302976,935,10
1185902,302978,935,10
1185902,303037,937,90
1185902,303039,937,90
1185902,303043,937,90
1185902,303055,934,10
1185902,303057,934,10
1185902,303059,934,10
1185902,303126,931,70
1185902,303128,931,190
1185902,303179,933,10
1185902,303183,933,10
1185902,303184,933,10
1185902,303498,931,10
1185902,303501,931,10
1185902,303507,931,10
1185903,300278,911,240
1185903,300280,911,240
1185903,300282,911,240
1185903,300318,931,240
1185903,300323,931,240
1185903,300470,936,360
1185903,300472,936,360
1185903,300473,936,360
1185903,300555,934,80
1185903,300559,934,80
1185903,300560,934,80
1185903,300597,931,220
1185903,300599,931,220
1185903,300601,931,220
1185903,300808,931,220
1185903,300811,931,220
1185903,300818,911,240
1185903,300819,911,240
1185903,300820,911,240
1185903,300993,931,100
1185903,301064,933,10
1185903,301068,933,10
1185903,301069,933,10
1185903,301033,934,30
1185903,301065,931,220
1185903,301070,931,220
1185903,301118,931,220
1185903,301121,931,220
1185903,301123,931,220
1185903,301232,931,70
1185903,301234,931,70
1185903,301589,931,190
1185903,301593,931,220
1185903,301594,931,190
1185903,301595,931,190
1185903,301596,931,190
1185903,301727,931,220
1185903,301728,931,220
1185903,301729,931,220
1185903,301792,934,30
1185903,301796,934,30
1185903,301799,934,30
1185903,301802,931,190
1185903,301961,931,190
1185903,301962,931,370
1185903,301964,931,370
1185903,301966,931,370
1185903,302035,933,30
1185903,302107,931,370
1185903,302111,931,370
1185903,302117,931,370
1185903,302543,932,410
1185903,302544,932,410
1185903,302545,932,410
1185903,302873,931,190
1185903,302875,931,190
1185903,302877,931,220
1185903,302878,931,220
1185903,302974,935,10
1185903,302976,935,10
1185903,302978,935,10
1185903,303037,937,90
1185903,303039,937,90
1185903,303043,937,90
1185903,303055,934,10
1185903,303057,934,10
1185903,303059,934,10
1185903,303179,933,10
1185903,303183,933,10
1185903,303184,933,10
1185903,303229,931,190
1185903,303498,931,10
1185903,303501,931,10
1185903,303507,931,10
1185904,300131,931,70
1185904,300278,911,240
1185904,300280,911,240
1185904,300282,911,240
1185904,300318,931,240
1185904,300323,931,240
1185904,300470,936,360
1185904,300472,936,360
1185904,300473,936,360
1185904,300555,934,80
1185904,300559,934,80
1185904,300560,934,80
1185904,300818,911,240
1185904,300819,911,240
1185904,300820,911,240
1185904,301006,935,10
1185904,301232,931,70
1185904,301234,931,70
1185904,301589,931,190
1185904,301594,931,190
1185904,301595,931,190
1185904,301727,931,220
1185904,301728,931,220
1185904,301729,931,220
1185904,301792,934,30
1185904,301796,934,30
1185904,301799,934,30
1185904,301962,931,370
1185904,301964,931,370
1185904,301966,931,370
1185904,302036,931,70
1185904,302107,931,370
1185904,302111,931,370
1185904,302117,931,370
1185904,302543,932,410
1185904,302544,932,410
1185904,302545,932,410
1185904,302873,931,190
1185904,302875,931,190
1185904,302877,931,220
1185904,302878,931,220
1185904,302974,935,10
1185904,303037,937,90
1185904,303039,937,90
1185904,303043,937,90
1185904,303055,934,10
1185904,303057,934,10
1185904,303059,934,10
1185904,303179,933,10
1185904,303183,933,10
1185904,303184,933,10
1185904,303498,931,10
1185904,303501,931,10
1185904,303507,931,10
1186101,106255,935,10
1186101,106257,939,20
1186101,106264,934,40
1186101,121300,932,20
1186101,121290,938,50
1186101,121290,934,380
1186102,106255,935,10
1186102,106257,939,20
1186102,106262,921,90
1186102,106264,934,40
1186102,121290,938,50
1186102,121290,934,380
1186201,107133,934,40
1186201,107135,936,400
1186201,107136,933,360
1186201,120883,932,60
1186201,120887,932,60
1186201,120892,931,220
1186201,120896,937,20
1186202,107133,934,40
1186202,107139,934,370
1186202,107140,931,250
1186202,107142,934,10
1186202,107135,936,400
1186202,107136,933,360
1186202,107143,937,20
1186202,107147,939,20
1186202,107150,931,200
1186202,107152,938,60
1186202,120883,932,60
1186202,120902,931,220
1186202,120906,932,310
1186202,120934,932,390
1186202,120887,932,60
1186202,120910,935,330
1186202,120918,934,40
1186202,120926,934,380
1186202,120892,931,220
1186202,120921,939,20
1186202,120896,937,20
1186202,120931,931,20
1186301,116449,931,210
1186301,116450,931,380
1186302,116449,931,210
1186302,116450,931,380
1186401,117983,935,330
1186402,117981,931,190
1186402,117983,935,330
1186403,110208,931,70
1186403,117985,937,20
1186403,117983,935,330
1186403,117986,934,380
1186403,117991,935,380
1186501,100918,934,30
1186501,900042,934,30
1186503,121628,931,370
1186504,100919,921,90
1186504,100920,932,10
1186504,121195,932,10
1186504,121197,939,20
1186505,100921,934,30
1186505,100922,934,30
1186505,100923,934,30
1186601,100913,938,90
1186601,100914,932,30
1186601,100912,936,310
1186601,115399,936,20
1186602,100913,938,90
1186602,100914,932,30
1186602,100912,936,310
1186602,115399,936,20
1186701,100927,931,10
1186701,100928,931,10
1186701,117202,935,10
1186701,117207,931,350
1186701,100926,931,90
1186702,100927,931,10
1186702,100939,931,370
1186702,100928,931,10
1186702,100940,935,10
1186702,117207,931,350
1186702,100926,931,90
1186704,100927,931,10
1186704,100928,931,10
1186704,100929,931,190
1186704,117207,931,350
1186704,117218,931,240
1186704,117219,935,10
1186704,117220,932,10
1186704,100926,931,90
1186704,117221,911,240
1186704,117222,921,90
1186705,100927,931,10
1186705,100928,931,10
1186705,117207,931,350
1186705,117210,921,90
1186705,100926,931,90
1186705,117212,923,10
1186705,117216,931,320
1186706,100927,931,10
1186706,100928,931,10
1186706,100929,931,190
1186706,117207,931,350
1186706,117218,931,240
1186706,117219,935,10
1186706,117220,932,10
1186706,100926,931,90
1186706,117221,911,240
1186706,117222,921,90
1186707,100927,931,10
1186707,100928,931,10
1186707,100941,934,30
1186707,117207,931,350
1186707,100926,931,90
1186707,117224,934,30
1186901,106630,938,90
1187001,110083,938,90
1187002,110084,935,380
1187002,110083,938,90
1187002,110085,932,30
1187002,110086,934,80
1187002,119035,937,360
1187101,100904,938,90
1187101,100906,934,30
1187101,116933,934,380
1187102,100904,938,90
1187102,100910,931,10
1187102,100911,931,240
1187102,100906,934,30
1187102,116933,934,380
1187201,104799,921,90
1187201,104827,938,90
1187201,104781,931,90
1187201,900203,921,90
1187201,900206,938,90
1187201,118536,932,30
1187202,104781,931,90
1187202,118536,932,30
1187202,118537,934,350
1187202,118538,935,370
1187202,118539,932,30
1187301,104650,931,370
1187301,114548,911,10
1187301,114547,923,310
1187302,104705,931,190
1187302,104706,931,240
1187302,114550,931,10
1187302,114551,932,60
1187601,110087,938,90
1187602,110087,938,90
1187801,107014,911,10
1187801,107017,932,60
1187801,107020,931,50
1187801,121145,932,60
1187803,110088,931,200
1187803,120146,932,390
1187804,110088,931,200
1187804,120146,932,390
1188001,110482,937,80
1188002,110482,937,80
1188002,110485,921,90
1188002,110486,936,10
1188002,119038,934,380
1188003,110482,937,80
1188003,119040,931,210
1188101,105851,938,90
1188101,119086,933,380
1188102,105851,938,90
1188104,119090,932,30
1188201,110211,934,80
1188201,110212,934,380
1188201,110213,932,50
1188201,118496,932,30
1188201,118502,931,220
1188201,118503,923,40
1188202,110211,934,80
1188202,110214,926,310
1188202,110215,938,400
1188202,110216,931,260
1188202,110212,934,380
1188202,110213,932,50
1188202,110217,931,220
1188202,110219,937,90
1188202,118496,932,30
1188203,110220,932,30
1188203,110221,931,10
1188203,118504,911,130
1188203,118506,911,230
1188203,118505,934,380
1188401,109485,931,240
1188401,117951,932,310
1188402,109485,931,240
1188402,117951,932,310
1188901,115521,932,10
1189001,115529,932,40
1189001,115590,932,310
1189002,115529,932,40
1189101,115527,938,50
1189102,115527,938,50
1189301,100854,933,310
1189301,900037,933,310
1189301,115525,936,460
1189401,301772,938,350
1189401,301770,932,40
1189401,115746,932,60
1189402,301772,938,350
1189402,301773,932,410
1189402,115746,932,60
1189403,301773,932,410
1189403,115731,921,90
1189404,301768,911,230
1189404,301773,932,410
1189404,115738,932,310
1189404,115742,911,230
1189504,303789,935,20
1189601,301650,911,200
1189601,301651,911,200
1189601,303672,932,390
1189601,303674,932,350
1189601,303678,936,40
1189602,301650,911,200
1189602,303672,932,390
1189602,303674,932,350
1189602,303675,931,370
1189603,301650,911,200
1189603,301651,911,200
1189603,301666,931,370
1189603,303681,932,30
1189603,303673,932,60
1189603,303680,932,410
1189604,301661,931,370
1189604,303673,932,60
1189604,303684,911,10
1190301,301904,932,340
1190301,115686,935,370
1190302,301904,932,340
1190302,115686,935,370
1190303,301904,932,340
1190303,115686,935,370
1190304,301904,932,340
1190304,115686,935,370
1190602,102172,939,20
1190602,900080,939,20
1190701,102180,932,30
1190702,102180,932,30
1191002,115722,937,20
1191101,301759,932,60
1191102,301759,932,60
1191302,112877,932,60
1191401,101932,933,10
1191401,900069,933,10
1191801,101937,923,10
1191801,101937,911,200
1191801,101937,931,200
1191801,112881,923,10
1191802,101937,923,10
1191802,101937,911,200
1191802,101937,931,200
1191802,101947,929,10
1191802,101947,925,40
1191802,101957,933,30
1191802,101957,931,190
1191802,101957,932,340
1191802,900070,929,10
1191802,900070,925,40
1191802,112882,932,70
1192002,101999,937,20
1192002,102001,923,310
1192002,900072,937,20
1192002,900074,923,310
1192002,112884,937,10
1192002,112884,936,20
1192002,112884,921,90
1192101,102011,939,20
1192101,102013,932,70
1192101,112889,932,10
1192101,112892,933,380
1192102,102042,932,30
1192102,102011,939,20
1192102,102044,932,30
1192102,102013,932,70
1192501,112352,932,70
1192602,101477,932,70
1192701,101479,932,70
1192702,101479,932,70
1192702,112357,932,20
1192703,101485,932,10
1192703,101583,923,10
1192703,900055,932,10
1192703,900056,923,10
1192703,101586,932,60
1192902,101589,932,30
1192902,101599,932,30
1192902,101681,923,10
1192902,112358,932,30
1192902,112359,932,340
1192902,112360,932,70
1193001,101690,923,10
1193002,101690,923,10
1193101,101701,923,10
1193101,112361,932,70
1193102,101701,923,10
1193102,112361,932,70
1193201,101707,923,10
1193401,101928,923,10
1193501,101929,923,10
1193502,101929,923,10
1193601,112364,937,420
1193602,112364,937,420
1193802,102228,936,20
1193802,900081,936,20
1193902,102233,936,20
1193902,900082,936,20
1194301,113169,932,70
1194302,113169,932,70
1194303,113169,932,70
1194304,113169,932,70
1194305,113169,932,70
1194306,113169,932,70
1194502,102238,933,10
1194502,113181,932,340
1194701,102246,938,50
1195301,102740,932,70
1195301,102558,937,350
1195301,112375,932,310
1195301,112377,932,410
1195302,102740,932,70
1195302,102558,937,350
1195302,112375,932,310
1195302,112377,932,410
1195303,108293,931,200
1195303,108298,931,190
1195303,122020,911,230
1195303,122025,932,30
1195303,122030,931,370
1195303,122040,931,100
1195303,122048,931,380
1195303,122050,931,210
1195303,122053,931,200
1195303,122158,931,380
1195303,122159,931,210
1195303,122160,931,200
1195304,102740,932,70
1195304,102558,937,350
1195501,102784,931,20
1195501,112583,937,20
1195502,102784,931,20
1195502,112583,937,20
1195503,102784,931,20
1195503,112583,937,20
1195504,102784,931,20
1195504,112583,937,20
1195901,102880,932,10
1195901,102886,932,400
1195901,102888,932,10
1195901,112728,931,370
1195901,112738,932,400
1195901,112744,932,40
1195901,112753,936,20
1195902,102880,932,10
1195902,102886,932,400
1195902,102888,932,10
1195902,112728,931,370
1195902,112738,932,400
1195902,112744,932,40
1195902,112753,936,20
1196101,115504,931,100
1196201,102158,911,240
1196201,115508,911,240
1196202,102158,911,240
1196202,115508,911,240
1196301,102183,938,50
1196301,115520,911,230
1196302,102183,938,50
1196302,115520,911,230
1196401,115517,932,60
1196402,115517,932,60
1196602,115438,921,40
1197001,102290,936,380
1197001,102293,936,10
1197001,115432,932,340
1197002,102290,936,380
1197002,102293,936,10
1197002,115432,932,340
1197004,118334,932,30
1197004,118338,934,30
1197101,115429,932,30
1197201,115426,937,430
1197202,115426,937,430
1197401,301706,938,90
1197403,301705,938,90
1197404,115367,936,20
1197501,102151,938,70
1197501,115411,936,20
1197502,102151,938,70
1197502,115411,936,20
1197701,115414,932,400
1197702,115414,932,400
1197801,102147,938,50
1197801,115384,938,50
1197802,102147,938,50
1198201,115418,931,370
1198202,115418,931,370
1198401,102146,932,340
1198401,115370,932,340
1198501,300027,933,10
1198501,300028,933,10
1198501,300320,933,10
1198501,300322,933,10
1198501,300419,933,310
1198501,300421,933,310
1198501,300706,934,30
1198501,300707,934,30
1198501,301022,935,370
1198501,301023,935,370
1198501,301809,933,30
1198501,301810,933,30
1198501,302894,923,50
1198501,302895,923,50
1198501,303078,933,10
1198501,303079,933,320
1198501,303080,933,10
1198501,303081,933,320
1198501,303479,939,20
1198501,303480,939,20
1198502,300027,933,10
1198502,300028,933,10
1198502,300320,933,10
1198502,300322,933,10
1198502,300419,933,310
1198502,300421,933,310
1198502,300706,934,30
1198502,300707,934,30
1198502,301022,935,370
1198502,301023,935,370
1198502,301809,933,30
1198502,301810,933,30
1198502,302894,923,50
1198502,302895,923,50
1198502,302907,933,10
1198502,303065,933,10
1198502,303078,933,10
1198502,303079,933,320
1198502,303080,933,10
1198502,303081,933,320
1198502,303479,939,20
1198502,303480,939,20
1198701,105692,933,360
1198701,105694,933,380
1198701,113993,933,360
1198701,113999,933,350
1198701,114001,933,310
1198702,105692,933,360
1198702,105690,931,270
1198702,113993,933,360
1198704,105690,931,270
1198704,105696,931,10
1198801,105842,931,380
1198801,105850,934,20
1198801,105850,925,40
1198801,105846,932,330
1198801,113956,932,30
1198801,113957,911,230
1198802,105842,931,380
1198802,105855,932,70
1198802,105846,932,330
1198802,113958,933,30
1198901,302081,911,10
1198901,302084,931,90
1198901,302102,934,20
1198901,302162,934,20
1198901,302163,934,340
1198901,302166,932,410
1198901,302168,933,370
1198901,302169,934,20
1198901,302208,934,30
1198901,302209,934,340
1198902,302081,911,10
1198902,302084,931,90
1198902,302102,934,20
1198902,302162,934,20
1198902,302163,934,340
1198902,302166,932,410
1198902,302169,934,20
1198902,302208,934,30
1198902,302209,934,340
1199301,303565,933,310
1199301,303568,933,390
1199301,302417,934,30
1199301,302417,933,310
1199301,303569,933,390
1199301,302413,937,90
1199301,302415,937,80
1199301,302415,933,310
1199301,303540,931,250
1199301,303542,936,10
1199301,303553,933,310
1199301,303559,931,110
1199302,303565,933,310
1199302,303568,933,390
1199302,302417,934,30
1199302,302417,933,310
1199302,303569,933,390
1199302,302413,937,90
1199302,302415,937,80
1199302,302415,933,310
1199302,303540,931,250
1199302,303542,936,10
1199302,303553,933,310
1199302,303559,931,110
1199401,105022,933,320
1199401,105043,934,10
1199401,117418,937,350
1199401,117421,937,350
1199401,117422,933,360
1199402,105022,933,320
1199402,105043,934,10
1199402,117418,937,350
1199402,117421,937,350
1199402,117422,933,360
1199501,105960,936,310
1199501,105917,926,20
1199501,105917,921,90
1199501,105953,934,340
1199501,113988,936,20
1199502,105917,926,20
1199502,105917,921,90
1199502,113990,937,330
1199701,110490,931,190
1199701,110493,931,240
1199701,110495,931,240
1199701,110497,923,50
1199701,110499,932,60
1199701,110501,931,10
1199701,110503,923,10
1199701,121706,933,360
1199701,121710,932,410
1199701,121715,931,10
1199701,121718,933,10
1199702,110490,931,190
1199702,110493,931,240
1199702,110495,931,240
1199702,110497,923,50
1199702,110499,932,60
1199702,110501,931,10
1199702,110503,923,10
1199702,121706,933,360
1199702,121710,932,410
1199702,121715,931,10
1199702,121718,933,10
1200101,118543,937,60
1200101,118546,932,10
1200102,118543,937,60
1200102,118546,932,10
1200103,118543,937,60
1200103,118552,931,190
1200103,118546,932,10
1200401,109511,932,30
1200401,109518,931,380
1200402,109511,932,30
1200403,123750,931,270
1200601,117454,933,380
1200601,117455,933,310
1200601,117456,933,310
1200604,117462,933,10
1200604,117463,933,10
1200605,117465,933,10
1200605,117467,925,30
1200605,117466,925,30
1200701,106146,937,350
1200701,106137,934,380
1200701,106142,933,10
1200701,106144,933,350
1200701,114010,934,330
1200701,114039,936,20
1200701,114012,933,310
1200701,114014,933,320
1200701,114016,934,350
1200701,114030,934,20
1200701,114023,936,20
1200702,106146,937,350
1200702,106137,934,380
1200702,106142,933,10
1200702,106144,933,350
1200702,106361,933,10
1200702,114010,934,330
1200702,114012,933,310
1200702,114014,933,320
1200702,114016,934,350
1200702,114030,934,20
1200702,114023,936,20
1200703,106146,937,350
1200703,106362,933,30
1200704,106146,937,350
1200704,114046,911,230
1200704,114051,931,100
1200704,114055,933,310
1200704,114061,921,90
1200705,106146,937,350
1200901,109608,933,310
1200901,109609,932,40
1200902,109608,933,310
1200902,109609,932,40
1200902,117416,933,380
1201001,117263,933,380
1201001,117269,933,320
1201002,117263,933,380
1201101,117276,933,320
1201203,104889,933,320
1201203,900209,933,320
1201301,104915,931,10
1201301,116726,934,30
1201301,116729,933,320
1201501,104964,935,10
1201501,104976,932,310
1201501,104981,931,270
1201502,104964,935,10
1201502,104976,932,310
1201502,104981,931,270
1201602,301131,911,30
1201701,105513,937,350
1201701,117357,934,30
1201701,117369,934,370
1201702,105507,935,10
1201702,105513,937,350
1201702,117357,934,30
1201703,105507,935,10
1201703,105513,937,350
1201703,117357,934,30
1201703,117376,935,10
1201801,105076,934,340
1201801,117390,934,30
1201801,117380,934,320
1201802,105076,934,340
1201802,117390,934,30
1201803,117384,934,30
1202002,105059,933,360
1202201,117448,933,360
1202201,117452,933,310
1202202,117452,933,310
1202301,117320,933,310
1202301,117316,933,310
1202304,105088,934,30
1202304,117327,934,30
1202501,105903,938,50
1202502,105903,938,50
1202502,117406,932,40
1202502,117407,934,320
1202601,117398,933,380
1202601,117395,935,20
1202602,117395,935,20
1202603,105144,932,60
1202603,117399,936,20
1202604,105152,935,10
1202604,900221,935,10
1202701,105803,934,310
1202701,105804,931,10
1202701,105801,934,30
1202701,900252,931,20
1202701,117427,932,60
1202701,117428,938,60
1202701,117429,936,30
1202702,105805,936,30
1202702,105806,921,90
1202702,105801,934,30
1202702,117432,932,410
1202702,117433,938,350
1202801,105563,933,310
1202801,105569,933,310
1202801,117532,933,310
1202801,117534,933,310
1202802,105563,933,310
1202802,105574,933,310
1202802,105569,933,310
1202802,105578,933,310
1202802,117536,933,360
1202803,117542,925,30
1202803,117538,921,90
1202803,117544,925,30
1202804,117546,925,30
1202901,117556,933,310
1202902,117557,933,310
1203301,103481,938,60
1203301,112158,938,60
1203302,103481,938,60
1203302,112158,938,60
1203401,100160,938,60
1203401,100161,936,20
1203501,113813,937,330
1203502,113813,937,330
1203503,113813,937,330
1203504,113813,937,330
1203601,103487,938,60
1203601,112147,938,60
1203602,103487,938,60
1203801,100162,938,60
1203801,100163,936,20
1203801,112161,938,60
1203801,112160,921,310
1203901,103490,937,90
1203901,103491,937,90
1203901,112288,938,350
1203902,103490,937,90
1203902,103491,937,90
1203902,112288,938,350
1204001,103496,933,380
1204001,112241,935,20
1204002,103496,933,380
1204002,103498,938,90
1204002,112241,935,20
1204101,100153,938,60
1204102,112237,938,60
1204202,100177,936,320
1204202,100178,938,50
1204202,112214,933,10
1204203,100181,938,50
1204203,112216,936,20
1204203,112217,935,330
1204301,100167,925,50
1204301,100170,938,60
1204301,112153,934,10
1204301,112156,936,450
1204302,100167,925,50
1204302,100170,938,60
1204302,112153,934,10
1204302,112156,936,450
1204303,100167,925,50
1204303,100170,938,60
1204303,112153,934,10
1204303,112156,936,450
1204601,102993,925,30
1204601,116687,933,370
1204801,102995,933,320
1204801,116732,933,320
1204801,116738,934,30
1204901,116701,925,20
1204901,116698,925,20
1204901,116700,925,20
1204902,116705,925,20
1205101,102964,934,310
1205101,116711,925,10
1205302,104774,933,330
1205302,113349,933,330
1205402,117251,925,20
1205402,117253,911,230
1205402,117254,911,130
1205501,103006,936,20
1205502,103006,936,20
1205502,116749,936,20
1205601,102963,933,320
1205701,109752,925,20
1205701,116265,932,60
1205701,116272,932,30
1205702,109752,925,20
1205702,109763,933,320
1205702,109768,933,320
1205702,116265,932,60
1205702,116272,932,30
1205702,116295,937,10
1205703,109752,925,20
1205703,109796,925,30
1205703,116272,932,30
1205704,116272,932,30
1205705,116272,932,30
1205901,103789,938,50
1205902,103789,938,50
1206001,109890,937,20
1206001,118202,925,20
1206002,109890,937,20
1206002,118202,925,20
1206101,109898,931,10
1206101,109902,933,320
1206101,118627,934,330
1206102,109898,931,10
1206102,109902,933,320
1206102,118627,934,330
1206103,109898,931,10
1206103,118627,934,330
1206104,109898,931,10
1206104,109932,938,50
1206104,109936,934,70
1206104,118627,934,330
1206105,109898,931,10
1206105,118627,934,330
1206201,103776,925,20
1206201,109950,931,380
1206201,109951,925,20
1206201,109955,933,340
1206201,118381,938,50
1206201,900148,925,20
1206201,118377,935,370
1206301,300298,925,30
1206301,300924,933,30
1206302,300298,925,30
1206302,300924,933,30
1206303,300298,925,30
1206303,300924,933,30
1206304,300298,925,30
1206304,300924,933,30
1206305,300298,925,30
1206305,300924,933,30
1206401,109959,931,380
1206401,109961,933,340
1206701,103807,933,340
1206701,109972,938,350
1206701,118830,925,20
1206701,118832,921,90
1206702,103807,933,340
1206702,109972,938,350
1206702,118822,933,340
1206702,118830,925,20
1206702,118832,921,90
1206801,101188,933,340
1206801,101189,933,340
1206901,119305,934,380
1206901,119306,939,10
1206902,119305,934,380
1206902,119306,939,10
1207001,119309,931,70
1207001,119313,934,40
1207001,119316,933,360
1207001,119317,934,30
1207001,119321,936,30
1207001,119323,932,400
1207001,119329,933,380
1207001,119334,934,30
1207001,119339,934,340
1207002,119309,931,70
1207002,119313,934,40
1207002,119315,933,380
1207002,119316,933,360
1207002,119317,934,30
1207002,119321,936,30
1207002,119323,932,400
1207002,119329,933,380
1207002,119334,934,30
1207003,119316,933,360
1207003,119343,933,20
1207003,119321,936,30
1207101,107933,934,10
1207101,107890,934,370
1207101,107892,938,50
1207101,107945,934,20
1207101,107900,934,20
1207101,107952,934,80
1207101,107904,933,350
1207101,107929,935,370
1207101,107954,931,10
1207101,119534,929,10
1207101,119555,929,10
1207101,119575,933,360
1207101,119566,931,190
1207101,119578,934,340
1207101,119570,934,10
1207102,107890,934,370
1207102,107892,938,50
1207102,107904,933,350
1207102,107929,935,370
1207102,119534,929,10
1207102,119540,933,350
1207102,119547,934,30
1207102,119551,933,370
1207102,119555,929,10
1207102,119564,925,40
1207102,119566,931,190
1207102,119570,934,10
1207103,107976,911,130
1207103,119540,933,350
1207103,119588,911,50
1207103,119592,932,10
1207103,107972,911,230
1207104,107900,934,20
1207104,119547,934,30
1207104,119551,933,370
1207104,119564,925,40
1207201,119599,932,40
1207202,119599,932,40
1207203,119599,932,40
1207204,107991,936,20
1207204,119599,932,40
1207501,119604,934,380
1207501,119608,932,30
1207502,119608,932,30
1207701,107876,932,390
1207701,107882,938,370
1207701,107879,936,390
1207701,119913,935,350
1207701,119924,937,330
1207701,119926,935,380
1207701,119928,935,40
1207701,119930,935,40
1207701,119934,932,340
1207702,119913,935,350
1207702,119940,934,340
1208102,105239,931,140
1208102,105240,934,370
1208102,900225,934,370
1208102,113610,934,40
1208103,123775,911,230
1208103,123776,911,230
1208103,123777,911,230
1208104,104908,933,10
1208104,104912,931,10
1208104,104918,933,10
1208104,104921,934,40
1208104,104926,934,40
1208104,104934,936,20
1208104,104940,933,10
1208104,104945,934,40
1208104,118934,934,40
1208104,118941,934,380
1208104,118947,935,380
1208104,118949,934,40
1208201,108777,934,40
1208201,108779,934,80
1208201,114033,934,10
1208202,108774,934,40
1208202,108777,934,40
1208202,108779,934,80
1208202,108785,911,60
1208202,114019,934,40
1208202,114033,934,10
1208202,114040,934,40
1208203,108777,934,40
1208203,108779,934,80
1208203,108785,911,60
1208203,114033,934,10
1208204,108774,934,40
1208204,108777,934,40
1208204,108779,934,80
1208204,108785,911,60
1208204,114019,934,40
1208204,114081,933,360
1208204,114033,934,10
1208204,114040,934,40
1208204,114045,922,10
1208204,114080,934,20
1208205,108777,934,40
1208205,108779,934,80
1208205,108785,911,60
1208205,114091,934,30
1208205,108791,921,140
1208205,114040,934,40
1208401,300580,934,70
1208401,300824,931,250
1208401,301241,939,10
1208401,301756,934,380
1208402,300289,911,240
1208402,300580,934,70
1208402,300824,931,250
1208402,301241,939,10
1208402,301756,934,380
1208402,301248,934,40
1208402,303191,931,10
1208403,300289,911,240
1208403,300824,931,250
1208403,301241,939,10
1208403,301756,934,380
1208403,303191,931,10
1208501,100333,932,400
1208501,900014,932,400
1208502,113635,934,20
1208503,116883,934,20
1208801,100342,935,20
1208801,113414,933,20
1208801,113414,932,330
1208801,113422,911,160
1208801,113431,911,160
1208802,100346,932,60
1208802,113414,933,20
1208802,113414,932,330
1208802,113422,911,160
