PID,M_ID,q6_1,q6_1_1
1108401,115342,936,440
1108401,115344,936,370
1108401,115345,938,360
1108401,115346,936,430
1108401,115347,935,50
1108401,117974,924,50
1108401,115350,924,10
1108401,115352,936,450
1108401,115355,934,30
1108402,106686,936,410
1108402,106690,936,370
1108402,106692,936,310
1108402,106695,936,10
1108402,106699,936,360
1108402,106701,936,460
1108402,106703,936,320
1108402,106704,936,430
1108402,106706,936,390
1108402,106708,936,30
1108402,106710,936,320
1108402,106713,936,430
1108402,106716,936,310
1108402,106717,936,360
1108402,106721,936,320
1108402,115335,924,20
1108402,115336,936,310
1108402,115339,936,380
1108402,115340,936,430
1108402,115342,936,440
1108402,115344,936,370
1108402,115345,938,360
1108402,115346,936,430
1108402,115347,935,50
1108402,117974,924,50
1108402,115350,924,10
1108402,115352,936,450
1108402,115355,934,30
1108501,106671,936,20
1108501,106675,938,30
1108501,106678,938,320
1108501,115610,935,320
1108501,115608,936,350
1108501,115613,936,470
1108501,115618,938,350
1108601,106654,921,310
1108601,106658,921,310
1108601,119845,921,310
1108901,119847,924,10
1108902,108001,938,370
1108902,119849,936,310
1108902,119847,924,10
1108902,119850,936,440
1109202,105684,936,410
1109202,105685,936,310
1109204,105687,939,20
1109204,105689,935,50
1109204,900248,939,20
1109204,123131,936,20
1109401,108280,937,420
1109401,108283,925,40
1109401,108286,937,430
1109401,123137,936,470
1109402,108280,937,420
1109402,108283,925,40
1109402,108286,937,430
1109402,123137,936,470
1109501,122485,934,10
1109501,122483,936,450
1109501,122493,934,10
1109502,122483,936,450
1109601,101935,936,440
1109601,115343,936,440
1109801,108421,924,10
1110001,105672,939,20
1110002,105672,939,20
1110101,104905,936,440
1110101,122133,936,440
1110101,122693,936,360
1110202,104675,921,90
1110202,104685,936,20
1110202,900193,921,90
1110202,900194,936,20
1110202,122432,938,360
1110202,122433,938,70
1110202,122434,931,20
1110301,122137,935,360
1110303,122138,936,420
1110401,122380,938,50
1110501,105733,936,450
1110501,105736,935,370
1110501,105738,936,370
1110501,105735,936,370
1110501,105739,936,360
1110501,122385,911,190
1110501,122393,936,420
1110501,122395,936,430
1110501,122410,936,420
1110501,122399,935,370
1110501,122401,936,420
1110501,122406,936,420
1110502,122385,911,190
1110502,122414,935,50
1110601,104639,936,450
1110601,104643,936,480
1110601,104649,936,450
1110601,900189,936,450
1110601,122374,936,30
1110601,122378,934,350
1110601,122376,938,50
1110701,104753,936,360
1110701,104750,935,330
1110701,104751,929,10
1110701,104755,936,30
1110701,122348,938,50
1110701,122350,936,350
1110702,104750,935,330
1110702,104751,929,10
1110702,122348,938,50
1110702,122350,936,350
1110704,104668,924,40
1110704,122358,936,420
1110704,122361,936,310
1110801,122572,936,30
1110801,122573,938,50
1110802,122572,936,30
1110802,122573,938,50
1110901,104708,935,330
1110901,104708,936,330
1110901,104709,929,10
1110901,122339,936,400
1110901,122340,936,440
1110901,122341,938,50
1110902,104708,935,330
1110902,104708,936,330
1110902,104709,929,10
1110902,104712,935,340
1110902,122339,936,400
1110902,122340,936,440
1110902,122341,938,50
1111001,105693,935,370
1111001,123165,936,450
1111002,108306,936,460
1111002,123238,936,30
1111101,101279,936,400
1111101,101280,936,310
1111101,101281,936,310
1111101,101286,936,310
1111101,101287,936,330
1111101,101288,936,310
1111101,101289,936,440
1111101,101290,936,460
1111101,101291,936,370
1111101,101292,936,310
1111101,101295,936,450
1111101,101298,936,320
1111101,101302,936,430
1111101,101305,924,10
1111101,101308,936,430
1111101,101312,936,480
1111101,101313,935,380
1111101,115597,936,310
1111101,115598,938,380
1111101,115600,936,450
1111101,115601,938,110
1111101,115602,935,50
1111101,115623,936,310
1111101,115607,936,310
1111101,115611,936,310
1111101,115615,936,450
1111101,115616,938,400
1111101,115617,936,370
1111101,115619,936,450
1111101,115620,931,10
1111301,115194,935,350
1111302,101329,937,20
1111302,115194,935,350
1111302,115195,936,370
1111302,115196,936,370
1111302,115198,936,360
1111302,115197,931,10
1111303,101330,921,90
1111303,101335,936,20
1111303,900051,921,90
1111303,900052,936,20
1111401,101382,936,310
1111402,101382,936,310
1111402,115131,936,310
1111405,104167,921,90
1111405,900168,921,90
1111405,115139,936,20
1111501,101466,936,350
1111501,101467,938,90
1111501,115880,938,90
1111501,900053,936,350
1111501,115881,935,330
1111501,115884,936,390
1111601,115180,936,460
1111601,115181,936,450
1111601,115182,936,390
1111702,101390,936,30
1111702,101392,936,330
1111702,101393,936,450
1111702,115188,936,20
1111902,101405,935,40
1112301,123173,938,350
1112302,123173,938,350
1112402,122438,938,350
1112403,105747,936,20
1112403,122439,938,30
1112501,105704,938,360
1112502,105704,938,360
1112603,108295,936,20
1112902,108300,936,460
1113001,108315,931,10
1113003,108318,936,460
1113005,108324,931,370
1113005,108326,931,10
1113005,123224,921,130
1113005,123230,936,390
1113101,104445,936,310
1113101,122923,935,360
1113101,122926,936,310
1113101,122920,935,380
1113102,104445,936,310
1113102,122923,935,360
1113102,122926,936,310
1113102,122920,935,380
1113201,104450,936,310
1113201,122929,936,320
1113201,122932,936,20
1113201,122933,936,310
1113202,104450,936,310
1113202,122929,936,320
1113202,122932,936,20
1113202,122933,936,310
1113203,104450,936,310
1113203,122932,936,20
1113203,122933,936,310
1113301,104463,936,420
1113301,122058,936,310
1113301,122062,936,10
1113401,105049,936,320
1113402,105049,936,320
1113402,123431,936,370
1113402,123432,935,40
1113403,123435,936,10
1113403,123434,936,20
1113405,105049,936,320
1113405,123439,934,30
1113405,123437,935,10
1113501,104567,936,30
1113501,104570,936,380
1113501,104573,939,20
1113501,104579,936,460
1113501,104582,936,440
1113501,104560,936,310
1113501,104577,936,470
1113501,104585,922,310
1113501,104588,938,50
1113501,122950,936,440
1113501,122975,935,50
1113501,900185,939,20
1113501,122963,925,40
1113501,122965,921,30
1113501,122956,935,40
1113501,122968,938,350
1113501,122973,936,450
1113502,104615,938,50
1113502,104560,936,310
1113502,104659,938,50
1113502,122950,936,440
1113502,122986,938,30
1113502,123009,931,10
1113502,123014,931,10
1113502,122956,935,40
1113502,123016,931,10
1113502,123019,931,10
1113503,104610,936,10
1113503,104560,936,310
1113503,122950,936,440
1113503,122956,935,40
1113504,104560,936,310
1113504,122950,936,440
1113504,122982,935,10
1113504,122956,935,40
1113504,122977,935,20
1113601,104487,938,50
1113601,104526,932,70
1113601,122593,936,450
1113601,122595,931,10
1113601,122596,938,30
1113601,123362,936,450
1113601,123363,938,30
1113601,123364,936,450
1113601,123365,936,350
1113601,123395,938,30
1113603,122593,936,450
1113801,123025,935,360
1113801,123023,936,310
1114001,105130,936,410
1114001,123032,935,40
1114002,105130,936,410
1114002,123032,935,40
1114003,105159,936,430
1114005,105167,936,20
1114005,900222,936,20
1114005,123045,936,10
1114005,123047,935,10
1114101,103349,936,330
1114101,103350,935,360
1114101,103359,936,480
1114101,103364,936,450
1114101,103369,924,30
1114101,103390,936,450
1114101,103388,935,40
1114101,103389,935,360
1114101,115209,935,380
1114101,115210,936,330
1114101,115212,936,440
1114101,115213,936,450
1114101,115215,935,380
1114101,115219,936,30
1114102,103349,936,330
1114102,103350,935,360
1114102,103354,936,410
1114102,103356,936,450
1114102,103359,936,480
1114102,103364,936,450
1114102,103367,936,430
1114102,103369,924,30
1114102,103388,935,40
1114102,103389,935,360
1114102,115208,936,40
1114102,115209,935,380
1114102,115210,936,330
1114102,115211,924,10
1114102,115212,936,440
1114102,115213,936,450
1114102,115215,935,380
1114102,115216,936,430
1114102,115217,936,370
1114102,115218,935,370
1114102,115219,936,30
1114301,101411,936,40
1114301,101461,936,430
1114301,101409,924,10
1114301,115589,936,40
1114301,115592,936,460
1114302,101409,924,10
1114302,101410,936,450
1114302,115589,936,40
1114302,101408,935,330
1114403,103451,924,10
1114701,103319,936,30
1114701,103324,936,320
1114701,115241,934,20
1114701,103338,934,20
1114702,103319,936,30
1114702,103324,936,320
1114702,115241,934,20
1114702,115249,934,20
1114703,103342,934,20
1114703,115254,934,20
1114703,115255,934,20
1114801,115267,931,10
1114801,115269,931,10
1114802,115275,931,240
1114802,115277,936,330
1115001,104311,931,10
1115001,104318,936,40
1115001,104313,936,30
1115001,104321,936,450
1115001,115281,936,330
1115001,115283,936,380
1115001,115284,938,90
1115001,115285,936,370
1115001,115286,936,380
1115002,104304,936,20
1115002,104307,936,310
1115002,104325,936,310
1115002,104309,936,20
1115002,115278,936,310
1115002,115281,936,330
1115003,104304,936,20
1115003,104329,936,20
1115003,104307,936,310
1115003,104332,936,330
1115003,104309,936,20
1115003,115278,936,310
1115003,115281,936,330
1115003,115287,936,20
1115004,104307,936,310
1115004,115278,936,310
1115004,115281,936,330
1115101,301928,936,390
1115101,301932,936,20
1115101,302085,936,20
1115101,302091,936,310
1115101,302092,936,40
1115101,302180,936,330
1115101,302182,935,330
1115101,302183,935,370
1115101,302184,938,380
1115102,301928,936,390
1115102,301932,936,20
1115102,302186,936,450
1115102,302187,936,450
1115102,302085,936,20
1115102,302091,936,310
1115102,302092,936,40
1115102,302180,936,330
1115102,302182,935,330
1115102,302183,935,370
1115102,302184,938,380
1115103,102567,935,330
1115103,102560,936,310
1115103,900101,935,330
1115104,122588,931,130
1115105,102560,936,310
1115301,106275,935,380
1115302,106272,935,10
1115303,106274,911,240
1115304,122480,931,10
1115501,115357,931,370
1115502,115357,931,370
1115601,105825,938,50
1115601,900256,938,50
1115603,115760,931,10
1115704,122555,931,10
1115704,122556,935,10
1115801,107555,936,310
1115802,107555,936,310
1115803,107555,936,310
1116201,104761,935,330
1116201,117339,935,310
1116201,117354,935,370
1116202,104761,935,330
1116202,104786,934,20
1116202,117339,935,310
1116202,117347,934,10
1116202,900201,934,20
1116202,117354,935,370
1116202,117359,933,330
1116202,117371,935,330
1116301,102441,934,60
1116301,102444,934,20
1116301,102451,934,30
1116301,117856,935,320
1116301,117857,934,20
1116301,117858,934,310
1116301,117859,934,60
1116301,117862,934,20
1116301,117864,934,310
1116302,102441,934,60
1116302,102444,934,20
1116302,102451,934,30
1116302,117856,935,320
1116302,117857,934,20
1116302,117858,934,310
1116302,117859,934,60
1116302,117862,934,20
1116302,117864,934,310
1116501,106525,921,90
1116501,106527,934,380
1116502,106525,921,90
1116502,106527,934,380
1116503,106525,921,90
1116801,104853,934,30
1116801,104857,938,50
1116801,113326,933,310
1116801,113334,934,310
1116901,104785,936,20
1116901,104795,934,380
1116901,118688,934,310
1116901,900202,934,380
1116901,118690,925,40
1116901,118693,934,310
1116902,104785,936,20
1116902,104806,934,310
1116902,118688,934,310
1116902,118696,925,30
1116903,104785,936,20
1116903,118688,934,310
1116904,104785,936,20
1116904,118688,934,310
1116905,104785,936,20
1116905,118688,934,310
1116906,104785,936,20
1116906,104817,934,20
1116906,118688,934,310
1116906,900205,934,20
1117104,117638,911,230
1117201,103810,929,10
1117201,103806,936,330
1117201,103811,936,20
1117201,117907,934,70
1117201,117909,933,360
1117201,117871,934,20
1117201,117911,934,80
1117201,117914,937,20
1117201,117915,934,80
1117201,117922,923,30
1117201,117918,931,10
1117202,103809,934,10
1117202,103806,936,330
1117202,117871,934,20
1117202,117872,932,340
1117202,117873,932,60
1117203,107859,934,30
1117203,107852,934,30
1117203,107854,936,330
1117301,106530,934,20
1117301,106531,934,20
1117302,106747,911,230
1117302,106530,934,20
1117302,106748,911,230
1117302,106749,911,230
1117302,106531,934,20
1117302,106750,911,230
1117302,106751,911,230
1117302,106752,911,230
1117302,106753,934,350
1117302,106754,911,230
1117302,106755,911,230
1117302,118984,934,10
1117302,118988,933,320
1117302,118989,933,340
1117401,106809,934,340
1117401,106811,934,60
1117401,106813,934,20
1117401,117502,911,230
1117402,106809,934,340
1117402,106815,935,20
1117402,106811,934,60
1117402,117502,911,230
1117403,106809,934,340
1117403,106817,934,380
1117403,106818,935,370
1117403,106820,935,380
1117403,117503,935,330
1117403,117504,934,30
1117701,301583,911,230
1117701,301584,934,10
1117701,301577,934,10
1117701,301689,911,230
1117701,122114,933,20
1117702,301583,911,230
1117702,301584,934,10
1117702,301577,934,10
1117702,301689,911,230
1117702,122114,933,20
1117703,301583,911,230
1117703,301584,934,10
1117703,301577,934,10
1117703,122131,911,130
1117703,301972,931,370
1117703,302034,911,230
1117703,122126,911,190
1117703,122127,911,10
1117703,122118,911,230
1117703,122123,911,230
1117703,122129,911,10
1117703,122120,911,140
1117703,122114,933,20
1117703,122130,911,190
1117704,301584,934,10
1117704,301577,934,10
1117704,122114,933,20
1117801,106756,933,320
1117801,106757,938,400
1117801,106758,934,330
1117801,106759,934,50
1117801,106760,934,350
1117801,106761,938,400
1117801,106762,934,10
1117801,106763,933,20
1117801,106764,933,10
1117801,118991,938,400
1117801,118994,935,50
1117801,118996,922,60
1117801,118999,934,380
1117801,119001,935,20
1118201,100201,935,380
1118201,100202,935,310
1118201,113941,935,310
1118201,113939,933,320
1118203,100204,922,310
1118203,100205,934,30
1118203,900004,922,310
1118203,900005,934,30
1118203,113942,931,10
1118203,113943,936,20
1118401,105821,934,310
1118401,105824,934,30
1118401,113385,935,310
1118402,105821,934,310
1118402,105824,934,30
1118402,113385,935,310
1118501,106133,937,90
1118501,113949,937,60
1118501,113950,936,20
1118502,106134,933,30
1118502,106135,937,310
1118502,113953,938,380
1118502,113949,937,60
1118502,113950,936,20
1118502,113952,932,20
1118601,105835,934,20
1118601,113947,935,10
1118601,900257,934,20
1118701,109938,934,30
1118702,109942,934,380
1118702,109943,937,350
1118702,120140,925,10
1118703,123756,934,30
1118801,100213,925,50
1118801,100212,932,60
1118801,100208,935,310
1118801,100209,935,310
1118801,100210,934,330
1118801,100207,935,380
1118801,113969,935,320
1118801,113974,931,200
1118801,113975,925,50
1118801,113976,925,50
1118801,113978,925,50
1118801,113983,925,50
1118801,113981,925,50
1118801,113985,925,50
1118802,100208,935,310
1118802,100209,935,310
1118802,100210,934,330
1118802,100207,935,380
1118802,113969,935,320
1118802,113987,933,320
1118901,100215,929,10
1118901,100214,935,380
1118901,113408,934,340
1118902,100215,929,10
1118902,100214,935,380
1118902,113410,933,320
1119001,301183,925,30
1119001,301187,935,330
1119001,301188,921,90
1119001,301193,925,20
1119001,301397,925,40
1119001,301359,934,380
1119001,301363,935,20
1119001,301369,925,20
1119001,302482,925,20
1119002,301183,925,30
1119002,301187,935,330
1119002,301188,921,90
1119002,301193,925,20
1119002,301359,934,380
1119002,301363,935,20
1119002,301369,925,20
1119101,102199,938,90
1119101,102194,934,310
1119101,116192,935,320
1119101,116197,925,10
1119101,116205,932,30
1119101,116213,937,10
1119102,102194,934,310
1119102,116215,925,40
1119102,116192,935,320
1119102,116197,925,10
1119102,116205,932,30
1119104,102194,934,310
1119104,102211,934,20
1119104,116192,935,320
1119104,116224,932,60
1119104,116197,925,10
1119104,116232,934,380
1119301,100437,939,20
1119301,100434,934,30
1119302,100443,934,30
1119302,100444,925,40
1119302,100445,931,100
1119302,100446,934,60
1119302,100437,939,20
1119302,100434,934,30
1119302,116251,934,330
1119601,102239,934,80
1119601,114984,925,30
1119803,102221,934,20
1119803,116604,934,20
1119804,102224,934,20
1119804,116611,925,20
1119804,116608,934,30
1119901,103749,934,330
1119901,103754,923,320
1119901,117874,934,30
1119901,119465,934,30
1119902,103749,934,330
1119902,103754,923,320
1119902,117874,934,30
1119902,117898,934,30
1120001,100131,925,30
1120001,100132,933,320
1120001,100129,925,40
1120001,100130,934,370
1120001,115114,934,20
1120001,115116,933,320
1120001,115123,938,90
1120002,100133,938,90
1120002,100131,925,30
1120002,100132,933,320
1120002,115112,925,40
1120002,100129,925,40
1120002,100130,934,370
1120002,115113,925,30
1120002,115114,934,20
1120002,115116,933,320
1120002,115120,934,310
1120103,113052,935,10
1120103,113059,934,10
1120103,113067,937,20
1120105,100185,925,40
1120105,900002,925,40
1120201,113092,938,50
1120202,100191,925,40
1120202,113092,938,50
1120203,113092,938,50
1120301,103480,934,380
1120302,103480,934,380
1120302,113176,934,380
1120303,103479,932,340
1120303,103480,934,380
1120303,113179,935,330
1120304,103480,934,380
1120304,113185,921,90
1120305,103480,934,380
1120305,113189,937,20
1120401,106577,936,330
1120401,106565,938,60
1120401,114640,936,310
1120402,106608,938,110
1120402,106565,938,60
1120402,114640,936,310
1120403,106624,931,10
1120403,114645,935,370
1120602,100198,934,20
1120602,900003,934,20
1120602,113207,935,370
1120701,100148,934,380
1120701,113220,934,380
1120702,100151,934,330
1120702,113220,934,380
1120801,106374,934,70
1120801,119537,938,110
1120801,119623,934,60
1120801,119627,934,60
1120802,106369,923,50
1120802,106370,935,360
1120802,106373,931,10
1120802,106374,934,70
1120802,119537,938,110
1120802,119559,938,380
1120802,119569,934,70
1120802,119579,933,10
1120802,119595,933,380
1120802,119610,934,20
1120802,119618,934,60
1120802,119623,934,60
1120802,119613,936,450
1120802,119627,934,60
1120802,119617,937,80
1120803,119537,938,110
1120804,119537,938,110
1121201,102508,936,60
1121201,102509,938,360
1121201,102510,935,380
1121201,102515,934,20
1121201,102517,934,340
1121201,102514,937,350
1121201,117627,938,80
1121201,117629,934,30
1121201,117630,938,90
1121202,102508,936,60
1121202,102509,938,360
1121202,102510,935,380
1121202,102515,934,20
1121202,102517,934,340
1121202,102514,937,350
1121202,117627,938,80
1121202,117629,934,30
1121202,117630,938,90
1121203,102510,935,380
1121203,102515,934,20
1121203,102517,934,340
1121203,117627,938,80
1121401,107753,932,330
1121401,119244,934,330
1121401,119251,935,310
1121401,119254,934,370
1121401,119259,934,20
1121402,107764,925,50
1121402,107767,934,20
1121402,119244,934,330
1121402,119251,935,310
1121402,119254,934,370
1121402,119259,934,20
1121403,119244,934,330
1121403,119262,934,30
1121403,119264,931,10
1121404,119254,934,370
1121503,102644,931,190
1121503,900105,931,190
1121701,102554,931,190
1121701,115027,932,60
1121701,115031,932,410
1121701,102570,934,360
1121701,115005,932,30
1121701,115028,931,320
1121701,115029,931,10
1121701,115026,931,370
1121702,102554,931,190
1121702,115005,932,30
1121702,115026,931,370
1121702,115035,939,20
1121703,115005,932,30
1121703,115026,931,370
1121801,101257,934,30
1121801,101260,934,370
1121801,101247,933,10
1121801,101249,925,20
1121801,101250,923,320
1121801,101243,934,70
1121801,101261,935,320
1121802,101263,938,50
1121802,101247,933,10
1121802,101249,925,20
1121802,101250,923,320
1121802,116709,934,310
1121802,101243,934,70
1121804,116757,932,60
1122001,104510,936,20
1122001,104517,935,320
1122001,104522,938,90
1122001,104530,911,210
1122001,116391,939,10
1122002,104510,936,20
1122002,104517,935,320
1122002,104522,938,90
1122002,104530,911,210
1122002,116391,939,10
1122202,105550,934,380
1122202,105556,936,20
1122202,105562,938,340
1122202,119270,936,20
1122202,119272,938,380
1122202,119275,937,10
1122203,119266,934,40
1122401,105576,934,30
1122401,105588,933,330
1122401,105580,935,20
1122401,105584,933,330
1122401,105591,933,330
1122401,119280,933,330
1122401,119282,933,330
1122401,119277,932,30
1122402,105576,934,30
1122402,105580,935,20
1122402,119277,932,30
1122504,105602,911,10
1122504,105605,921,90
1122504,900242,911,10
1122504,900243,921,90
1122602,104930,938,80
1122602,104938,926,310
1122602,116204,932,350
1122602,116214,936,20
1122602,116216,926,310
1122602,116219,921,90
1122602,116225,926,30
1122701,105598,933,320
1123001,110403,933,330
1123001,110404,935,310
1123001,110405,934,360
1123002,106344,934,340
1123002,119301,934,30
1123002,119302,934,30
1123402,102968,935,10
1123402,117288,935,320
1123404,102968,935,10
1123404,102970,933,370
1123404,900119,933,370
1123601,106332,911,10
1123601,106339,935,330
1123601,106341,934,380
1123601,119287,934,380
1123601,119289,935,330
1123602,106332,911,10
1123602,106339,935,330
1123602,106341,934,380
1123602,119287,934,380
1123602,119289,935,330
1123602,119299,934,30
1124004,107845,936,20
1124101,100293,938,360
1124101,100291,938,50
1124101,113393,926,40
1124101,113386,938,90
1124102,100296,931,370
1124102,100298,921,90
1124102,113386,938,90
1124102,113396,938,30
1124103,113386,938,90
1124201,104924,939,10
1124201,104935,923,10
1124201,104935,931,100
1124201,113149,931,10
1124202,104924,939,10
1124202,104935,923,10
1124202,104935,931,100
1124202,104954,921,310
1124202,104958,926,310
1124202,113149,931,10
1124301,101012,926,310
1124301,113134,934,310
1124301,113139,932,60
1124301,113144,911,190
1124401,101035,937,20
1124401,101037,926,310
1124401,101040,926,30
1124401,113146,937,360
1124401,113147,921,10
1124402,101035,937,20
1124402,101037,926,310
1124402,101040,926,30
1124402,113146,937,360
1124402,113147,921,10
1124403,101024,937,20
1124403,101026,926,310
1124403,101028,926,30
1124403,113606,937,360
1124403,113608,921,10
1124404,101024,937,20
1124404,101026,926,310
1124404,101028,926,30
1124404,113606,937,360
1124404,113608,921,10
1124501,300165,938,330
1124501,300167,938,100
1124501,300168,938,400
1124501,300439,938,80
1124501,301015,939,10
1124501,301018,938,80
1124501,302849,926,310
1124501,302851,926,30
1124502,300165,938,330
1124502,300167,938,100
1124502,300168,938,400
1124502,300439,938,80
1124502,301015,939,10
1124502,301018,938,80
1124502,302849,926,310
1124502,302851,926,30
1124601,104876,926,40
1124601,113659,926,310
1124601,113660,926,40
1124701,101019,938,400
1124701,101020,926,310
1124701,113158,938,400
1124701,113164,938,400
1124901,100308,911,30
1125201,100312,932,60
1125201,100313,935,10
1125201,900013,932,60
1125201,113025,911,230
1125201,113033,911,230
1125401,100379,926,20
1125401,113564,937,20
1125401,113566,926,40
1125401,113567,921,90
1125402,113564,937,20
1125402,113568,936,20
1125402,113569,938,30
1125501,301812,932,390
1125502,300175,922,20
1125502,301815,932,390
1125502,301816,933,380
1125502,301818,932,390
1125503,300032,926,30
1125504,301818,932,390
1125601,113586,937,20
1125701,302852,926,10
1125702,302852,926,10
1125702,302855,926,30
1125801,110094,922,50
1125801,110098,933,10
1125801,110100,931,270
1125801,110107,937,390
1125801,110110,922,70
1125801,110114,937,30
1125801,122446,937,350
1125801,122447,932,320
1125802,110094,922,50
1125802,110098,933,10
1125802,110100,931,270
1125901,113351,932,350
1125901,113361,922,20
1125902,101060,922,20
1125902,101050,911,230
1125902,113351,932,350
1125902,113362,922,20
1125902,113361,922,20
1125904,101065,911,10
1125904,101050,911,230
1125904,113351,932,350
1126001,101070,926,20
1126001,101071,921,90
1126001,101066,932,340
1126001,113576,936,30
1126001,113578,926,310
1126001,113579,932,350
1126002,101070,926,20
1126002,101071,921,90
1126002,101066,932,340
1126002,113576,936,30
1126002,113578,926,310
1126002,113579,932,350
1126003,101070,926,20
1126003,101071,921,90
1126003,113584,937,20
1126003,101066,932,340
1126003,113576,936,30
1126003,113583,931,190
1126003,113578,926,310
1126003,113579,932,350
1126201,105064,922,20
1126201,105057,937,20
1126201,105068,938,360
1126201,105072,922,20
1126201,113678,926,310
1126201,113680,922,20
1126202,105057,937,20
1126202,105073,921,90
1126202,113688,938,50
1126202,113685,938,110
1126301,113125,911,20
1126302,113125,911,20
1126701,113588,936,30
1126701,113592,926,310
1126702,104996,922,20
1126702,104999,921,310
1126702,113588,936,30
1126702,113593,921,310
1126702,113594,922,20
1126702,113592,926,310
1126703,105005,921,90
1126703,113588,936,30
1126704,105008,938,50
1126704,105010,926,20
1126704,113588,936,30
1126901,100302,926,310
1126901,100301,938,80
1126901,113008,937,80
1126901,113011,921,70
1126902,100302,926,310
1126902,100301,938,80
1126902,113008,937,80
1126902,113011,921,70
1126903,113008,937,80
1126904,100303,937,20
1126904,113008,937,80
1126904,113019,938,100
1127001,100316,921,310
1127001,100317,926,20
1127001,100315,939,10
1127001,112980,937,20
1127001,112988,921,310
1127001,112987,926,30
1127003,112980,937,20
1127004,100318,921,90
1127004,100315,939,10
1127004,112980,937,20
1127005,112980,937,20
1127101,104828,937,20
1127101,113574,939,20
1127102,104828,937,20
1127102,113574,939,20
1127103,104850,931,10
1127103,900208,931,10
1127103,113574,939,20
1127104,104858,926,310
1127104,113574,939,20
1127201,105077,937,20
1127201,105089,938,50
1127201,105081,937,20
1127201,105083,936,20
1127201,113548,937,20
1127201,113549,937,20
1127201,113554,926,30
1127201,113556,937,20
1127202,105077,937,20
1127202,105081,937,20
1127202,105083,936,20
1127202,113559,937,10
1127202,113548,937,20
1127202,113549,937,20
1127202,113554,926,30
1127202,113556,937,20
1127203,105077,937,20
1127203,105081,937,20
1127203,105100,921,10
1127203,113562,937,10
1127301,105019,932,30
1127301,113662,936,460
1127301,113667,935,50
1127302,105019,932,30
1127302,113662,936,460
1127302,113667,935,50
1127303,105019,932,30
1127304,105019,932,30
1127304,113662,936,460
1127304,113667,935,50
1127305,105019,932,30
1127305,113662,936,460
1127305,113667,935,50
1127401,100321,926,20
1127401,100322,938,90
1127401,113691,938,360
1127401,113697,938,30
1127401,113700,938,110
1127402,100321,926,20
1127402,100322,938,90
1127402,113691,938,360
1127402,113697,938,30
1127402,113700,938,110
1127501,105041,926,20
1127501,113166,937,20
1127501,113172,937,20
1127502,105041,926,20
1127502,113166,937,20
1127502,113172,937,20
1127601,104764,937,20
1127601,104778,937,20
1127601,104797,937,20
1127601,113534,932,70
1127601,113536,937,20
1127601,113539,937,20
1127601,113540,921,90
1127602,104764,937,20
1127602,104778,937,20
1127602,104797,937,20
1127602,113534,932,70
1127602,113536,937,20
1127602,113539,937,20
1127602,113540,921,90
1127603,113534,932,70
1127603,113543,938,30
1127604,113534,932,70
1127604,113546,937,20
1127604,113547,937,20
1127801,104974,935,330
1127801,104983,921,70
1127801,113650,932,40
1127801,113651,937,70
1127801,113653,921,90
1127802,104974,935,330
1127802,104983,921,70
1127802,113650,932,40
1127802,113651,937,70
1127802,113653,921,90
1127803,104974,935,330
1127804,104974,935,330
1127804,113655,938,400
1127901,100325,921,310
1127901,100326,911,30
1127901,100327,937,20
1127901,100324,938,100
1127901,113368,921,310
1127901,113369,938,100
1127901,113378,921,10
1127901,113373,938,110
1127901,113372,921,310
1127901,113376,938,80
1127902,100328,938,330
1127902,100329,931,370
1127902,100330,934,370
1127902,100324,938,100
1127902,113368,921,310
1127902,113369,938,100
1127902,113380,934,360
1127902,113382,938,330
1127902,113372,921,310
1128101,100639,935,20
1128101,100641,938,100
1128101,114612,937,20
1128102,100639,935,20
1128102,100641,938,100
1128102,114612,937,20
1128103,100641,938,100
1128103,114616,911,60
1128103,114614,938,90
1128103,114615,921,90
1128104,100639,935,20
1128201,114773,921,90
1128202,114773,921,90
1128203,114773,921,90
1128203,114786,911,60
1128204,114773,921,90
1128301,100426,926,40
1128301,100427,937,20
1128301,114792,932,330
1128301,114797,937,430
1128302,100426,926,40
1128302,100427,937,20
1128302,114792,932,330
1128302,114797,937,430
1128303,100625,938,340
1128303,100626,926,40
1128303,114671,938,80
1128303,114672,937,360
1128303,114673,938,100
1128304,100423,921,90
1128304,100425,937,20
1128305,100625,938,340
1128305,100626,926,40
1128305,114671,938,80
1128305,114672,937,360
1128305,114673,938,100
1128306,100423,921,90
1128306,100425,937,20
1128401,100630,939,10
1128401,114627,938,310
1128401,114630,922,310
1128402,100635,921,10
1128402,100630,939,10
1128402,114627,938,310
1128402,114631,935,10
1128402,114630,922,310
1128403,100630,939,10
1128403,114632,938,30
1128501,100436,935,330
1128501,100438,937,30
1128501,114622,936,380
1128501,114623,938,80
1128501,114624,937,20
1128502,100436,935,330
1128502,100438,937,30
1128502,114622,936,380
1128502,114623,938,80
1128502,114624,937,20
1128601,100647,921,90
1128601,114676,937,20
1128601,114677,937,20
1128601,114680,938,80
1128601,114684,937,10
1128602,100647,921,90
1128602,114676,937,20
1128602,114677,937,20
1128602,114680,938,80
1128602,114684,937,10
1128603,114676,937,20
1128603,114677,937,20
1128603,114680,938,80
1128603,114684,937,10
1128604,114676,937,20
1128604,114677,937,20
1128604,114680,938,80
1128604,114684,937,10
1128802,100429,936,390
1128802,100430,937,20
1128802,100431,932,60
1128802,100432,937,40
1128802,114735,937,360
1128802,114739,926,310
